02/12/1995- ||------||4403500||Current Statistics||-------------------------------------||EPW Research Foundation
10/6/1995- ||------||4402831||Too Much Food?||-------------------------------------||
30/9/1995- ||review of agriculture, september 1995||4403272||Private Fixed Capital Formation in Agriculture: Some Aspects of Indian Farmers' Investment Behaviour||Contrary trends in public and private components of fixed capital formation in agriculture sector have been construed in some quarters as lack of complementarity between the two investment components of agricultural capital formation. Such complementarity is believed to have existed in the planning period. This article raises some pertinent questions on the issue on the basis of an inquiry into the Indian farmers' investment behaviour through an analysis of survey data on the Indian farmers' total capital expenditure and the share of fixed capital formation in farm business in such expenditure.||B. D. Dhawan,S. S. Yadav
18/2/1995-25/2/1995||------||4402393||Long Struggle||-------------------------------------||
24/6/1995- ||discussion||4402915||Redeployment of the 'Feminine'||-------------------------------------||Susmita Dasgupta
16/9/1995- ||------||4403202||Case for Regulation||-------------------------------------||
14/10/1995-21/10/1995||------||4403316||Evading the Issue||-------------------------------------||
18/3/1995- ||special articles||4402502||Value Added Tax in a Federation: Commodity Tax Reforms in India||This paper discusses various types of VAT and their application in a federal country or a country with governments at many levels. In particular, it takes up a detailed examination of a comprehensive VAT covering the full chain of business activities from manufacturing to retailing. A case for having a comprehensive VAT at central and state levels in India is discussed. It finds that such a tax system supplemented by specific excises and subsidies to deal with the problems of equity, environment and social needs is ideal for India.||M. N. Murty
09/9/1995- ||special articles||4403195||Liberalisation, Innovation and Exports||One peculiar aspect of India's technological development is that whatever little innovation has taken place has been 'minor' innovation, including adaptation of process to indigenous raw materials, instead of major innovations at the frontiers of technology. Can the present liberalisation efforts through successive reduction of tariff rates reverse the trend? If so, how much tariff cut is needed? These issues are examined in this paper.||Rajat Acharyya
19/8/1995- ||special articles||4403104||Demand Side Factors and India's Industrial Growth||Using a dual economy framework, wherein the industrial sector is postulated to face an effective demand problem, the paper proposes to explore the extent to which demand side factors served as a constraint to growth of the Indian industrial sector, over the period of 1960-61 to 1989-90. The main factors considered are growth of agricultural output and of autonomous expenditure as indicators of demand side factors. We have also sought to explore the possibility of changes in the nature of the underlying relationships by using dummies, to demarcate the different sub-periods.||Pradip Maiti,R. Kavita Rao
22/4/1995- ||companies||4402649||Capacity Expansion||-------------------------------------||
27/5/1995- ||companies||4402775||Expansion and Modernisation||-------------------------------------||
24/6/1995- ||perspectives||4402906||Gandhi's Religion||Gandhi regarded the Gita as his "mother's milk" but, strange as it may seem, he found in it support for non-violence, a discovery which seems puzzling to say the least. His freewheeling interpretations he carried to other religions besides Hinduism.||M. N. Srinivas
08/4/1995- ||special articles||4402600||Magnitude of Groundwater Exploitation||Official statistics indicate a rather confusing picture of groundwater exploitation in India. As per the irrigated area figures of the Planning Commission, development of groundwater irrigation has reached disturbing levels in many states, notably UP. Gujarat, Punjab and Tamil Nadu. But the less known volumetric statistics in respect of groundwater irrigation compiled at the behest of the Central Groundwater Board are rather reassuring. Barring a dozen districts of the West Indo-Gangetic plains, no state as a whole appears to have reached the danger mark of groundwater over-exploitation. The reality is somewhere between these extremes, more likely nearer to the Board's than the Commission's assessment.||B. D. Dhawan
19/8/1995- ||perspectives||4403101||Nation-State in the Era of 'Globalisation'||The current phase of capitalism is marked by the rise to dominance of financial or rentier interests and the fluidity of finance across national borders. This has undermined the 'control area' of nation-states and made all agendas of state intervention appear vacuous. This economic milieu, however, has had the effect of producing greater unity in the advanced capitalist world, but, as a dialectical counterpart of this, greater disunity in the third world with growing tendencies towards separatism, divisiveness and disintegration. Are we now doomed to this fate for ever or can we overcome it?||Prabhat Patnaik
02/9/1995- ||companies||4403150||Riding the DMT Boom||-------------------------------------||
29/7/1995- ||companies||4403036||Merger Accomplished||-------------------------------------||
21/1/1995- ||special articles||4402292||Dalit Protest Literature in Telugu: A Historical Perspective||Although there was no literary genre distinctively known as 'dalit literature' during the pre-independence period in Andhra, an examination of the literary works of certain dalit intellectuals indicates that the agony and anger of the dalit masses are reflected in their writings. This paper analyses the nature of literary representation of dalit problems and the emerging consciousness in the writings of selected dalit scholars.||A. Satyanarayana
25/3/1995- ||discussion||4402540||Medical Community's Civil War: Plague in Retrospect||-------------------------------------||Taruni Madan
10/6/1995- ||------||4402843||Current Statistics||-------------------------------------||EPW Research Foundation
22/4/1995- ||------||4402640||Regulating Private Care||-------------------------------------||
24/6/1995- ||review of agriculture, june 1995||4402911||Poverty in Rural Punjab: Trend over Green Revolution Decades||The widely shared view that there has been no significant decline in poverty in Punjab despite the impressive agricultural growth of the last three decades does not square with the observed ground reality in the state's villages. Analysis of trends in rural poverty in Punjab shows that there is a decline not only in the proportion of the poor, but also in their absolute numbers.||H. S. Shergill,Gurmail Singh
14/1/1995- ||discussion||4402267||Caste and Politics in Andhra Pradesh||-------------------------------------||K. Narendra Mohan
05/8/1995-12/8/1995||commentary||4403070||Enron and the High Cost of MNCs||The Enron episode has brought out the high cost to the country, not of just this particular deal had it gone through, but of the open door policy towards multinational corporations which is such a vital part of the government's economic reform policies. It is from this wider standpoint that the Enron case must be debated in the country.||B. M.
05/8/1995-12/8/1995||companies||4403065||Backward Integration||-------------------------------------||
29/7/1995- ||companies||4403037||Focus on Exports||-------------------------------------||
04/2/1995- ||commentary||4402344||Hoisting National Flag at Idgah Maidan||While the Janata Dal may have successfully dampened a volatile situation, by persuading the Anjuman-e-Islam to hoist the flag at the Idgah Maidan at Hubli, the long-term consequences may not necessarily stall the communalisation of politics.||Ambrose Pinto
06/5/1995-13/5/1995||------||4402711||Current Statistics||-------------------------------------||EPW Research Foundation
24/6/1995- ||companies||4402898||New Plant||-------------------------------------||
18/11/1995- ||------||4403439||Current Statistics||-------------------------------------||EPW Research Foundation
04/2/1995- ||------||4402331||Cleaning up the Data||-------------------------------------||
17/6/1995- ||perspectives||4402876||On the Concept of 'Empowerment'||The concept of empowerment implies formal rather than substantive power and it involves an external upper level agency to grant power rather than people below seizing it in the course of struggle. Above all this concept is part of the political philosophy of the new economic globalisation of western capitalism.||Manoranjan Mohanty
06/5/1995-13/5/1995||commentary||4402713||Choosing Vice-Chancellors||While the unsavoury record of vice-chancellors of universities, in Maharashtra and elsewhere, have received public attention, the eminent men who constitute the selection committees who choose these vice-chancellors remain unaccountable for the choices they make and the damage caused thereby.||
07/1/1995- ||companies||4402219||Higher Power Generation||-------------------------------------||
20/5/1995- ||discussion||4402762||Burden of Marx and Morals||-------------------------------------||Arun K. Patnaik
01/4/1995- ||------||4402551||Correction: 'Our Time': History, Sovereignty and Politics||-------------------------------------||
07/1/1995- ||discussion||4402233||Democracy and the Fight against Communalism||-------------------------------------||K. Balagopal
29/4/1995- ||discussion||4402696||Displacement and Rehabilitation: Some Points towards Changing Course of Current Thinking||-------------------------------------||Jai Sen
20/5/1995- ||commentary||4402754||Ethnicity, Communalism and State: Barpeta Massacre||Internal power struggles goaded the Bodo movement into acts of ethnic chauvinism, culminating in the massacre of Muslims in Barpeta.||Monirul Hussain
22/7/1995- ||commentary||4403018||Free Press and Realpolitik||The practice of realpolitik in modern times involves not only the covert and overt use of forces as an integral part of coercive diplomacy, but also, its shrewd application shaping the timing and the nature of news flow in the media.||Robi Chakravorti
23/9/1995- ||policy watch||4403234||Privatising Natural Resources||Having joined the globalisation bandwagon, it is not surprising that recent attempts at privatisation in India reflect the quintessential features of the process of using the state to transform natural resources into means for primitive accumulation by domestic and foreign interests.||Jayati Ghosh,Abhijit Sen,C. P. Chandresekhar
30/12/1995- ||commentary||4403612||A 'Miracle' Really, but Not Divine||While there have been several analyses of the 'milk miracle' by sociologists and scientists, hardly any attempt has been made to look at the 'organisational' miracle, the tactics and the strategies by which such nationwide orchestration was achieved.||Mina Swaminathan
27/5/1995- ||------||4402770||Actors and Roles||-------------------------------------||
09/9/1995- ||------||4403179||Bankruptcy of the Congress||-------------------------------------||
04/2/1995- ||civil liberties||4402341||Police as Film Censors||The Censor Board of Film Certification, by referring to the police the film Bombay on the ground that it dealt with a sensitive event, has made a mockery of the law.||A. G. Noorani
06/5/1995-13/5/1995||commentary||4402714||A Clean SLET?||The appallingly poor success rate in the State Level Eligibility Test (SLET) for selection of college teachers in West Bengal has raised disturbing questions about the state of higher education in the state.||A. G.
08/4/1995- ||------||4402580||Reverse Flow||-------------------------------------||
09/12/1995- ||companies||4403529||Gains of Competition||-------------------------------------||
20/5/1995- ||companies||4402748||Corporate Restructuring||-------------------------------------||
05/8/1995-12/8/1995||commentary||4403074||Gowari Deaths: Crucial Issues Neglected||The issues which prompted the gowari tribals to mount the large-scale protest last year, subsequently leading to the large number of deaths in the police lathi charge, are yet to be addressed by the state government.||Bageshree Vaze
18/11/1995- ||commentary||4403446||Black Politics in US: Shift in Political Mood||The emergence of Colin Powell in US politics indicates decline of radical black politics and rise of middle class blacks in the country.||Robi Chakravorti
01/4/1995- ||commentary||4402561||People's Struggle against DuPont in Goa||The people's struggle against the DuPont Nylon 6,6 plant in Goa, so far successful, is remarkable for many reasons, not the least being its grass roots nature combined with its extensive information base on DuPont and the chemicals which are to be manufactured and used at the plant.||Gary Cohen,Satinath Sarangi
22/7/1995- ||------||4403004||Much Ado about Nothing||-------------------------------------||
22/4/1995- ||------||4402641||A Hardy Ritual||-------------------------------------||
29/4/1995- ||commentary||4402685||Against the Common Enemy: Nazidom and German Corporate Capital||Without the financial research and industrial muscle wedded to the international marketing capabilities of German Big Capital, the Nazi war machine would never have been born. But the decartelisation and de-Nazification begun after the German surrender in 1945 were stopped in their tracks by US foreign policy abetted by the most vocal protagonists of US corporate capital. Hitlers could come and go, but corporate capitalism and its leaders were the natural defenders of an inviolable social order that had always stood against the resurgent forces of international subversion. For Hitler's corporate paymasters, it was crime without punishment.||Frederic F. Clairmont
04/3/1995- ||commentary||4402439||Rebellion, Repression and Reform||The army crackdown on the Zapatista rebellion in the Chiapas and its subsequent withdrawal in the face of popular opposition underscore the instability and weakness of the government of president Zedillo who is forced to walk a tightrope, balancing his promises of electoral, party, judicial and economic reforms against his obligations to the old guard of the PRI who saw him into power.||Carol Upadhya
11/11/1995- ||commentary||4403417||'Private Banking' and Depreciation of the Rupee||The recent volatility in the foreign exchange market has been discussed almost entirely in terms of the Reserve Bank of India's behaviour, whether it intervened 'in time' or in the right way, and so on. But considering the scale on which portfolio funds and 'other capital' have entered India in the last two years, the recent developments need clearly to be looked at in the context of international capital flows.||Kannan Srinivasan
30/12/1995- ||------||4403600||Doctors' Strike||-------------------------------------||
22/4/1995- ||special articles||4402661||Report of Tenth Finance Commission||In the sequence of Finance Commission Reports, the Tenth Finance Commission's is among the outstanding ones. The commission has had to carry out its remit in a particularly difficult fiscal situation. Its projections of resources and requirements may not turn out to be realistic, but they set fair and reasonable goals. The commission has been stingy in respect of vertical shares and debt relief but in the current fiscal context this is not unforgivable. The adoption of an identical formula, predominantly based on population and the distance criterion, is a reform that is sound and progressive in its economic logic. The grants to local bodies, the establishment of a National Fund for Calamity Relief and the chapter on defence expenditure are noteworthy initiatives. The 'Alternative Scheme' suggested by the commission, though flawed and inadequate in its present form, may prove to be an important contribution if it stimulates thought and action on a rational restructuring of federal fiscal transfers. This paper evaluates the recommendations of the Tenth Finance Commission and outlines a scheme of federal fiscal transfers which, the author argues, is an improvement in several respects over the 'Alternative Scheme' proposed by the commission.||S. Guhan
29/4/1995- ||commentary||4402683||High Cost of Foreign Capital||The economic and social costs of reliance on multinational corporations for investment and growth are too high and are the cause of the growing popular unrest, social tensions and political instability. This underscores the shortsightedness of the opposition parties in not taking a forthright stand on the issue and in fact adopting policies and postures in the states where they are in power which smack of competing to attract foreign capital.||B. M.
11/2/1995- ||commentary||4402375||M. Shatrugna||Shatrugna did not belong to any party or even a group. Yet he was politically involved in many ways with left and democratic movements.||Rama S. Melkote
01/4/1995- ||commentary||4402562||Aligarh Riots: Unplanned Outburst||Unlike earlier communal riots in Aligarh, the February violence was a spontaneous outburst. It was neither a propaganda offensive nor was it planned by Hindutva forces.||Asghar Ali Engineer
08/4/1995- ||perspectives||4402595||What Moves Masses: Dandi March as Communication Strategy||Purposefully evoking various meanings surrounding salt, yatra and Dandi, Gandhi credibly communicated the message of swaraj to audiences in India and abroad.||Suchitra
09/9/1995- ||------||4403177||Misplaced Priorities||-------------------------------------||J. V. Deshpande
08/4/1995- ||special articles||4402598||Radical Histories and Question of Enlightenment Rationalism: Some Recent Critiques of "Subaltern Studies"||Maintaining a critical position with respect to the legacies of the European Enlightenment does not entail a wholesale rejection of the tradition of rational argumentation. The author seeks to demonstrate, in the first part of this note, how a certain form of hyper-rationalism characteristic of colonial modernity has impaired Indian marxists' capacity to engage with 'religion' (something without which India cannot be imagined). The second part of the note argues how colonial histories are particularly helpful in making visible what is sometimes called 'the unreasonable origins of reason'. And the final section endeavours to show - without attempting a general defence of post-structuralism - why post-structuralist and deconstructionist philosophies are useful in developing approaches suited to studying subaltern histories under conditions of colonial modernities.||Dipesh Chakrabarty
15/7/1995- ||------||4402980||Not above Accountability||-------------------------------------||
23/12/1995- ||commentary||4403586||China: Planning the Future||Past success has understandably injected optimism into China's long-term planning, as reflected in the drafts of the ninth five-year plan and the second long-term plan recently unveiled by Chinese planners. But past record is no guarantee of future performance.||Yi Ren
16/12/1995- ||companies||4403554||Sustained by Tobacco||-------------------------------------||
21/1/1995- ||discussion||4402293||Redefining Irrigation Potential: Don't Damn the CV Alone||-------------------------------------||S. M. Vidwans
07/10/1995- ||commentary||4403297||Slum Rehabilitation: 40 Lakh Free Lunches?||The Maharashtra government has accepted that slum-dwellers are an essential part of the city and that they deserve to enter the formal housing sector. The land on which they happen to be is to be transferred to them, as something they own, and 'pucca' buildings are to be built for them by builders anxious to make profits out of the free-sale component that is offered as an incentive. A careful examination of the scheme makes it clear however, that implementing it is not a matter of really serious concern for the government. A few free lunches there may be, but nowhere near 40 lakhs.||Shirish B. Patel
04/3/1995- ||special articles||4402445||Improving Sales Tax Management in India||Proper management determines the effectiveness of a tax system. Failure to properly administer the tax defeats its purpose and threatens the canon of equity. It increases evasion of tax and creates a parallel economy. Over the years there is an increasing realisation that in practice administration is law. In view of the important role of tax management in achieving the objectives of the given tax policy, this paper analyses the features of sales tax management in India and suggests possible improvements in it. In doing so, it presents the organisation for tax administration, analyses the operation of the tax including management information system (MIS) and suggests plausible improvements in both administration and operation of the tax. The policy prescriptions for improving sales tax management are particularly relevant in view of the proposed move to introduce a system of value added tax to replace sales tax in the states.||Mahesh C. Purohit
28/10/1995- ||------||4403349||Hidden Agendas||-------------------------------------||
23/12/1995- ||------||4403594||Special Statistics-17: National Accounts Statistics of India - 6: Net State Domestic Product||-------------------------------------||EPW Research Foundation
15/7/1995- ||commentary||4402991||Journey through America's Backyard||What strikes the traveller in Nicaragua is not only the poverty of the people - which in truth has yet to reach 'Indian proportions' - but also the chaos and sense of social paralysis. And Nicaragua is a country which is so very 'American' in the proper sense of the term.||Raghu Krishnan
29/7/1995- ||commentary||4403041||Industrialising Bihar: The Options||The new guidelines for industrial development of Bihar which the state government is engaged in framing should consider all the available options for achieving industrialisation so that what emerges is a genuine alternative to the dismal policies of the centre and Bihar is able to give a lead to the whole country, something so long vainly expected of West Bengal.||A. K. Roy
26/8/1995- ||commentary||4403121||Summit-Led Humanitarianism: Towards Fourth World Women's Conference||In the contemporary world humanitarianism in the form of the pursuit of human/social development has emerged as a major focus of international conferences. This globalisation of humanitarianism needs to be critically evaluated for several reasons. For, while such international conferences make possible the thematic documentation of the crises they also lead to an avoidance of any critical evaluation of the development processes which have led to the crises.||Dipankar Sinha
08/7/1995- ||------||4402952||Dangerous Disarray||-------------------------------------||
22/7/1995- ||companies||4403009||Rapid Diversification||-------------------------------------||
20/5/1995- ||companies||4402746||Diversification Plans||-------------------------------------||
27/5/1995- ||commentary||4402779||Superpower in Decay: Decline of US Economy||The 1980s witnessed a major restructuring of the US economy, resulting not only from the decline of US hegemony internationally and the increased penetration of external economic forces into the US economy, but also, and critically, from the policy changes brought about by the Republican administration of Reagan and Bush.||Jayati Ghosh
09/9/1995- ||------||4403178||Mexican Lessons||-------------------------------------||
28/1/1995- ||------||4402300||Cynical Game||-------------------------------------||
26/8/1995- ||commentary||4403125||Mobilising Direct Foreign Investment: Lessons from East Asia||Data from a recent ESCAP publication are instructive in regard to the sources of DFI, sectors attracting DFI and the factors determining DFI flows. It would appear from the available evidence that the government of India and the state governments have a long way to go in regard to raising the level of DFI inflows and fine-tuning the sectoral composition. The need is to put in place a set of appropriate policies.||V. V. Bhanoji Rao
24/6/1995- ||------||4402888||Not Just a Memory||-------------------------------------||
04/11/1995- ||------||4403380||Spreading Dissidence||-------------------------------------||
19/8/1995- ||commentary||4403099||V M Dandekar||A good bit of V M Dandekar's writings, being aimed at provoking wider public debate on politically charged issues, tended to be polemical. But this reflected the activist side of him - his view that knowledge was not merely a matter of scholarship but was meant to be used to educate and clarify issues to the public at large to facilitate better informed debate and decision-making. To this end he was willing to devote much time and effort to participate in official committees, non-official forums and the media.||A. Vaidyanathan
07/10/1995- ||commentary||4403301||Cuba: The Renewal||While Cuba repudiates laisser-faire as the way to national reconstruction, in what is now officially celebrated as 'the special period' there is a radical break from the inflexibility of an earlier brand of socialism by vastly extending the scope of the market that functions within the framework of a comprehensive national plan. And the sweeping internal changes which are transforming Cuba are taking place at a time when, US machinations notwithstanding, the country's long isolation is clearly coming to an end.||Frederic F. Clairmont
23/12/1995- ||------||4403576||Behind the Facade||-------------------------------------||
07/1/1995- ||random reflections||4402220||Who's Afraid of Liberalisation?||Liberalisation in the hands of the government of India is today the sum of (a) 'globalisation' and (b) 'privatisation'. Both are ideological stances unconnected with genuine 'liberalisation' of the economy or polity.||Arun Ghosh
08/7/1995- ||discussion||4402973||Undoing of Green Revolution||-------------------------------------||Priyatosh Maitra
16/9/1995- ||------||4403200||Narrow Vision||-------------------------------------||
06/5/1995-13/5/1995||special articles||4402735||Presumptive Direct Taxation: Lessons from Experience in Developing Countries||Presumptive norms can be used either to generate estimated income actuals, or potential income in terms of what is possible with average effort. This paper reviews their use in both forms as a base-broadening accretion to the structure of conventional income taxation in place in less developed countries. The paper covers both schemes that are not sector-specific, such as minimum asset-based taxes on corporate entities, as well as sector-specific levies on the hard-to-tax sectors of agriculture, small business, and self-employed professionals. The purpose of the exercise is to extract lessons in terms of both design and administration for India, which is engaged in a process of seeking sustainable fiscal correction as a part of the stabilisation and reform process begun in mid-1991.||Indira Rajaraman
25/11/1995- ||companies||4403468||New Ventures||-------------------------------------||
07/10/1995- ||------||4403288||Cracks in BJP||-------------------------------------||
07/10/1995- ||perspectives||4403302||Marginal Environments and the Poor: Evidence from India||Often conjectured, but rarely substantiated, is the claim that rural poverty is more acute/severe in more marginal and less developed regions, i e, where average yields of crops are characteristically low due to poor rainfall or poor soil conditions. This note challenges this statement both for its precise meaning and the empirical evidence for it.||T. G. Kelley,P. Parthasarathy Rao
07/10/1995- ||companies||4403294||Copper Smelter Project||-------------------------------------||
20/5/1995- ||------||4402744||The Show Goes On||-------------------------------------||
04/3/1995- ||companies||4402431||Raised Tariff||-------------------------------------||
18/2/1995-25/2/1995||commentary||4402404||Politics of Silhouetted Anger||The government has played a prominent role in perpetuating and promoting communal prejudices and differences through its policies and pronouncements on Babri masjid, Kashmir, Pakistan and other issues. An enemy image has been deliberately promoted by blurring the distinctions among Pakistan, the ISI, Muslim fundamentalists and Indian Muslims creating an active sense of insecurity among Muslims and suspicion in the minds of the rest.||Gautam Navlakha
25/11/1995- ||------||4403466||Current Statistics||-------------------------------------||EPW Research Foundation
03/6/1995- ||------||4402807||In the Capital Market||-------------------------------------||EPW Research Foundation
06/5/1995-13/5/1995||special articles||4402728||Puzzles in Budgetary Policies||This paper identifies the more glaring puzzles and contradictions in the policy instruments embodied in the budget, seeks to locate their sources in terms of macro-economic models and examines the efficacy of alternative policies. The analysis leads to the conclusion that there is substantial scope for public investment without adding to inflationary pressures. Such investment would in fact raise the overall saving ratio of the economy and reduce the investment-saving gap in the public sector. Also missing in the budgetary measures is a rational system of tariffs, taxes and subsidies based on considerations of both comparative advantage in production and comparative benefits from domestic absorption of goods and services.||Mihir Rakshit
23/12/1995- ||commentary||4403585||Demographic Transition and Education in Kerala||Between 1990 and 1993 the Kerala government closed down several 'uneconomic' schools, where the student strength had gone down abysmally. This sparked off a controversy at the academic and political levels and has focused attention on the impact of the demographic transition on the education sector.||K. S. James
09/12/1995- ||commentary||4403533||Forest Management and Survival Needs: Community Experience in West Bengal||Sustained community participation in joint forest management projects is possible only if the survival needs of the poor have been met beforehand.||Neela Mukherjee
28/10/1995- ||special articles||4403374||Conservation in India: A New Direction||The ongoing debate about the justification, planning and management of India's wildlife protected areas between the wildlife conservationists and human rights advocates overlooks the fact that both wildlife and local communities are today equally threatened and have a common adversary in elitist state policies and the urban-industrial development process. This article argues that a reconciliation between the two is possible if local communities and government agencies evolve a partnership in conserving the habitats, with critical support from NGOs and independent researchers.||Ashish Kothari,Saloni Suri,Neena Singh
04/11/1995- ||special articles||4403398||Working Mothers and Child Survival in Rural India: Insights from Spatial Patterns||This paper analyses the levels and gender differentials in child mortality across the rural parts of the Indian states in relation to the work status and work participation rates among women and two other correlates of mortality, viz, fertility and female literacy. Since states are large and some of them contain sub-regions which vary considerably with respect to both agro-economic and cultural factors, the correlations are examined in more detail at the district and sub-regional levels as they are observed in Andhra Pradesh. The paper concludes with a discussion of the main issues.||N. Krishnaji
23/12/1995- ||special articles||4403591||Structural Adjustment Programme and Indian Agriculture: Towards an Assessment of Implications||In the wake of the Structural Adjustment Programme initiated in the early 1990s, it is inevitable that the agricultural and rural sector will experience its share of threats and opportunities. The severe effect of economic and policy changes in the agricultural sector will be felt in the areas of agricultural trade and capital investments in agro-activities. This paper looks at the emerging evidence on these two crucial aspects of agro-sector and argues that there will be serious distortions with the emergence of the new trade regime, both internal and external, and the dominance of agribusiness corporations by way of corporate and contract farming. The penetration of the market into the rural economy will put pressure on the already marginalised sections and make small and marginal producers an assetless workforce. The only available mechanisms to reduce this impact will be producers' organisations of various types like co-operatives, informal groups and the political pressure groups.||Sukhpal Singh
07/10/1995- ||------||4403290||Local vs Global||-------------------------------------||
07/10/1995- ||special articles||4403305||People's Bill on Nature, Health and Education||The challenge today is to evolve a system of sustainable use of natural resources, conservation of biodiversity and maintenance of a good public health environment by creating appropriate institutions that would put to good use the potential for genuine motivation and detailed practical ecological knowledge of local communities. Several tentative moves have been made in this direction: joint forest management programmes, village level resource mapping, etc. These need to be consolidated, developed further and linked to the panchayati raj institutions. This article presents and discusses an alternative programme of action which has been formulated as the People's Natural Resource Management Bill.||P. R. Seshagiri Rao,Madhav Gadgil
14/10/1995-21/10/1995||------||4403320||Current Statistics||-------------------------------------||EPW Research Foundation
23/12/1995- ||commentary||4403584||Bhopal Gas Victims: Dismal Disbursal of Compensation||Government's compensation to Bhopal gas victims is inadequate and based on underassessment of injuries. Further, lack of proper procedures and delay in disbursal of the amount has encouraged corruption.||Satinath Sarangi
05/8/1995-12/8/1995||commentary||4403073||A Rebel in Saffron||Consistently privileging wider social concerns, Adigal stood against all forms of religious and political orthodoxy.||M. S. S. Pandian,S. Anandhi
18/3/1995- ||perspectives||4402497||Studying Common Property Resources: Biography of a Research Project||An aspect of 'methodology' researchers rarely report are the processes and procedures they have to use while conducting research and disseminating its results. Here the author highlights the many hazards of conducting an unconventional but worthwhile research study.||N. S. Jodha
03/6/1995- ||special articles||4402825||Zilla Parishad and Panchayat Samiti Elections in Punjab: Revival of Political Activity||The recent elections to local government bodies in Punjab, while initiating the process of Akali unity, have exposed the vulnerability of Beant Singh's government.||P. S. Verma
06/5/1995-13/5/1995||------||4402718||A Correction: Indian Social Scientists and Critique of Secularism||-------------------------------------||
15/4/1995- ||commentary||4402625||Facing Our Histories||By forcing the Smithsonian Institution in Washington to cancel its atomic bomb exhibit, conservative veterans groups and politicians have made certain that many Americans will be denied access to the kind of information that would make a historical and ethical judgment on the atomic bombing of Hiroshima and Nagasaki in 1945 possible.||Peter J. Kuznick,Uday Mohan,Akihiko Kimijima
16/9/1995- ||companies||4403206||Expanding Range||-------------------------------------||
01/7/1995- ||commentary||4402936||Cleaning the Ganga||Innovative procedures used by the Supreme Court in its dealing with the litigations on the issue of pollution of Ganga waters has produced extraordinary results.||Shyam Divan
25/3/1995- ||commentary||4402526||Sorry State of UP's Economy||With declining investment and profligate non-developmental expenditure, Uttar Pradesh's economy is in the doldrums.||Kripa Shankar
27/5/1995- ||companies||4402776||Slack Demand||-------------------------------------||
28/1/1995- ||------||4402301||Removal by Definition||-------------------------------------||
11/2/1995- ||commentary||4402372||Impact of Joint Ventures on Fish Economy||To permit the government's new policy on joint ventures in fisheries to proceed tantamounts to allowing a handful of bureaucrats and politicians to usurp the custodianship role of the state and trade the inter-generational heritage of our marine resources to parties who are openly interested only in short-run profits.||John Kurien
08/7/1995- ||commentary||4402962||Under the Guise of Women's Empowerment: Fate of Rajasthan's Sathins||The recent decision to phase out the Women's Development Programme in Rajasthan is in a way a sign of the state's recognition of the enormous potential of women's empowerment to challenge entrenched power structures.||Gautam Navlakha
20/5/1995- ||companies||4402747||New Plant||-------------------------------------||
18/3/1995- ||discussion||4402503||Vedic Mathematics||-------------------------------------||Jashbhai Patel
22/7/1995- ||------||4403005||Thin End of the Wedge||-------------------------------------||
15/4/1995- ||------||4402607||Wishful Thinking on Employment||-------------------------------------||
20/5/1995- ||companies||4402750||Lower Sales||-------------------------------------||
30/9/1995- ||companies||4403262||Good Performance||-------------------------------------||
17/6/1995- ||companies||4402868||Hurt by Imports||-------------------------------------||
25/11/1995- ||discussion||4403487||Growth with Social Justice: Sweet Slumber or Big Leap?||-------------------------------------||Bhupat M. Desai
30/9/1995- ||------||4403256||'Lost' Transfers||-------------------------------------||
01/7/1995- ||companies||4402927||On a Roll||-------------------------------------||
01/4/1995- ||companies||4402558||Declining Industry||-------------------------------------||
11/3/1995- ||------||4402451||A Different Way of Seeing||-------------------------------------||
18/11/1995- ||discussion||4403453||Candour about the Twice-Born||-------------------------------------||Sudhanshu Ranade
04/2/1995- ||------||4402332||Diversionary Tactics||-------------------------------------||
05/8/1995-12/8/1995||------||4403061||Lessons of 1994||-------------------------------------||
04/11/1995- ||commentary||4403391||Dumont or Not Dumont: The Anthropological Follies||Contestations between modern-day anthropologists reflect power relation between the east and the west, giving credence to the hierarchic notion of man.||David S. Philip
29/4/1995- ||companies||4402675||Multipronged Growth||-------------------------------------||
09/12/1995- ||------||4403523||Only for the Poor||-------------------------------------||
18/3/1995- ||special articles||4402500||Universities as Institutions||An institution is not just a social arrangement with a certain form and function; to survive it must also have a certain legitimacy and meaning for its members such that they are willing to put its demands above their individual interests, at least some of the time. This paper explores the question of whether, by this definition, the University of Delhi, or any university or college in India, can be called a functioning institution. Practically every university has entered the process of stagnation and decay, not least because of the total politicisation of academic life and loss of purpose in an institution whose basic aim is the pursuit of science and scholarship.||Andre Beteille
29/4/1995- ||companies||4402677||Rise in Exports||-------------------------------------||
26/8/1995- ||review of industry and management, august 1995||4403131||Industrial Liberalisation: Policy Issues at State Level||This paper evaluates the post 1991 industrial policy reforms in India with particular reference to the state of Rajasthan. The viability of a strategy to attract new investments on the basis of financial incentives is assessed and policy, market and infrastructure impediments are highlighted. The paper provides suggestions for the design of future policy that would lead to long-term private sector industrial development.||Sandeep Bhargava
08/4/1995- ||------||4402578||Empty Boxes||-------------------------------------||
26/8/1995- ||review of industry and management, august 1995||4403128||Designing Policy Initiatives in Emerging Economic Environment: Case of Indian Computer Hardware Industry||Since the mid-1980s there has been a perceptible shift in the role of the government from 'doer-controller' to 'facilitator-intervenor' vis-a-vis the industry. The experience of the computer hardware industry in which the government role has always been of 'facilitator-intervenor' can hold important lessons for policy initiatives in the future.||Rajnish Karki,Ahmad Cameron
