15/9/1973- ||special articles||4363023||Structure of Liner Shipping Freight Market in India: III: Preservation of Markets||A shipping conference is an agreement among shipping companies operating liner services for the purpose of regulating and restraining competition. The need for a conference arises from the fact that the liner shipping market is characterised by an excess of tonnage. In such a situation unrestrained competition among shipping lines could lead to rate wars, to the detriment of the lines as well as shippers. This is the last of a series of three articles on the structure of the liner shipping freight market in India. It examines the conferences' methods of controlling competition. The subject is treated in two parts: the attempts made by conferences to protect their market from outside competition; and the efforts of individual lines in a conference to preserve or expand their shares of the conference trade.||Jeroo Kurus Coyaji
21/4/1973- ||from our correspondents||4362554||Prolonging Dependence||-------------------------------------||Balraj Puri
10/11/1973- ||from our correspondents||4363170||Time to Break with Conventional Wisdom||-------------------------------------||
26/5/1973- ||from our correspondents||4362661||Gentlemen Killers of Kilvenmani||-------------------------------------||
24/2/1973- ||------||4362337||Politics of Murder||-------------------------------------||
23/6/1973- ||------||4362746||International Insurance?||-------------------------------------||
02/6/1973- ||from our correspondents||4362684||Where Bandhs Lead Further||-------------------------------------||
06/1/1973- ||------||4362208||Link with Pre-Independence Past||-------------------------------------||
19/5/1973- ||------||4362639||Up the Garden Path||-------------------------------------||
09/6/1973- ||------||4362700||Militancy without Ideology||-------------------------------------||
20/10/1973- ||capital view||4363123||Warring in West Asia||-------------------------------------||Romesh Thapar
1/8/1973- ||chairman's speech||4362931||The Indo-Burma Petroleum Company Limited||-------------------------------------||Kamaljit Singh
17/3/1973- ||special articles||4362430||Labour and Productivity in the Tea Industry||India may be the largest producer and the largest exporter of tea and tea may be one of the two major foreign exchange earners for the country, but what is forgotten totally is that the labour force, particularly the female labour force, is the backbone of the tea industry. Labour, and female labour especially, is most exploited in the tea industry. Its is the most significant contribution to the profits of the industry; yet the returns to it in terms of wages are abysmally low. The share of labour compares very unfavourably with the profits of the proprietor, the dividends of the shareholder and the earnings of the manager. And the share of the female worker compares unfavourably even with that of her male counterpart in the same plantation. The reasons for this absurd discrimination are historical and its persistence after Independence, while inconsistent with the government's professed ideology, is perfectly understandable given the country's economic system. This paper seeks to show how labour, particularly female labour, is made to create surplus value in the tea industry in two ways: (1) by unfair techniques used to raise the productivity of labour; and (2) by underpayment of wages.||Manorama Savur
29/9/1973- ||review of agriculture, september 1973||4363064||The Last Step||-------------------------------------||
24/3/1973- ||special articles||4362455||Crash Scheme for Rural Employment: Evaluation of the Programme in a District in Maharashtra||This paper summarises the findings of a study of the Crash Scheme for Rural Employment in a district in Maharashtra between June and September 1972. The objective is to note the difficulties experienced in the implementation of the programme and assess the role of the CSRE in creating employment opportunities in rural areas. The implementation and functioning of the programme were studied for the purpose. In addition, a survey of a sample of 97 families of labourers engaged in two road works under the CSRE was conducted to get some information about their socio-economic conditions and the impact of the CSRE on them.||D. P. Apte
24/2/1973- ||from our correspondents||4362349||Eroding Loyalty||-------------------------------------||
12/5/1973- ||------||4362622||Companies: Production Suffers but Dividend Unchanged||-------------------------------------||Hansavivek
10/11/1973- ||from the chair||4363180||India Steamship Company Limited||-------------------------------------||K. K. Birla
17/3/1973- ||------||4362410||Wot, No Records-of-Rights!||-------------------------------------||
08/12/1973- ||------||4363246||Unending Emergency||-------------------------------------||
26/5/1973- ||special articles||4362669||From Reformist Princes to 'Co-operative Kings': II: The Personalisation of Kolhapur Politics: 1947-67||This paper examines how the character of political relationships in Kolhapur state/district has changed during the past century and what the present pattern of political leadership in that district looks like. While the part that social structure has played in these matters is notable, the roles played by particular men and, equally important, the contingent nature of those roles, needed to be emphasised. For, contrary to that school of political analysis which attributes much stability to the past, the political history of Kolhapur embodies the search for additional bases of power, conditioned, no doubt, by the social structures and technological possibilities of an era but significantly independent of them. The result is that those men of ambition who are able and willing to enter into political life can influence the actions of others and direct the course of events of their times, if only on the small stage provided by local political activity. What should be stressed here is that by 1962 to speak of the bases of political power in Kolhapur district, meant not only to refer to those with formal power in state or local legislative bodies, or to men with a voice in the district party, but also to those most active in the new economic institutions of the district-institutions which drew upon governmental financing organised under the guise of co-operative economic activity. Indeed, so important have the major co-operative institutions become as political arenas in their own right-for they have control of important financial resources which can be manipulated to the advantage of individuals or political groups-that contests for control of bodies like the district board, do not seem to raise as basic or potential a threat to the positions of major political leaders as do challenges to their control of taluka and district co-operative institutions. Part II deals with the highly personalised and factional style of politics between 1947 and 1967. Part I examined the political processes in Kolhapur state prior to its merger with independent India. Part III will look at the trends towards routinisation and institutionalisation of Kolhapur politics during the past few years.||Donald B. Rosenthal
07/7/1973- ||------||4362804||What Is Happening to the Plan?||-------------------------------------||
07/4/1973- ||capital view||4362496||Who Rules the Ruling Party?||-------------------------------------||Romesh Thapar
26/5/1973- ||capital view||4362658||Corrections on the Way?||-------------------------------------||Romesh Thapar
25/8/1973- ||from our correspondents||4362948||Bossism Derailed||-------------------------------------||M. R.
24/3/1973- ||from our correspondents||4362453||A New Society through Education||-------------------------------------||Harish Chandola
1/8/1973- ||poverty: concepts and policies||4362926||Strategy for Removal of Poverty: Lopsidedness of Fifth Plan Approach||The Approach to the Fifth Plan sets, for the first time, the concrete objective of providing a level of minimum consumption for the bottom 30 per cent of the population. The strategy for achieving this objective has to be two-pronged. On the supply side, the volume and composition of output consistent with the consumption targets have to be planned for. On the demand side, the plan investments have to be such that they generate the required income for the poor. The Approach document recognises the need for both, but in its exercise it concentrates on the former only. Thus the rates of growth for different sectors and the investments needed to achieve these rates of growth have been worked out in a detailed manner. But no comparable exercise or information is presented on how the required income is to be generated for the poor. An investment plan which can achieve the required volume and composition of output does not necessarily generate the desired income for the poor. What we need is an investment plan which provides the needed goods and services as well as generates the required income for the poor to enable them to buy the goods made available.||C. H. Hanumantha Rao
21/4/1973- ||------||4362539||Tax Shenanigans||-------------------------------------||
06/10/1973- ||------||4363076||Monetary Reform Debacle||-------------------------------------||
26/5/1973- ||------||4362660||Companies: Travails of Long-Term Planning||-------------------------------------||Hansavivek
13/1/1973- ||special articles||4362252||Hindus, Muslims and the Demographic Balance in India||According to the 1971 Census of Population, there has been a higher rate of growth of the Muslim population than of the Hindu population. Obscurantists among the Hindus have used these Census results to propagate the view that Hindus should not adopt family planning and birth control, as this might reduce them to a minority 'in their own land'. Many misconceptions underlie this view of population trends, however, which this article aims to expose.||Vasant P. Pethe
1/2/1973- ||approaches to the approach||4362302||Approach to the Fifth Plan: First Impressions||The Approach to the Fifth Plan describes two alternative patterns of growth, one based on the assumption that the distribution of consumption expenditure between the different deciles of the population, arranged according to consumption levels, would remain the same as in 1968-69 and the other on the assumption of a major shift in favour of the bottom three deciles of the population. The second variant shows considerable improvement in the balance of payments when compared to the first; and it is 'preferred' both because it entails greater reduction of poverty and for the reason that the goal of zero net aid can be achieved more quickly. The second variant may be dismissed by some as nothing but an arithmetical exercise, the characteristics and implications of which were already well known. This would be neither fair nor correct. It would be more pertinent if one were to ask how precisely the postulated reduction in the consumption of the upper strata of society is to be brought about. One suspects that, unless the Planning Commission has deliberately chosen to hide something very important it has up its sleeve, what it will ultimately come up with may not be so very different from the kind of general recipes that have been offered in the past.||K. N. Raj
25/8/1973- ||------||4362940||Into Deeper Waters||-------------------------------------||
24/3/1973- ||------||4362440||Not without Restructuring||-------------------------------------||
09/6/1973- ||from our correspondents||4362708||The Worst Casualties||-------------------------------------||A. T.
23/6/1973- ||------||4362750||Growing Irrelevance||-------------------------------------||
29/12/1973- ||review of agriculture, december 1973||4363315||Employment and Unemployment among Rural Labour Households: A Study of West Godavari District||While aggregative studies are helpful in indicating the broad dimensions of the problem, understanding of the character of employment and unemployment in the rural areas and the types of programmes appropriate for different areas calls for disaggregative studies for homogeneous agro-economic regions and periodic reviews of responses of labour to employment programmes. This paper presents some of the results of an enquiry into unemployment among rural labour in West Godavari district, Andhra Pradesh, conducted in 1972.||G. Parthasarathy,G. Dasaradha Rama Rao
02/6/1973- ||------||4362679||Calcutta Diary||-------------------------------------||A. M.
17/3/1973- ||from our correspondents||4362426||Wage Freeze, Profit Increase||-------------------------------------||Farrukh Dhondy
28/7/1973- ||special articles||4362900||Measuring the Performance of Five-Year Plans: A Note||There can be several possible time-paths of growth of income which are consistent with the target of income in the terminal year of the plan. And each time-path of income will have different welfare implications for the economy. The target of income for the terminal year should be laid down and the time-path for achieving this target should be explicitly suggested in the plan. If the time-path of increase in income is not explicitly mentioned, the implicit time-path leading to the target level of income should be spelt out and the actual achievement of national income each year should be compared with the implicit target for the corresponding year of the plan.||S. A. Dave
25/8/1973- ||from our correspondents||4362944||Receding Horizons in Steel||-------------------------------------||
02/6/1973- ||------||4362678||Companies: Thicker Denier, Thinner Margin||-------------------------------------||Hansavivek
14/4/1973- ||------||4362537||Current Statistics||-------------------------------------||
17/11/1973- ||from our correspondents||4363190||Concentrating on the Constitutional Niceties||-------------------------------------||
14/4/1973- ||special articles||4362535||Non-Impact of Soviet Writing on Indian Thinking and Policy||The object of this study was simply to determine what influence Soviet writing about India had on the country's intellectuals and policy-makers. Given the exacerbation of India's relations with the US and the excellence of recent Indo-Soviet relations; given the generally satisfactory aid relationship through which Russian credits had made it possible for India to establish a large number of State sector enterprises; and given the coincidence of views between Soviet marxism-leninism and the bulk of Indian intellectuals concerning the importance of national economic independence, the imperialism of American foreign policy, and the need for State control of the private sector; the expectation behind this research was that Soviet intellectual and policy influence in India would be seen to be considerable. In fact, the research revealed that neither in theory nor in practice have the Soviets had any noticeable impact on the Indian elite's ways of thinking or acting in governmental affairs. The low impact of Soviet writings and policy on Indian thinkers and policy-makers may, however, work to the advantage of the Soviet government, which is more concerned about stability and influence in the subcontinent than ideological converts or policy disciples. While not flattering to Soviet ideologists, India's cool reaction to marxist-leninist ideas may be the best condition for continuing healthy long-term relationship of this country with the Soviet Union. The evidence appears conclusive that, if the influence of marxist-leninist thought is to grow in India, it will be less because of external stimulation, whether from Moscow or any other communist capital, than from the indigenous flowering of a local communist practice and experience of the type seen in Kerala or West Bengal.||Stephen Clarkson
29/12/1973- ||------||4363305||The Age of Research||-------------------------------------||
24/11/1973- ||from our correspondents||4363215||Saving the League||-------------------------------------||
30/6/1973- ||capital view||4362780||What Is the Perspective?||-------------------------------------||Romesh Thapar
1/2/1973- ||------||4362279||The Expendable Part||-------------------------------------||
20/1/1973- ||from our correspondents||4362267||Cost of Food Muddle||-------------------------------------||
24/11/1973- ||education||4363208||Our Hierarchical Universities||-------------------------------------||Sudhir Chandra
03/11/1973- ||------||4363143||To Each His Own Seed?||-------------------------------------||
17/11/1973- ||from our correspondents||4363192||Will the Reserve Bank Dare?||-------------------------------------||
09/6/1973- ||from our correspondents||4362705||Is the Procurement Price Too Low?||-------------------------------------||
23/6/1973- ||from our correspondents||4362758||Requiem for APC||-------------------------------------||
09/6/1973- ||------||4362704||Companies: Time for Inventory-Building||-------------------------------------||Hansavivek
29/9/1973- ||------||4363055||Calcutta Diary||-------------------------------------||A. M.
03/11/1973- ||from our correspondents||4363147||Patch-Work, Not Planning||-------------------------------------||B. M.
01/9/1973- ||------||4362964||A Non-Event||-------------------------------------||
17/3/1973- ||------||4362433||ECAFE Report Underscores Relevance of Chinese Experiment||-------------------------------------||
10/11/1973- ||------||4363161||Hesitant Half-Measures||-------------------------------------||
01/9/1973- ||from the chair||4362987||Heavy Electricals (India) Limited Bharat Heavy Electricals Limited||-------------------------------------||V. Krishnamurthy
29/9/1973- ||from the chair||4363072||The India Cements Limited||-------------------------------------||Rao Bahadur Ramjeedass Iyer
01/9/1973- ||from our correspondents||4362980||DIR Tamed||-------------------------------------||D. N.
06/1/1973- ||------||4362200||Whistling in the Dark||-------------------------------------||
19/5/1973- ||------||4362636||Can Government Complain?||-------------------------------------||
17/11/1973- ||official paper||4363197||... And the Facts||-------------------------------------||A. Sudhakar
14/7/1973- ||------||4362837||Companies: Import Ban Helps||-------------------------------------||Hansavivek
01/12/1973- ||------||4363230||Entertainment Made Easy||-------------------------------------||
29/9/1973- ||special articles||4363063||Paulo Freire's Method of Education: Conscientisation in Latin America||The term 'conscientisation' epitomises a different approach to educating and mobilising the downtrodden masses which has been tried out in Latin America. This approach can be attributed in large measure to the ideas and work of a Brazilian educationist, Paulo Freire. This article describes Paulo Freire's method of education. The author first briefly introduces Paulo Freire, the man, then talks about the historical background of his work, his method and results and, finally, tries to give a short description of the basic philosophical ideas behind his educational approach. The term 'conscientisation', as used by Paulo Freire, implies action and organisation. The campesinos in the north-east of Brazil were not satisfied that they knew how to read and write: they started forming their own organisations. It was this part of Freire's method that became dangerous to the existing power structure. Paulo Freire is aware of the fact that one cannot change the exsting power structure by making people simply aware of the power structure. A cultural revolution cannot substitute for a political revolution. Freire further holds that a mere change of the power structure without a cultural revolution, i e, without a heightened awareness of the masses, will again repeat the old hierarchical system of domination of man over man. He, therefore, thinks that the cultural revolution - education for the 'new society' - must begin in the 'old society'. But this education can achieve its true aim only if it is part of a larger movement for liberation.||Maria Mies
05/5/1973- ||------||4362592||Trade to the Rescue||-------------------------------------||
28/4/1973- ||------||4362568||"Fruitful" Controversy?||-------------------------------------||
26/5/1973- ||------||4362659||Calcutta Diary||-------------------------------------||A. M.
14/7/1973- ||from our correspondents||4362844||The Alternative to Servility||-------------------------------------||D. N.
22/9/1973- ||special articles||4363045||Centre-State Financial Relations: V: A Proposed Scheme of Resource Transfer||This is the fifth in the series of articles discussing different aspects of financial relations between the Centre and the states in the context of the work of the Sixth Finance Commission. The first article (May 12) examined the scope of the Finance Commissions under the Constitution and brought out that the Constitution gives the Commissions the maximum freedom to operate in the areas under their purview. The second article (June 23) reviewed the approach of the Finance Commissions which have reported so far to the question of resource transfers between the Centre and the states. The third article (July 21) sought to offer some ideas about how the Sixth Finance Commission may make a departure from the gap-filling approach to Centre-state financial relations adopted by earlier Commissions. The fourth article (August 25) posed three possible alternative approaches for the Sixth Finance Commission. The present article attempts to spell out an alternative scheme of tax devolution and grants and what it means in terms of resource transfer for each state. In the sixth article we shall deal with the question of debt and drought reliefs.||
21/7/1973- ||from our correspondents||4362864||Game behind the Seven-Day Week||-------------------------------------||D. N.
29/12/1973- ||from the chair||4363323||The Scindia Steam Navigation Company Limited||-------------------------------------||Krishnaraj M. D. Thackersey
03/3/1973- ||from our correspondents||4362378||Weak Base||-------------------------------------||
05/5/1973- ||from our correspondents||4362604||Where Bureaucracy Thrives||-------------------------------------||J. A. Naik
03/11/1973- ||------||4363144||A Protective Invective||-------------------------------------||
15/12/1973- ||from our correspondents||4363274||Arithmetic of Rural Poverty||-------------------------------------||H. D.
13/10/1973- ||------||4363099||The Leaves Are Falling||-------------------------------------||
24/2/1973- ||from our correspondents||4362350||The Rushing Angel||-------------------------------------||
31/3/1973- ||------||4362465||Calcutta Diary||-------------------------------------||A. M.
03/3/1973- ||------||4362367||Make-Believe Budget||-------------------------------------||
20/1/1973- ||------||4362264||A Dacca Diary||-------------------------------------||A. M.
15/12/1973- ||------||4363265||Gloating in Haste||-------------------------------------||
1/2/1973- ||------||4362281||Pervasive Yet Limited||-------------------------------------||
08/9/1973- ||------||4362991||Lost Opportunity||-------------------------------------||
07/7/1973- ||from the chair||4362824||Hindustan Lever Limited||-------------------------------------||V. G. Rajadhyaksha
07/7/1973- ||------||4362811||Disenchantment with Permissiveness||-------------------------------------||
02/6/1973- ||from our correspondents||4362682||Who Killed Cock Robin?||-------------------------------------||
03/3/1973- ||special articles||4362386||Social Orientation of Medical Education in India||Even in the industrialised countries medical educators have been compelled to bring about changes in their system of education to suit the rapidly changing conditions. Additionally, for India the existing system of medical education had two fundamental shortcomings: (a) it was evolved to serve a very small privileged section of the society; and (b) along with the natural science essentials, it carried with it the cultural accretions of the West. To bring about social orientation of medical education in the country, departments of preventive and social medicine were established in medical colleges. The teachers of preventive and social medicine have, however, conspicuously failed in meeting the challenge. At best they have ended up by putting in the old wine of hygiene and public health in the new bottle of preventive and social medicine.||D. Banerji
22/12/1973- ||------||4363288||Projecting the Peace||-------------------------------------||
17/3/1973- ||from the chair||4362435||The Industrial Credit and Investment Corporation of India Limited||-------------------------------------||H. T. Parekh
13/10/1973- ||from our correspondents||4363106||The Cost of Clothing the Rich||-------------------------------------||M. G. Pavaskar
1/8/1973- ||perspectives||4362908||Suzerainty by Default||-------------------------------------||
21/4/1973- ||from our correspondents||4362557||The British Investment in Apartheid||-------------------------------------||A. K. Essack
15/12/1973- ||------||4363263||Con-Trick Plan||-------------------------------------||
30/6/1973- ||review of agriculture, june 1973||4362787||Abdication of Responsibility||-------------------------------------||
17/2/1973- ||special articles||4362333||HUF Tax Avoidance Revisited||One of the most important areas for tax base reform in the present system of direct taxation in India is the treatment of the Undivided Hindu Family for purposes of income and capital taxation. It was with this in view that, more than a decade ago, an estimate was attempted of income-tax avoidance taking place through use of the present provisions of the tax law relating to the Undivided Hindu Family, for the years 1957-58 and 1958-59. This paper seeks principally to bring those estimates upto date. In addition, attempts to quantify the gains to revenue likely to accrue from adopting either the Raj Committee's recent recommendation for a total derecognition of the HUF as a tax entity or the Wanchoo Committee's recommendation made more than one year ago for higher rates on HUF incomes.||I. S. Gulati
14/4/1973- ||capital view||4362523||Detentism to the Fore||-------------------------------------||Romesh Thapar
21/7/1973- ||from the chair||4362876||Straw Products Limited||-------------------------------------||Hari Shankar Singhania
24/11/1973- ||------||4363211||Companies: Ample Rewards||-------------------------------------||Hansavivek
05/5/1973- ||from our correspondents||4362601||Prisoners and Patron Saints||-------------------------------------||M. R.
01/12/1973- ||from our correspondents||4363238||Irrelevance of Models and Systems||-------------------------------------||
1/8/1973- ||------||4362906||Lurking Foreign Exchange Crisis||-------------------------------------||
30/6/1973- ||------||4362779||Calcutta Diary||-------------------------------------||A. M.
20/1/1973- ||capital view||4362265||Straws in the Wind||-------------------------------------||Romesh Thapar
1/8/1973- ||capital view||4362910||The Legislation of Austerity||-------------------------------------||Romesh Thapar
06/1/1973- ||special articles||4362224||Some Observations on Participant Observation||The broad objective of this paper is to work on the framework provided by Andre Beteille ("The Tribulations of Field Work", Special Number, August 1972) and, by a critical appreciation of it, bring out some of the implications of the use of the participant observation technique in the village context in India. Three major problems emerge from Beteille's paper on participant observation, the implications of which I propose to examine in this paper: (i) By what criteria does the researcher select his community or small group for study? (ii) Does the researcher enter the field first and then let the investigation take shape, or does he approach the field with a 'clearly formulated plan of investigation'? (iii) What indeed is the method of participant observation, and how are we to assess its utility in the Indian context?||Partha N. Mukherji
15/12/1973- ||from our correspondents||4363273||Congress on the Defensive||-------------------------------------||
17/3/1973- ||------||4362413||Twisted Moral Calculus||-------------------------------------||
07/7/1973- ||------||4362809||Transition to Fascism?||-------------------------------------||
1/8/1973- ||politics and society||4362921||Development of the Maharashtrian Class Structure, 1818 to 1931||The class structure that developed in Maharashtra after the completion of British conquest in 1918 was one typical of the colonial model. This paper describes the process of creation of this class structure out of the elements of traditional Indian society, the position of the various castes within it and the relationship of this structure to the forms which nationalism and the non-Brahman movement took in Maharashtra. The general effects of colonial land relations were to increase impoverishment and indebtedness and thus to worsen the effects of stratification and to introduce a new fluidity into village society. It was this development that provided the foundation for the unity among all non-Brahman castes that was asserted in the concept of the bahujan samaj. While peasants in the 19th century did not attain consciousness of themselves as a class, it was nevertheless the 19th century colonial society that laid the basis of this consciousness which was to come to the fore in the 20th century.||Gail Omvedt
14/7/1973- ||------||4362834||Pessimists Belied||-------------------------------------||
07/7/1973- ||capital view||4362812||Plagiarists All||-------------------------------------||Romesh Thapar
20/10/1973- ||------||4363120||Risk-Less Insurance||-------------------------------------||
24/2/1973- ||------||4362344||Calcutta Diary||-------------------------------------||A. M.
05/5/1973- ||from our correspondents||4362605||Preparing for Powell||-------------------------------------||
05/5/1973- ||special articles||4362607||Growth and Social Justice: Political Economy of 'Garibi Hatao'||If the debate over the so-called 'New Economics' underlying the 'Garibi Hatao' programme has failed to shed much light, it would seem to be primarily for two reasons: (i) the problem involved has been wrongly posed as growth versus justice, and, (ii) it is hoped that by "standing economic theory on its head" a simple solution to the problem can be obtained. This paper seeks to analyse the relationship between growth and social justice and to discuss the relevance of existing economic theory to this relationship. While the focus is more on the theoretical issues involved, the discussion is related to the current Indian situation.||K. R. Ranadive
21/7/1973- ||------||4362857||To Break a Union||-------------------------------------||
24/2/1973- ||from our correspondents||4362351||Stagnation All Round||-------------------------------------||
1/2/1973- ||rural poverty||4362297||Employment Planning for the Weaker Sections in Rural India||Since the Approach to the Fifth Plan anticipates that the additional wage-employment will fall short of the estimated increase in labour force and envisages agriculture as the residual employment sector to absorb the increments to the labour force, public rural works will have to form an important component of the employment generating activities during the Plan period. In the Third Plan's Rural Works Programmes in the Crash Scheme for Rural Employment started in 1971-72, in the Pilot Intensive Rural Employment Project launched in 1972-73, and in Maharashtra's Employment Guarantee Scheme, we already have some experience of rural works programmes. This article focuses, in the light of this experience and the characteristics of the weaker sections, on the several research issues and variables that deserve careful attention in the planning of future employment programmes in rural areas. Its findings underline that the critical problem is productivity of available employment rather than open unemployment; that there is no clear distinction between the ranks of small cultivators and of uncultivating wage-earners; that there are important regional variations even within the states; that the location of and the wage rates offered by the works programmes would be significant factors in effective employment creation; and that substantial efforts would have to go into strengthening the organisational capacities for formulating and implementing the various programmes. It also suggests lines along which further research would prove useful.||Pravin Visaria,Leela Visaria
22/12/1973- ||------||4363283||Brothers' Keepers||-------------------------------------||
31/3/1973- ||review of agriculture, march 1973||4362480||Calculation of Efficiency Indices of Farmers: A Numerical Exercise||This paper presents the results of an exercise that was carried out with respect to a sample of farmers with a view to evaluating for each individual farm: (a) an index of "technique efficiency" in relation to the production possibility set to which the sample observations are supposed to belong; (b) indices of "allocative efficiency" in relation to some of the input items that a farmer may be assumed to be free to allocate; and (c) marginal productivity of each of these variable input items.||Ashok Kumar Hati,Ashok Rudra
29/12/1973- ||------||4363306||Here the Muck Stays Hidden||-------------------------------------||
29/9/1973- ||from the chair||4363071||Polychem Limited||-------------------------------------||Ramdas Kilachand
25/8/1973- ||------||4362939||Image and Reality||-------------------------------------||
22/9/1973- ||------||4363027||After This, Why Talk of Planning?||-------------------------------------||
24/2/1973- ||special articles||4362364||Development Rebate and Its Alternatives||Following the recommendations of the Taxation Enquiry Commission (1953-54), development rebate was introduced in India in 1955. This rebate, as already announced by the Union Finance Minister (Part B, budget speech, 1971-72), will no longer be available on qualifying investment made after May 31, 1974. Thus, by the time it is abolished, development rebate will have been in existence for nearly two decades. The question naturally arises, what are the possible consequences of its abolition on new capital formation and on replacement of assets in industries. Should some alternative incentives be introduced? If so, what form should such alternatives take? The present paper is an attempt to answer some of these questions. The paper is arranged in three sections. A brief history of development rebate and its inducement effect, are discussed in Section I; the estimated saving in tax liability is also indicated in this section. Likely consequences of its abolition on new industrial investment and replacement of assets are examined in Section II. The final section indicates a possible approach to the problem of incentives and some broad alternatives which could be considered in this regard.||N. J. Jhaveri
23/6/1973- ||from our correspondents||4362759||What It Decided||-------------------------------------||T. R. Andhyarujina
22/9/1973- ||------||4363032||Calcutta Diary||-------------------------------------||A. M.
20/10/1973- ||from the chair||4363136||Hindustan Steelworks Construction Limited||-------------------------------------||R. S. Gahlowt
08/9/1973- ||from the chair||4363007||Unit Trust of India||-------------------------------------||James S. Raj
1/8/1973- ||from our correspondents||4362914||So Long as the Factions Fight||-------------------------------------||
28/7/1973- ||------||4362883||Production for Whom?||-------------------------------------||
15/9/1973- ||special articles||4363024||Bases of Resource Transfer from Centre to States||Mere rescheduling of loan repayment will not provide a rational solution to the problem of the states' indebtedness to the Centre. The states' outstanding borrowings have to be reclassified according to certain criteria and the states' indebtedness determined de novo. Only then will it be useful to reschedule loan repayment by the states.||D. M. Nanjundappa,G. V. K. Rao
23/6/1973- ||------||4362748||More Branches, but...||-------------------------------------||
20/1/1973- ||special articles||4362275||Trading Companies in the Pharmaceutical and Chemical Industries||The following article is a study of the financial characteristics, growth, and profitability, of trading companies in the pharmaceutical and chemical industries. An attempt is made here to show the influence of size and age on the growth and profitability of these companies.||Indu Kale
17/3/1973- ||from our correspondents||4362420||No Commitment to Disinflationary Policies||-------------------------------------||
06/1/1973- ||from the chair||4362229||Brooke Bond India Limited||-------------------------------------||J. C. Brock
17/3/1973- ||------||4362408||Sheikh's Success||-------------------------------------||
13/1/1973- ||capital view||4362240||Crucifying Ourselves||-------------------------------------||Romesh Thapar
22/9/1973- ||from our correspondents||4363039||All Is Forgiven!||-------------------------------------||Sumanta Banerjee
1/8/1973- ||from our correspondents||4362915||A Non-Event!||-------------------------------------||
14/7/1973- ||------||4362830||Tinkering with a Captive Market||-------------------------------------||
22/12/1973- ||------||4363286||Wages of Deception||-------------------------------------||
28/7/1973- ||from our correspondents||4362894||The Nuclear Triangle and the World||-------------------------------------||Nirmal Bose
14/7/1973- ||------||4362832||Outcome of the Pattern of Growth||-------------------------------------||
20/1/1973- ||special articles||4362276||Reflections on Green, Red and White Revolutions in India||-------------------------------------||Andre Gunder Frank
02/6/1973- ||------||4362673||How Not to Do It||-------------------------------------||
09/6/1973- ||special articles||4362721||Companies Legislation in India: Plea for a Rational View||Legislation governing companies in India has possibly no parallel anywhere in respect of the frequency of amendments. The statement of objects of the latest Companies Act Amendment Bill refers to changes incorporated in the Companies Act of 1956 by the amending Acts of 1960, 1965 and 1969. There have been other amending Acts in 1956, 1963, 1964, 1966, 1967 and 1968. And even before the present amending legislation could complete the legislative circuit, proposals have been mooted for yet another amendment of the Companies Act. Company law administration in India evidently does not have much respect for the basic approach of the Jenkins Committee in UK which had pointed out that it was advisable "not to disturb longstanding provisions unless they have outlived their usefulness" and that "those who claim that the law should be altered should make out their case". The statement of objects and reasons attached to the Bill cites as reason for bringing forward the Bill: "Cases of abuse or distortion of the system have of late assumed comparatively serious proportions." How far is this allegation in the statement of objects warranted by facts? What is the precise nature of the alleged serious abuses? Why is there little significant public discussion of these abuses? In which respects are the existing powers (enlarged from 1956 to 1970) not sufficient to prevent these abuses or to take appropriate penal action against the offenders?||Madan Gopal Jajoo
28/4/1973- ||special articles||4362584||Non-Brahmans and Communists in Bombay||This paper studies the radical working class movement which emerged in Bombay in the late 1920s and which brought together, in curious fashion, an emerging communist leadership with the leaders of the largely peasant-based non-Brahman movement. The ambiguities and outcome of these contacts and conflicts were decisive not only for the development of social radicalism but also for the direction of the nationalist movement in Maharashtra. While the focus of the paper is on the Bombay working class, the larger issue is the relationship of the 'cultural revolutionary' non-Brahman movement with nationalism and communism. The purpose is to provide some additional insight into why the nationalist movement in India consolidated itself under a conservative leadership. The first part of the paper, which appeared last week, showed how caste elitism was a major barrier to the spread of the Maharashtrian communist movement. Receptivity to a radical ideology existed among both urban and rural areas, but an anti-communist and conservative section of the non-Brahman elite was also there, ready to take advantage of any failure of the communists. These failures, along with the effectiveness of British repression, were decisive. However, the genuine possibilities that did exist for a consolidation of communist strength not only among the working class but also to some degree in the rural areas are illustrated by the influence of the workers' movement on Dinkarrao Javalkar. In this, the concluding part of the article, the author examines the role of Dinkarrao Javalkar.||Gail Omvedt
05/5/1973- ||------||4362594||Unserious Intervention||-------------------------------------||
29/12/1973- ||from our correspondents||4363313||Devaluing the Chosen One||-------------------------------------||
