22/4/1967- ||special articles||4357840||China: End of Act One?||Recently in some analyses of the latest developments in China's Cultural Revolution an attempt has been made to show that Mao Tse-tung is after all retreating. The so-called "three-way alliance" between the revolutionary rebels, the People's Liberation Army and the Party cadres is, it is suggested, really a face-saving device. A close examination of recent writings in the "Red Flag", the Party's theoretical journal, however indicates, according to the author, that this view is incorrect. The tone and mood of the writings make it clear that Mao Tse-tung is in no mood to compromise. Nor does it seem possible that he would be forced to compromise.||G. P. Deshpande
7/10/1967- ||business||24478218||Export-Import Bank for India||-------------------------------------||
03/6/1967- ||around bombay markets||4358018||Budget Disappoints||-------------------------------------||
18/11/1967- ||special articles||24478426||Gheraos in West Bengal—I: A Study in Industrial Conflict||This article attempts to study the extent and character of gheraos in West Bengal, their impact on industrial relations and the basic issues which are at the root of this new expression of industrial unrest. In this, the first part of the article, the authors examine the background against which gheraos developed in West Bengal. In subsequent parts, which will follow, the authors will statistically review the occurrence of gheraos in different trades and industries, the involvement of trade unions and political parties and the response of the employers affected. They will, in conclusion, examine the responsibility of the pattern of industrial relations evolved over the past two decades for building up the extreme resentment and frustration among employees which have found expression in gheraos.||Nitish R De,Suresh Srivastava
5/8/1967- ||political commentary||24478020||Intimations of Dissolution||-------------------------------------||
1/2/1967- ||some tributes to sachin chaudhuri||4357525||Tolerance for Dissent||-------------------------------------||Max F. Millikan
1/2/1967- ||some tributes to sachin chaudhuri||4357509||Coherent Many-Sidedness||-------------------------------------||Ruth Glass
5/8/1967- ||business notes||24482674||Imperial Tobacco||-------------------------------------||
30/9/1967- ||------||41626887||STATISTICS||-------------------------------------||
17/6/1967- ||off the record||4358058||Power and Freedom||-------------------------------------||K. Santhanam
22/7/1967- ||a calcutta diary||24478141||Streetcars Named Jyoti||-------------------------------------||Flibbertigibbet
29/4/1967- ||business notes||4357881||Associated Electrical Industries||-------------------------------------||
13/5/1967- ||special articles||4357933||Indian Foreign Policy, 1947-64||Indian foreign policy has been marked by a complete lack of ideological thinking, and, in fact, has been very pragmatic. It has been based on a coherent and valid model which embodies value assumptions that the author strongly supports. It would be a great pity therefore if, bewitched by the mechanistic models of the so-called realists, Indian foreign policy were to shelve the internationalist value assumptions in its model. Even by the test of preserving national security the Indian strategy has been remarkably successful. Its chief mistake was a miscalculation of the timing of the Chinese threat. This error, by any comparative standards, is not so grave as to condemn India's foreign policy which in achieving its avowed ends has been more successful than the foreign policies of most countries in the world. This paper has three objectives: to delineate the logical model underlying Indian foreign policy during the Nehru era; to test the internal consistency of this model and evaluate its realism and relevance in tackling the external problems faced by India from 1947 to 1964; and, finally, to evaluate its actual operation, especially in the light of criticisms made of it. There is one big omission in the discussion. It is the lack of any analysis of India's relations with Pakistan. This aspect of Indian foreign policy has been left untouched for a number of reasons, the most important of which is the author's belief that Indo-Pakistan relations are better looked at in the context of the historical evolution of the sub-continent as a whole. [For reasons of space this article is printed in two parts. In this, the first part, the author discusses the model on which India's foreign policy was based in the Nehru era and examines the strategy and tactics which this model entailed. In the second part, which will appear next week, the author will examine criticisms of our foreign policy related to the issue of military alliances, non-alignment and national physical security.]||Deepak Lal
5/8/1967- ||special articles||24478044||The Governor and the Constitution||A few months ago it was Rajasthan. Now it is Madhya Pradesh. The actions of the Governors in both States have become the subject of controversy. Unfortunately, in both cases the Governors concerned happened to be ex-Congressmen and the Chief Ministers Congressmen. Not surprisingly, therefore, allegations of partisanship have been made against the Governor by every opposition party. The two episodes serve to emphasise the fact that the Governorship has become an extremely delicate and difficult job in the changed political complexion of the country. A careful reading of the Constitutional provisions and an appreciation of them in the perspective of the total Constitutional scheme will show that the Governor, although a constitutional head of State, is not a figure-head but a functionary expected to play a vital role in the administration of the State.||M V Pylee
04/3/1967- ||weekly notes||4357653||A Cruel Choice||-------------------------------------||
15/4/1967- ||special articles||4357813||Bank Chairmen Speak||-------------------------------------||Arthagnani
06/5/1967- ||special articles||4357903||India and Her Neighbours: A New Approach to Economic Relations||India's geographical neighbours are her natural markets. India could more profitably trade with these countries, because they are closer to her, because they too are short of hard currency, and because being at different stages of development their pattern of production is often complementary to hers. Regional economic integration of these countries would thus clearly offer the advantages of economies of scale and of specialisation according to the individual country's endowments. However, little attempt has been made by India to develop this natural sphere of influence. For the formulation of a strategy for this area the special needs and problems of the constituent countries have to be studied in depth. On that basis a liberal and imaginative policy of fostering closer economic relations can be launched.||H. T. Parekh
14/10/1967- ||special articles||24478170||Social Security Legislation in India—III: The Employees' State Insurance Scheme||In this, the concluding part of her article, the author discusses the built-in weaknesses of the Employees' State Insurance Scheme in India, and compares its operation with that of similar schemes abroad. Her conclusion is that the Indian scheme is eclectic only in its incorporation of those aspects of the foreign schemes which are least beneficial to labour.||Manorama G Savur
21/10/1967- ||the fourth estate||24478075||Prize Carrots||-------------------------------------||Nireekshak
11/11/1967- ||special articles||24478922||Price Effects of Commodity Taxation||An attempt is made here to estimate the impact of the commodity tax proposals contained in the 1967-68 Budget on prices of commodities. In tracing the price effects of commodity taxation, inter-industry relationships need to be particulary emphasised. Though taxes may be levied only on a few commodities, their impact is likely to be felt on the prices of a much larger number because of the flow of inputs and outputs among the various sectors of the economy. The sequence of price increases thus generated is here studied with the help of the interindustry transaction table prepared by the Perspective Planning Division of the Planning Commission.||P N Radhakrishnan,C Rangarajan
29/4/1967- ||a calcutta diary||4357868||South Wind||-------------------------------------||Flibbertigibbet
25/3/1967- ||a calcutta diary||4357735||Fellow-Workers and Friends!||-------------------------------------||Flibbertigibbet
30/9/1967- ||------||41626866||Cure for Sick Mills||-------------------------------------||
13/5/1967- ||special articles||4357934||The Ashraf and Ajlaf Categories in Indo-Muslim Society||It is commonly believed that Muslims in India are divided into the 'ashraf' and 'ajlaf' categories which are distinguished by ethnic origin and descent. However, a number of students making empirical studies of Muslim communities in different parts of India have found that this distinction is not really meaningful in understanding the existing pattern among the diverse social groups in any locality. It may be asked, therefore, if the 'ashraf' and 'ajlaf' categories constitute meaningful units of distinction for the study of social stratification among Indian Muslims. If they do not, what is their relevance for sociological analysis? And how have these categories become part of the sociological vocabulary? An attempt is made here to answer some of these questions partly on the basis of extant literature and partly on the basis of field data from a predominantly Muslim multi-caste village in eastern Uttar Pradesh.||Imtiaz Ahmad
1/2/1967- ||focus on development||4357559||The Plan Frame and the Motive Power||The central thesis underlying D R Gadgil's assessment of the present economic situation and his prescriptions for the future is that the shape and direction of economic policy are largely the result of influence of vested interests in private business and trade. He recommends a comprehensive regulatory framework in order to curtail and regulate the work and influence of this section. However, we should recognise that in the process we may create another vested interest, namely, the bureaucracy. While the consequences of replacing completely one vested interest, private business, by another vested interest, bureaucracy, deserve to be carefully considered, this is not an immediate prospect. The immediate prospect is a much worse one, namely, that the two vested interests, private business and bureaucracy, may co-exist, join hands and undermine the entire regulatory apparatus. This may be the real danger in setting up an all-pervasive regulatory framework. Gadgil is probably justified in his criticism of the physical and the perspective planners who presumably believe that once a given capital investment is achieved, the economy functions automatically according to plan and leads to the development aimed at. So, as Gadgil emphasises, in order to succeed, a plan of investment must be supported by the necessary policy and regulatory framework. However, it will be equally wrong to suppose that a policy and a regulatory framework will function automatically merely because it is logical and comprehensive. To the extent that a regulatory framework curbs ordinary economic incentives, it will be necessary to create and provide other motivating incentives which, in the circumstances, have to be political and patriotic. Or else, we may have a frame without the motive power.||V. M. Dandekar
08/4/1967- ||weekly notes||4357781||Goa Elections||-------------------------------------||
07/1/1967- ||weekly notes||4357437||The New Arms Race||-------------------------------------||
8/7/1967- ||weekly notes||24477925||Corruption Among the High||-------------------------------------||
11/2/1967- ||commodities||4357595||Same Problems, Deferred Solutions||-------------------------------------||
22/7/1967- ||special articles||24478143||The Real Japan||-------------------------------------||Richard J Miller
29/7/1967- ||business notes||24478896||Indian Dyestuff||-------------------------------------||
11/3/1967- ||weekly notes||4357677||Banks Score on Bonus Issue||-------------------------------------||
9/12/1967- ||perspectives||24478277||End of Honeymoon||-------------------------------------||Ashok Rudra
28/10/1967- ||------||24478838||Well Played in Kathmandu||-------------------------------------||
9/12/1967- ||markets||24478288||Growers Holding Back||-------------------------------------||Nishtar
10/6/1967- ||business notes||4358045||Digvijay Cement's Results Satisfactory||-------------------------------------||
7/10/1967- ||markets||24478215||It Never Happened Before||-------------------------------------||Nishtar
20/5/1967- ||political commentary||4357970||Reassessment All Round||-------------------------------------||
27/5/1967- ||weekly notes||4357977||SFCs Still Unsteady||-------------------------------------||
9/9/1967- ||------||24477947||Agriculture as Business||-------------------------------------||
07/1/1967- ||political commentary||4357441||The Two-Tier Battle of 1967||-------------------------------------||
1/2/1967- ||the contemporary scene||4357539||Breakup or Breakdown?||-------------------------------------||
16/9/1967- ||------||24477986||Imprimatur for Chaos||-------------------------------------||
2/12/1967- ||business||24478489||Coromandel's Complex Fertiliser||-------------------------------------||
1/2/1967- ||focus on development||4357567||Spectre of Power Shortage in the Fourth Plan||The Draft Outline of the Fourth Plan aims to almost double the electricity generating capacity in the country. Yet between October 1964 and September 1966 the financial outlay on the power programme was cut twice without appropriately scaling down the physical targets of power generation and distribution-and that when costs have been rising continuously. This article discusses whether the outlay on the power programme proposed in the Draft Outline is adequate for achieving the physical targets of generation, transmission and distribution. An attempt is also made to examine whether the Draft Outline's targets for power are consistent with the expansion in industrial production planned for; in other words, whether the planned increase in generating capacity is adequate to meet the expected increase in demand.||T. R. Venkatachalam
17/6/1967- ||in the press||4358059||Banks in the Balance||-------------------------------------||
24/6/1967- ||weekly notes||4358083||Slow Moving Tractors||-------------------------------------||
30/9/1967- ||markets||41626883||New Hope||-------------------------------------||
25/11/1967- ||special articles||24478341||The Governor and His Ministers||This examination of the position of the Governor in relation to the Council of Ministers leads to the conclusion that the constitutional position in regard to the situation in West Bengal is as follows: The Governor's power to prorogue or convene a session of the Legislature can be exercised only on the advice of the Council of Ministers. The only constitutional limitation regarding convening of a State Legislature is that six months shall not intervene between the last sitting in one session and the first sitting in the next. In West Bengal this would mean that the next sitting of the Assembly must be held before February 2, 1968. Fixing December 18 as the date for convening the next session of the Assembly is, therefore, quite proper since it is within the six months prescribed under Article 174 (1). The Governor can take no notice of statements made by any Members of the Legislature that they no longer support the Council of Ministers. There is only one constitutional method of indicating lack of support to the Government and that is by a vote in the Legislature. The view advanced by the Union Law Ministry about the Governor's power to dismiss the Ministry is clearly incorrect. The Governor has no such powers; only the President can dismiss the Ministry in a State when he takes action under Article 356 of the Constitution, and that too on the advice of the Prime Minister and his Council of Ministers.||S Mohan Kumaramangalam
06/5/1967- ||weekly notes||4357892||Milk of Human Inefficiency||-------------------------------------||
28/10/1967- ||special articles||24478849||Sister Nivedita: A Centennial Tribute||Sister Nivedita's is a beautiful and remarkable story. The saintly, self-sacrificing woman who threw away the pleasures of a life of ease to serve the poor and down-trodden people of India — the picture is familiar to all who knew her. It is, however, sad to think that such a resplendent figure has now become dim in our memory. More than half a century has gone by since her death, and yet no adequate steps have been taken on an all-India basis to perpetuate the memory of Sister Nivedita in a befitting manner. It is to be hoped, therefore, that her birth centenary, which falls on this October 28, will provide an opportunity for making a fresh evaluation of her many-sided contributions to the uplift of Indian life and culture.||Moni Bagchee
22/7/1967- ||around bombay markets||24478148||No Cotton Policy Yet||-------------------------------------||
22/4/1967- ||money and banking||4357852||To What End?||-------------------------------------||
25/2/1967- ||weekly notes||4357631||State Trading Goes to the Head||-------------------------------------||
25/2/1967- ||special articles||4357627||The Old Order Changeth?||-------------------------------------||Pareekshak
18/2/1967- ||special articles||4357609||Humiliation of Hunger||-------------------------------------||
22/7/1967- ||weekly notes||24478132||Getting Away with Rebellion||-------------------------------------||
23/12/1967- ||------||24478302||Arms for South Africa||-------------------------------------||
2/12/1967- ||perspectives||24478475||De Gaulle's Pound of Flesh||-------------------------------------||Rajiv
28/10/1967- ||from our correspondents||24478845||Hanoi and the War in the US||-------------------------------------||
9/9/1967- ||special articles||24477967||Power Elite Planning for People's Welfare: A Comment||-------------------------------------||Abdul Majid
23/9/1967- ||special articles||24478254||FAO's Forecast for Tea in 1970: Threatening Overproduction||The Interim Report by the FAO Secretariat on the world production and consumption of tea in 1970 anticipates excess production of anywhere between 48-74 thousand tonnes. The lower, projection of the excess presumes that recent trends in production will continue, and the upper projection that all current expansion programmes will be fulfilled. For India these assumptions are particularly dubious. While the trend rate of growth indicated a production in 1965-66 of 367 thousand tonnes, actual production was 2 thousand tonnes lower. Factors responsible for the decline in the trend were largely drought, the threat of border hostilities, and failure to secure and use external credit. Any projection based on the fulfillment of expansion programmes under the Fourth Plan also appears unrealistic. The required increase in yield per hectare and extension of area under tea both seem unlikely considering the performance of similar schemes under the Third Plan and the fact that private tea producers, who have a major share in tea production, are not in tune with the Plan targets. The Interim Report's forecasts for tea production in Ceylon and Kenya are similarly optimistic. And its estimate of growth in consumption by 1970 is very modest as it fails to take into account the suppressed demand in developing countries like India.||Himansu Roy
11/2/1967- ||weekly notes||4357580||Bank Profits: Surprising Constancy||-------------------------------------||
9/12/1967- ||business||24478292||Scindia Looking for Tramps||-------------------------------------||
27/5/1967- ||business notes||4357990||Hindustan Aluminium||-------------------------------------||
2/12/1967- ||markets||24478485||Import Quota Unutilised||-------------------------------------||
23/12/1967- ||special articles||24478316||Self-Reliance and Aid: No Positive Relation||The First Plan began with the perspective of achieving self-reliance in 15 years. With each subsequent Plan the official deadline for self-reliance has been pushed forward by two Plan-periods. In fact, the trade and payments gap has been continually widening and dependence on external assistance has become increasingly complete, taking the country to the point where it has to borrow to service past debt. At the same time, facts show that over the Plan periods the extent of use of foreign loans has been inversely linked with the rate of growth achieved.||Krishna Nath Sharma
25/3/1967- ||weekly notes||4357730||A Storm in the Tea Cup||-------------------------------------||
18/3/1967- ||special article||4357716||Towards a Functional Budget: II||In the first part of this article, which appeared last week, the author examined in detail the existing system of Government budgeting and set out the general objectives which a satisfactory system ought to fulfil. In this, the concluding part, these general objectives are reduced to definite tasks in specific fields. The improvements suggested here are grouped under four heads: comprehensive planning, efficiency analysis of expenditure, the budgetary frame work and account of the reporting systems. It is, of course, conceded that it is easier to draw up a scheme than to implement it. Implementation comes up against long-established interests and traditional modes of thinking and action. It also has to overcome practical difficulties such as shortage of personnel. These problems require to be identified and appropriately tackled.||A. Premchand
30/9/1967- ||business||41626880||Diversification of P F Investments||-------------------------------------||
16/9/1967- ||from our correspondents||24477994||Going, — Going Not Gone||-------------------------------------||
12/8/1967- ||business notes||24482684||Oriental Fire and General Insurance||-------------------------------------||
21/10/1967- ||food||24478074||To Market, To Market...||-------------------------------------||Ekalavya
1/2/1967- ||some tributes to sachin chaudhuri||4357516||A Cultured Man||-------------------------------------||Charles Bettelheim
13/5/1967- ||weekly notes||4357923||Iran and Pakistan||-------------------------------------||
06/5/1967- ||from the chair||4357912||The Central Bank of India Limited||-------------------------------------||Homi Mody
12/8/1967- ||weekly notes||24478106||Cold Season for Sterling||-------------------------------------||
1/8/1967- ||focus on private sector||24477871||Taxation and Profitability: A Comparison of Business Houses||This paper examines the growth experience of the corporate private sector in India over the ten years 1956-65, focussing on turnover, profitability and taxation. The data analysed are for a sample of 257 manufacturing companies which account for 60 per cent of the paid-up capital of public manufacturing companies, excluding iron and steel and power companies, in the private sector. A comparative study of the performance of business houses classified by size shows that the top seven houses paid lower tax and made higher profits; their capital turnover was, however, lower than that of other Indian houses. Rapid expansion of investment in fixed assets enabled them to lower their effective tax and to increase their profits after tax though their profits before tax were comparatively low. By comparison middle order houses and other Indian houses expanded their sales more than their fixed assets as compared to the biggest houses. As a result they benefited to a lesser extent from tax concessions, paid higher tax and made lower profits. Taking the sample as a whole, the foreign-controlled international combines paid the highest tax, had the highest profitability and also high capital turnover.||V D Lall
9/9/1967- ||business||24477969||Priorities for LIC?||-------------------------------------||
21/10/1967- ||from our correspondents||24478076||Nanda's Waterloo||-------------------------------------||Flibbertigibbet
7/10/1967- ||from our correspondents||24478207||The Cottage Revolution and After||-------------------------------------||Flibbertigibbet
22/4/1967- ||weekly notes||4357834||Vorster Changes His Tune||-------------------------------------||
01/4/1967- ||special articles||4357769||Tax Saving Effect of Development Rebate: An Estimate||The Development Rebate reduces the effective tax rate on companies well below the standard statutory rate. An attempt is made here to estimate the extent of tax saving by companies through the Development Rebate. The estimate is based on data collected from the profit and loss accounts of 257 public manufacturing companies in the private sector for the period 1956 to 1965. During this period for the companies studied, Development Rebate averaged about 9 per cent of profits before tax. At this level, in effect, the Development Rebate conferred a tax saving equal to nearly 5 per cent of profits before tax and 10 per cent of tax liability. [This paper is based on a study of company taxation and finance entitled "Shifting of Company Taxation - An Economic Analysis", a doctoral dissertation to be submitted shortly at the University of Bombay.]||V. D. Lall
16/12/1967- ||------||24478986||STATISTICS||-------------------------------------||
9/9/1967- ||business||24477972||Politics of Credit: Teller||-------------------------------------||
06/5/1967- ||in the press||4357900||Police in the Fray||-------------------------------------||
9/9/1967- ||------||24477948||Assam Hills: Search for Autonomy||-------------------------------------||
01/4/1967- ||weekly notes||4357753||Import Control by Tariffs||-------------------------------------||
11/2/1967- ||money and banking||4357597||Who Is Using the Credit?||-------------------------------------||
24/6/1967- ||official paper||4358088||Simplifying the Tax System||-------------------------------------||
21/10/1967- ||------||24478068||Two Chinas, and Two Policies?||-------------------------------------||
25/3/1967- ||from the chair||4357740||Sen-Raleigh Limited||-------------------------------------||Abhijit Sen
22/7/1967- ||weekly notes||24478128||Making Turncoats Pay||-------------------------------------||
8/7/1967- ||special articles||24477939||Reply||-------------------------------------||Ashok V Desai
1/7/1967- ||special articles||24478192||Voting Pattern in the Fourth General Election—III: Congress Gains from a Divided Opposition in Haryana||In the 1967 elections, Haryana was one of the very few States where Congress was able to improve its position. In both the Vidhan Sabha and Parliament, Congress's share of the votes polled and seats won went up. The Jan Sangh emerged as the main rival to the Congress; and next to it Independents gained the most. The group of Left parties contested a larger number of seats than in 1962, but polled fewer votes and failed to win any seat. Analysis by districts reveals that, where the Congress lost it had been ridden with acute factionalism. Congress candidates who might have won had been refused tickets and they had stood and won as Independents. Also, the minority Muslim vote had gone against the Congress. A divided opposition failed to cash in on factionalism within the Congress. Evidence shows that a combined opposition front could have made all the difference; at the least it could have won the 13 seats which the Congress won with less than 40 per cent of the votes. Congress gains in 1967 are no indication, however, of Congress fortunes in Haryana in the future. The author feels that in Haryana the individual politician, rather than political parties, attracts the vote. Parties seek individuals who they think can win elections. Now that the Congress is no more the party in power, Congressmen have started to move out of it.||R K Sharma
5/8/1967- ||------||24478059||STATISTICS||-------------------------------------||
2/12/1967- ||markets||24478484||Surprising Export Activity||-------------------------------------||Nishtar
14/1/1967- ||chairman's statement||4357477||Voltas Limited||-------------------------------------||R. F. S. Talyarkhan
29/4/1967- ||weekly notes||4357861||Shortsighted Control||-------------------------------------||
22/4/1967- ||weekly notes||4357831||Prices Untouched by the Squeeze||-------------------------------------||
11/11/1967- ||------||24478907||To Each Its Own Area||-------------------------------------||
25/3/1967- ||special articles||4357737||Costs and Competitiveness of Indian Cotton Textile Exports||An attempt is made in this article to analyse the costs and competitiveness of selected cotton textile products. The cotton textile industry is a major foreign exchange earner and is one of the industries from which a substantial stepping up of exports is expected in the Fourth Plan. The purpose of the analysis is to identify and measure the relative importance of the different factors limiting the competitiveness of the industry. The examination of costs shows that the major factors underlying the lack of competitiveness of some of India's textile exports are external to the firm. It follows that the remedies too are beyond the control of the firm.||S. Paul,V. L. Mote
25/2/1967- ||commodities||4357647||Pepper Exports May Improve||-------------------------------------||
25/11/1967- ||special articles||24478342||Gheraos in West Bengal—II: A Study in Industrial Conflict||This article attempts a study of the extent and character of gheraos in West Bengal, their impact on industrial relations and the basic issues at the root of this new expression of industrial unrest. In the first part of the article, which appeared last week, the authors examined the background against which gheraos developed in West Bengal. In this, the second part, are analysed the occurrence of gheraos in different industries and trades and the extent of trade union involvement. An attempt is also made to examine the manner of resolution of gheraos with a view to assessing their effectiveness.||Nitish R De,Suresh Srivastava
24/6/1967- ||business notes||4358097||Tata Oil Mills||-------------------------------------||
16/9/1967- ||markets||24478007||Record Groundnut Production||-------------------------------------||Nishtar
1/2/1967- ||some tributes to sachin chaudhuri||4357526||The Last Few Days||-------------------------------------||Ashok Rudra
1/7/1967- ||special articles||24478191||Pharmaceutical Companies in Maharashtra: Financial Structure and Ownership||This paper analyses the balance sheets, profit and loss accounts, shareholders' lists and directors' particulars of 88 pharmaceutical private limited companies registered upto the end of March 1962 in Maharashtra under the Companies Act. The authors' purpose is to explore and present facts relating to a small but qualitatively important part of the corporate sector. The data presented here reveal that most of of the pharmaceutical manufacturing business in Maharashtra is under foreign control, mainly American, British and Swiss. In 1964 the wholly foreign owned companies were earning a cash profit (profit after tax but before depreciation) which would bring their investment back within two years. Foreign majority companies were taking a little more than four years to get back their investment.||R K Hazari,H G Lakhani
10/6/1967- ||special articles||4358040||Social Mobility among the Potters: Report of a Caste Conference||This account of a Potters' Convention held recently at Gadh Mukhteshwar attempts to bring out some important trends in the processes of social mobility among Potters as a caste. In her study of social mobility, the author, following Weber, considers the three axes of social stratification-status, class and power-and the avenues of mobility considered relevant to each axis. She also tries to examine the relative weight attached to each, though a precise evaluation is a difficult, if not impossible, task. [The author is indebted to the people in the Potters' Camp at the Convention for their help and hospitality, especially to Shri Gordhan without whose help the field work would not have been possible.]||Veena Monga
15/7/1967- ||around bombay markets||24478045||Awaiting New Policy||-------------------------------------||
16/9/1967- ||------||24477990||Little Cube of Ice||-------------------------------------||
1/8/1967- ||------||24477840||Blind Man's Swipe||-------------------------------------||
2/12/1967- ||------||24478467||Crop Loans: The Many Hurdles||-------------------------------------||
1/2/1967- ||some tributes to sachin chaudhuri||4357524||A Unique Character||-------------------------------------||Maurice Dobb
2/12/1967- ||special articles||24478483||Gheraos in West Bengal—III: A Study in Industrial Conflict||This article attempts a study of the extent and character of gheraos in West Bengal, their impact on industrial relations and the basic issues at the root of this new expression of industrial conflict. In the first two parts of the article, which appeared on November 18 and 25, the authors examined the general socio-economic background against which gheraos developed in West Bengal, the occurrence of gheraos in different industries and trades and their effectiveness as judged by the manner of their resolution. This, the third part, is concerned with the extent of trade union involvement in gheraos and with inter-union rivalry and aggressive employer response as factors contributing to gheraos. Also examined is the relative abstinence of white-collar workers from gheraos.||Nitish R De,Suresh Srivastava
28/10/1967- ||------||24478833||MMTC Bares Iron Fist||-------------------------------------||
23/9/1967- ||from our correspondents||24478245||The End of a Mission||-------------------------------------||
25/2/1967- ||a calcutta diary||4357634||The Unrevolution Called Election||-------------------------------------||Flibbertigibbet
30/9/1967- ||business||41626878||Who Invests in Units ?||-------------------------------------||
25/11/1967- ||------||24478333||Princes' Trade Union||-------------------------------------||
17/6/1967- ||business notes||4358071||Synthetics and Chemicals||-------------------------------------||
9/9/1967- ||markets||24477974||Where is the Cotton Famine?||-------------------------------------||
1/8/1967- ||the states||24477846||Cheerless Six Months||-------------------------------------||
27/5/1967- ||weekly notes||4357978||Growth of Small Companies||-------------------------------------||
25/11/1967- ||business||24478349||First Public Issue from Brooke Bond||-------------------------------------||
11/11/1967- ||capital view||24478916||The Post-Jabalpur Situation||-------------------------------------||Romesh Thapar
29/7/1967- ||around bombay markets||24478892||Groundnut Oil Slumps||-------------------------------------||
23/9/1967- ||administration||24478251||M M T C's Turnover Up By 30 Per Cent||-------------------------------------||
03/6/1967- ||political commentary||4358006||Putting Birlas in Their Place?||-------------------------------------||
28/10/1967- ||the fourth estate||24478843||Questions, Questions, Questions||-------------------------------------||Nireekshak
01/4/1967- ||a calcutta diary||4357760||Laying on a Conspiracy of Lay-Off||-------------------------------------||Flibbertigibbet
24/6/1967- ||business notes||4358096||India United Mills||-------------------------------------||
23/9/1967- ||markets||24478263||Is The Worst Over? NISHTAR||-------------------------------------||
28/10/1967- ||special articles||24478851||India's Trade with the Socialist Bloc||The Prime Minister's visit to Eastern Europe has focussed attention on our economic ties with the socialist bloc which have flagged somewhat since the devaluation last year. Considering the importance of these ties it is to be hoped that no further time will be lost in restoring them to steady expansion. Before this can be done, however, a close examination of the real benefits of trade with the socialist bloc and the special problems that it gives rise to is called for. An attempt is made here to examine some of these problems, particularly to throw some light on whether the remarkable growth of exports to the socialist countries has been achieved at the expense of exports to the rest of the world.||J A Rosario
15/7/1967- ||official paper||24478029||Murky Light on Export Slump||-------------------------------------||A G
30/9/1967- ||capital view||41626867||On the Edge of Decision ?||-------------------------------------||Romesh Thapar
21/10/1967- ||special articles||24478084||Enhancement of Land Tax||In spite of the bitter opposition to the Land Revenue Enhancement Bill, recently adopted by the Andhra Assembly, the Congress is confident that there will be no adverse political or economic repercussions. The average farmer, it feels, is reconciled to the prospect of enhancement of land revenue in the context of the substantial expansion of irrigation facilities in the last few years. The Opposition parties have claimed that the farmer is in no position to bear the additional fiscal burden but, significantly, there has been hardly any protest from the farmers themselves.||C V H Rao
11/11/1967- ||business||24478931||Dock Expansion Flags||-------------------------------------||
14/10/1967- ||from our correspondents||24478166||The War Wrongly Called Vietnam||-------------------------------------||
9/12/1967- ||markets||24478289||Mixed Showing||-------------------------------------||
23/9/1967- ||administration||24478250||Murky Light on Licensing||-------------------------------------||Arthagnani
07/1/1967- ||in the press||4357439||After the Sigh, the Steam||-------------------------------------||
25/11/1967- ||markets||24478345||Uncertainties Abound||-------------------------------------||
1/8/1967- ||external balance||24477869||Endowing Future Commodities with Liquidity: Two Avenues of Expanding International Trade||International trade is limited by the ability of the various countries to produce goods and services desired by other countries. A less obvious limitation is that no balance of payment surplus can be built up beyond the balance of payment deficits of other countries. The thinking of this paper is based on the contention that the short-term engagements of a country should be limited not by its stock of gold nor by its ability to proportion its gold among contenders, but only by its ability to honour these short-term engagements with goods and services. Present conditions prevent the United States from making short-term engagements to the full extent of its economic potential. They also prevent the developing countries from assuming longterm obligations to the full extent of their potential to produce. This impasse would be lifted if these countries could pay not according to their potential for earning hard currencies, but according to their ability to deliver useful goods in future. Our present monetary systems provide the technical possibility of accumulating unspent savings, but the world's economy can honour savings with nothing other than goods or services. As a consequence, multiple step exchanges which may cause accumulation of unspent savings do not come into being. The chain of trade which would have benefited all parties is broken; it would have included a party accumulating money in excess of what it is going to spend, leaving at the other end of the chain a party with unsold commodities. Savings held as claims to future commodities, money defined by commodities on call, could complete this chain of trade. Future basic commodities could be held as a vehicle of savings if forward trade of these commodities, many years ahead, could be organised so that the forward sold commodities could be resold like stocks and bonds are sold at present. This article presents a proposal to this effect and describes the ways in which present ability to produce could be made a source of liquidity through commodity currency backed by the promise of producers of basic commodities to honour this currency.||Joseph C Frommer
30/9/1967- ||------||41626860||The Elusive Surplus||-------------------------------------||
17/6/1967- ||special articles||4358067||Prospects of Arab-Israeli Peace||Since the creation of Israel 20 years ago there has been a series of make-shift settlements in West Asia through cease-fires and armistices. The Arab States, however, have never recognised the State of Israel, and the Arab refusal to recognise the problem of rehabilitating the Palestinian Arab refugees elsewhere is part of this attitude. The big powers have hitherto attempted to keep their own kind of balance in West Asia by supplying the rival States with military hardware. And every 10 years, through the outbreak of hostilities, the very existence of Israel is challenged by the Arabs, and each time Israelis have to make an effective show of their strength. Yet this is no long-term solution. The impasse will be a permanent threat to world peace unless the Arabs now recognise that Israel is here to stay, and unless the Israelis who are surrounded by the Arabs are imaginative and generous in their dealings with the Arabs. That will be a slow but lasting solution, and a heavy responsibility rests on the big powers if they really wish to preserve peace in West Asia and not use the situation to their own political and economic ends.||Sankar N. Maitra
1/8/1967- ||from the capital||24477843||If the Late Rains Fail (From Our Market Correspondent)||-------------------------------------||
