13/4/1985- ||special articles||4374280||On Some Aspects of the Strategy of Growth in India||This paper identifies four major components of the strategy of growth that is taking shape in India under the new regime: (a) district-wise industrialisation; (b) modernisation and technological advancement that is prone to the Ricardo effect; (c) recourse to import as a device for instilling a competitive spirit; and (d) regeneration and optimal use of land resources. It argues the case for a State Public Sector to initiate small and medium scale industries. It suggests the criterion of 'forward-biased labour-intensity' to counter the Ricardo effect. It pleads for removal of barriers to the growth of small-scale entrepreneurs. Some 60 million hectares of land, equivalent to one-fifth of the total territory, or two-fifths of the net cropped area, is under pastures, culturable waste, fallow, and the like. Bulk of this land can be developed, within the limits of available technology, into farms or forests. Part of it may be mobilised to settle landless labourers. This paper gives a simple computable criterion for land allocation, under conditions of external economies of forests or similar ecological factors.||Ranjit Sau
21/12/1985-28/12/1985||from our correspondents||4375133||Economic Policy Confusion Growing Worse||-------------------------------------||B. M.
26/10/1985- ||------||4374955||The People Are Not Ready||-------------------------------------||
13/7/1985- ||------||4374572||Still Spreading Out||-------------------------------------||
05/1/1985- ||international affairs||4373929||The Third Meaning||-------------------------------------||G. P. D.
1/11/1985- ||natural resource utilisation and the agrarian economy||4375018||The Goat: An Appropriate Animal for Arid and Semi-Arid Regions||Land use in the Indian arid zone has been both thoughtless and unscientific. The forces of desertification have gathered momentum within this zone. If this trend is to be reversed a suitable system of mixed farming with emphasis on animal husbandry has to be evolved and practised. In evolving such a programme the choice of appropriate livestock becomes crucial. Where feed is scarce and of low nutritive value larger animals are at a disadvantage because of their greater maintenance requirements. Smaller animals like the goat with lower maintenance needs can cover large areas to gather sufficient nutrients for survival and for minimum production of meat and milk. There are two conflicting views about the goat's role in land use. One view holds that the goat is the major cause of rangeland destruction and soil erosion, and its propogation should be checked. But a contradictory opinion is that the goat is after all a major supplier of animal protein and that since it usually consumes the scrub left-over from the overgrazing by cattle and sheep, it is unrealistic to blame the goat for environmental destruction. The authors, who subscribe to the latter view, discuss why it is ecologically necessary to assign the goat its rightful place in plans for arid and semi-arid regions.||K. A. Shankarnarayan,H. C. Bohra,P. K. Ghosh
20/7/1985- ||------||4374596||Widening Cracks||-------------------------------------||
09/2/1985- ||------||4374040||New Face of Loyalty||-------------------------------------||
02/2/1985- ||business||4374024||Market Control in Fertilisers||-------------------------------------||
26/10/1985- ||review of women studies, october 1985||4374973||Gender and Imperialism in British India||The British used the particular form which gender divisions took in India as a vehicle for proving their liberality, as a demonstration of their superiority, and as a legitimation of their rule. They signally failed to understand the particular form of male supremacy in their own culture, or to analyse how they created and reinforced aspects of male oppression within Indian culture, seeing no parallels between the different cultural forms of male dominance in the two countries. The women's movement in India did not concentrate on male supremacy to the exclusion of foreign domination as the cause of their inequality, for in India male domination alone did not account for women's subordination. The colonists both improved women's position and worsened it in particular ways, but their actions were dictated, not out of concern for women, but out of the desire to maintain their financial interests and political power in the foreign country. Equally, it is clear that women's inequality was not identical with foreign rule, for the men in the nationalist movement opposed the women's demands when these threatened male privileges in the family; and despite the gains made at Independence, women's subordination did not disappear with the ending of political domination. The women's movement recognised this, constructing their demands around women's domestic, as well as political oppression, and organising autonomously for the emancipation of women rather than simply absorbing themselves into the freedom movement. So the Indian women's movement attacked both male supremacy and foreign domination. What inhibited them from emphasising male supremacy as one cause of their oppression was the use that would be made of such a focus in Britain. This concern itself supports the movement's analysis that neither male domination nor imperialism alone accounts for women's subordination, but that both act upon the gender division, and are linked in perpetuating women's oppression.||Joanna Liddle,Rama Joshi
13/7/1985- ||from our correspondents||4374584||Violence with a Difference||-------------------------------------||Sudarshan Iyengar,Sujata Patel
20/4/1985- ||------||4374289||Fading Differences||-------------------------------------||
24/8/1985- ||perspectives||4374742||The Tripura Riots, 1980: Problems of Marxist Strategy||-------------------------------------||Ranajay Karlekar
08/6/1985- ||discussion||4374496||Agrarian Policies of Left Front Government in West Bengal||-------------------------------------||Ashok Rudra
25/5/1985- ||review of management, may 1985||4374442||Concentration and Marketpower in Indian Automotive Tyre Industry||Though industrial concentration at the firm and business house levels has been studied, no attempt has so far been made, in the relevant literature, to relate effects of rising concentration to market conduct variables like the pricing behaviour of firms. The purpose of the present paper is to trace the rising concentration in the tyre industry and its resultant effects on the pricing behaviour of firms. The industry which was dominated by MNCs has now come to be dominated by Indian business houses and the recent horizontal and vertical integrations by some of the firms have added a new dimension to the concentration. The government's effort to deconcentrate the industry has been effectively neutralised by these developments.||Sunil Mani
21/12/1985-28/12/1985||capital view||4375131||Levels of Violence||-------------------------------------||Romesh Thapar
13/4/1985- ||from our correspondents||4374270||From Caste to Communal Violence||-------------------------------------||Asghar Ali Engineer
1/11/1985- ||foreign technology suppliers' view of indian industry||4375027||Special Characteristics of Indian Market for Technology||On the basis of a study of some thirty cases from French industry, this paper describes the basic characteristics of the Indian market for technology. The existing mechanisms of technology transfer to India, the author argues, indicate how more equitable economic exchange could be instituted between developing and industralised countries.||Rene Kahn
20/7/1985- ||from our correspondents||4374609||Civil and Military: False Dichotomy||-------------------------------------||Badruddin Umar
10/8/1985- ||from our correspondents||4374687||Anti-Reservation Movement: A Political Assessment||-------------------------------------||Ashim K. Roy
02/3/1985- ||from our correspondents||4374131||Island of Discord||-------------------------------------||J. Jeyaranjan
05/10/1985- ||business||4374883||Not so Glittering||-------------------------------------||
20/7/1985- ||------||4374603||The Tata Engineering & Locomotive Company Limited||-------------------------------------||S. Moolgaokar
14/12/1985- ||------||4375100||The New Capital Exporters||-------------------------------------||
10/8/1985- ||------||4374668||Export Illusions||-------------------------------------||
11/5/1985- ||from our correspondents||4374388||Black Laws in Punjab: Report of an Enquiry||-------------------------------------||
13/7/1985- ||from our correspondents||4374583||Adivasis, Law and Social Justice||-------------------------------------||Sharad Kulkarni
01/6/1985- ||civil liberties||4374463||The Terrorist Act||-------------------------------------||A. G. Noorani
06/4/1985- ||------||4374232||Budget and Plan||-------------------------------------||
26/10/1985- ||review of women studies, october 1985||4374970||Positivism and Nationalism: Womanhood and Crisis in Nationalist Fiction Bankimchandra's Anandmath||Of all the models of social regeneration that arrived from the West in the second half of the nineteenth century, Comte's Positivism appealed most to the Janus-like intelligentsia of Bengal. It enabled them to look back on the order of the Golden Age of Hindus and at the same time look forward to the progress generated by British rule. Bankimchandra's later novels such as "Anandmath", far from dismissing the modernising influence of Positivism, in fact, represents a crisis in his nationalist consciousness. These novels create a parable of the nationalist confrontation and womanhood becomes the emblem of both the threatened and ravaged order as well as of the resistance to such ravages. Comte's glorification of woman undergoes a sea-change and Bankim's neo-positivist heroine of Anandmath is a fighter to the last who refuses to go back to the 'enclosed space' of domesticity.||Jasodhara Bagchi
30/11/1985- ||special articles||4375061||Reorientation of Rural Development Programmes: A Note on Some Basic Issues||Rural Poverty is rooted in the system in which the poor are deprived of assets but do not gain adequately the support of employment in the organised sector. There is a stubborn persistence of its incidence as rural resources are diverted to elite consumption and to meet the needs of investment for the elite through market processes. Where there is no socialisation of assets or radical land reforms, complemented by a strong public sector, there are thus formidable obstacles to reduction in the incidence of poverty. There will be need for a mix of employment and asset development programmes for the poor, the mix depending upon the need of each location. These will, however, succeed only if there is no drain of rural resources through market processes and the organisation of rural development programmes facilitates the emergence of the group power of the poor. The former requires that the peasants should gain control over markets and processing units through their own organisation and rural surplus should be used for diversification of the rural economy. The latter requires a shift from individual to group approaches and control of poorer groups over Panchayat Raj bodies which need to be vested with the responsibility for area development.||G. Parthasarathy
19/10/1985- ||from our correspondents||4374935||Jolted by Peru||-------------------------------------||
09/2/1985- ||from our correspondents||4374057||Dresden: From Death to Resurrection||-------------------------------------||Frederick F. Clairmonte
20/7/1985- ||from our correspondents||4374605||Tribal Areas Autonomous District Council Elections||-------------------------------------||Malabika Das Gupta
30/11/1985- ||review of management, november 1985||4375056||Small Horsepower Diesel Engine Industry in India: A Systems Study||There are conflicting views about the future of the small horsepower diesel engine industry. While some are optimistic about the bright future of the industry, some doubt its very survival. Further, in view of the energy crisis, it is imperative that for any future development of the industry the aspects of alternative fuels and saving of fuel should be examined in a systemic way. The problems currently plaguing the industry are many. Some of the major ones are defective factory layout, inadequate R and D facilities, improper designs, poor after-sales service and marketing of substandard and fuel-inefficient engines. This paper provides specific suggestions for redressal of these problems. Among other things, it suggests what should be done in regard to the following aspects: measures to stimulate future demand, design modifications, alternative fuels, alternative uses, creating R and D infrastructure, organisational requirements, and research efforts necessary in the future.||R. Bandyopadhyay,S. Datta
14/12/1985- ||from our correspondents||4375114||Naga People's Movement for Human Rights: A Report||-------------------------------------||Nandita Haksar
11/5/1985- ||business||4374377||Poor Bear Brunt of Protectionism||-------------------------------------||
1/11/1985- ||------||4375031||Prospects for Petrochemicals||-------------------------------------||
14/9/1985- ||------||4374809||The Warrior Affair and After||-------------------------------------||
13/4/1985- ||from our correspondents||4374273||Jitendra Mohan||-------------------------------------||T. V. Sathyamurthy
28/9/1985- ||capital view||4374858||Where Have the Norms Gone?||-------------------------------------||Romesh Thapar
31/8/1985- ||discussion||4374777||Theory of Pricing in Socialist Countries||-------------------------------------||B. Debroy
1/11/1985- ||foreign technology suppliers' view of indian industry||4375025||Technology Transfer from Japanese to Indian Firms||The studies of collaborations in technology between India and Japan have hitherto lacked depth and have refrained from comparing these with other collaborations. The present paper reports on two surveys conducted in 1983 and 1984-85: the first followed the methodology and generated results comparable to the European projects described in the present issue of the EPW, whilst the second survey was conducted independently by our institute (the Institute of Developing Economies, Tokyo). The objects of this paper are first to highlight the importance of modifying foreign technology as evidenced by the Japanese experience, and second, to bring out the nature of and the specific difficulties in the transfer of technology from Japan to India.||Shoji Ito
12/10/1985- ||from our correspondents||4374913||Impact of Ahmedabad Disturbances on Women: A Report||-------------------------------------||
17/8/1985- ||capital view||4374706||A Moment of Correction?||-------------------------------------||Romesh Thapar
14/12/1985- ||------||4375099||Avoiding Answers Again||-------------------------------------||
03/8/1985- ||special articles||4374665||Economic Issues in Sericulture: Study of Karnataka||The potential of sericulture for generating employment and income in rural areas is the basis for the programmes initiated by the Government of Karnataka for promoting sericulture. This potential, however, varies as between traditional and non-traditional areas because of differing costs of production of mulberry leaf and rearing of silkworms. This note attempts to assess the extent of these differences by working out the comparative costs of production on the basis of a sample of households for two points of time, 1980-81 and 1983-84. Broadly the results indicate that the employment potential is higher for hired labour in the case of mulberry leaf cultivation, while the family labour component is more pronounced in the case of silkworm rearing.||H. G. Hanumappa,S. Erappa
13/4/1985- ||discussion||4374282||The Immoral 'Other'||-------------------------------------||G. P. D.
18/5/1985- ||perspectives||4374417||Biology and Gender Bias: Some Issues in Discrimination against Women at the Workplace||-------------------------------------||Vimal Balasubrahmanyan
25/5/1985- ||capital view||4374434||Time to Play It Cool||-------------------------------------||Romesh Thapar
27/7/1985- ||special articles||4374640||Reproduction or Change? Education and Elites in India||This paper reviews the function of education in the circulation of elite roles in Indian society which is seen as an important aspect of the path of egalitarian social change outlined in the Constitution. The paper is divided into three sections. The first section discusses a basic dialectic that governs the relationship between education and social mobility in general and mobility to elite positions in particular. Section two examines the distribution of opportunities for elite status in the case of one elite role, namely, the administrative service. This section also discusses the limits within which education has contributed to social mobility. Section three considers some recent developments that point towards a crisis in the elite's identity. The paper ends with a discussion of the implications of this crisis for education.||Krishna Kumar
24/8/1985- ||capital view||4374732||Which India Concerns Them?||-------------------------------------||Romesh Thapar
24/8/1985- ||business||4374729||Capacity without Output||-------------------------------------||
08/6/1985- ||------||4374488||Companies: Good Performance Likely to Continue||-------------------------------------||Hansavivek
27/4/1985- ||special articles||4374345||Prelude to Partition in Sri Lanka? Segregated Education and Politics, 1945-67||This is a sketch of how populist politicians in Sri Lanka used the emotive issues of language and white-collar government employment to create a segregated system of education. In prompt return, this system produced communal demands which were further encouraged by political leaders seeking to mobilise communal followings. Expanded higher educational opportunities seem to have fuelled communal virulence rather than promoting communal harmony as is the common shibboleth. The mix of sectional education and communal politics in the early decades of Sri Lanka's independence seems to mark the origins of the violent confrontation being witnessed today between the Sinhalese majority and the Ceylon Tamil minority.||Jawid Laiq
27/4/1985- ||from our correspondents||4374334||Collapse of Government||-------------------------------------||Sujata Patel
19/10/1985- ||------||4374926||Honouring the Reflection||-------------------------------------||
07/9/1985- ||------||4374782||On the Wrong Track||-------------------------------------||
03/8/1985- ||------||4374648||Learning from Mexico||-------------------------------------||
25/5/1985- ||------||4374433||Companies: Deeper into Agrochemicals||-------------------------------------||Hansavivek
30/3/1985- ||review of agriculture, march 1985||4374223||Price-Support versus Fertiliser Subsidy: An Evaluation||The relative efficiency and equity of price-support compared to the fertiliser subsidy policy is evaluated applying an analytical framework to India's rice and wheat economy. The results demonstrate that fertiliser subsidy policy is more beneficial than price-support, and called for reducing the fertiliser price by about 27 per cent to achieve self-sufficiency. Low price elasticity of output, high price elasticity of fertiliser demand and high production elasticity of fertiliser contributed to the relative superiority of fertiliser subsidy policy over price-support policy. Distributional and inflationary implications indicate that the fertiliser subsidy policy is more egalitarian than the price-support policy and is also anti-inflationary.||Jagrup Singh Sidhu,D. S. Sidhu
07/9/1985- ||------||4374802||World Trade in 1984||-------------------------------------||
14/9/1985- ||------||4374806||PM's New Style||-------------------------------------||
16/3/1985- ||------||4374164||Bypassed by Growth||-------------------------------------||
16/2/1985- ||business||4374069||Speculators' Success||-------------------------------------||
11/5/1985- ||------||4374375||Reagan Draws a Blank||-------------------------------------||
23/3/1985- ||------||4374184||Growth through Inequity||-------------------------------------||
27/7/1985- ||perspectives||4374633||Jyoti Basu and Multinationals||-------------------------------------||Ashok Rudra
14/12/1985- ||------||4375108||Companies: Accelerated Growth and Diversification||-------------------------------------||Hansavivek
06/7/1985- ||------||4374546||Sabotaging Relief for Bhopal Victims||-------------------------------------||
12/1/1985- ||business||4373945||Irrelevance of Licensing||-------------------------------------||
05/1/1985- ||------||4373920||Opposition Unity Pays||-------------------------------------||M. Shatrugna
27/4/1985- ||------||4374331||Companies: Take-Over Blues||-------------------------------------||Hansavivek
25/5/1985- ||from our correspondents||4374437||Failure of Scientific Community||-------------------------------------||Padma Prakash
24/8/1985- ||international affairs||4374735||The Unwanted of Assam||-------------------------------------||G. P. D.
13/4/1985- ||from our correspondents||4374274||Civil Liberties in Britain||-------------------------------------||Michael Jacobs
14/12/1985- ||------||4375097||Another Grisly Reminder||-------------------------------------||
21/12/1985-28/12/1985||review of agriculture, december 1985||4375143||Direction of Change in Performance of All Crops in Indian Agriculture in Late 1970s: A Look at the Level of Districts and Agro-Climatic Regions||One of the criticisms against the new strategy of agricultural development, which is identified with HYV technology, is that it has widened regional disparities in agricultural performance. This paper examines whether such disparities have in fact widened. Changes in regional disparities for all crops in terms of output per area and output per capita (to take account of demographic pressures) and the interconnections between the two measures are examined across agro-climatic regions in late 1970s as compared to early 1970s and 1960s. Also examined are differences in the levels of output per area and output per capita across different growth classes.||S. Mahendra Dev
22/6/1985-29/6/1985||business||4374526||Unpretty Picture||-------------------------------------||
23/2/1985- ||review of management, february 1985||4374104||Privatisation and the Public Sector: Relevance and Limits||The need for an increased role for the private or non-governmental sector in the economy has figured prominently in recent debates in economic and political circles in India. The issues involved, according to the author, are such that an ideological or emotional rather than an analytical approach tends to dominate the arguments. Given this background and the growing interest in privatisation, this paper seeks to examine the subject in a global perspective with a view to understanding its relevance, instruments and limits.||Samuel Paul
31/8/1985- ||------||4374753||Saving Rate Puzzle||-------------------------------------||
22/6/1985-29/6/1985||special articles||4374543||Administered Interest Rates in India||The rate of interest is an important price in any economy. If it is determined mainly by the market forces, it may help in taking appropriate decisions about saving, investment, allocation of resources, financial and monetary policy, etc. However, the level and structure of interest rates in India have remained very closely regulated by the authorities. The present study examines the working of this administered system of interest rates, and discusses the issues and considerations which need to form the basis of future interest rate and monetary policies for the Indian economy.||L. M. Bhole
30/3/1985- ||special articles||4374227||Marxist Ideas in Development Economics: A Brief Evaluation||In development economics, as in much of social sciences in general, the most valuable contribution of the Marxist approach is the sense of history with which it is imbued, its focus on the tension between property relations and productive potential in a given social formation, and on the importance of collective action and power in enhancing or thwarting processes of institutional change to resolve that tension, its insistence on bringing to the forefront of public policy debates an analysis of the nature of the state and the constellation of power groupings in civil society, and, of course, its abiding commitment to certain normative ideas on questions of exploitation and injustice. Its processes of reasoning, however, leave much to be desired, with its frequent substitution of convenient teleology for explanatory mechanisms and of a kind of murky institutionalism for rigorous rationale of contractual arrangements, and its failure to base aggregative results firmly on consistent actions of economic agents at the micro-level, ignoring as a consequence incentive compatibility problems, issues of contract enforcement and repetitive transactions, strategic interaction of agents (even with commonality of class interests), the free rider problem in class formation and action, and the disequilibrium dynamics of adjustment paths. Some versions of the Marxist approach also claim too much in the generality of its laws of motion of history, overlooking important historical specificities and localised contexts of culture, geography and demography not always reflecting the technological base. In development planning literature, it also brings a certain legacy of single-minded pursuit of accumulation (along with an autarchic zeal), often slighting acute problems of present consumption, incentives, adjustments, managerial and administrative capacities, ecological balance, and ways of expanding human capabilities beyond improvements on the technological frontier.||Pranab Bardhan
15/6/1985- ||------||4374501||The JVP and the Eelamites||-------------------------------------||M. S. S. Pandian
13/4/1985- ||international affairs||4374268||Radha-Krishna Controversy||-------------------------------------||G. P. D.
05/1/1985- ||business||4373922||Temporary Respite||-------------------------------------||
12/10/1985- ||------||4374910||Companies: Parent Company-Linked Expansion||-------------------------------------||Hansavivek
16/2/1985- ||------||4374065||Passing the Buck||-------------------------------------||
27/7/1985- ||from our correspondents||4374632||Thatcherism and Reform of Welfare State||-------------------------------------||Michael Jacobs
07/9/1985- ||------||4374784||Turning the Screws||-------------------------------------||
20/7/1985- ||international affairs||4374604||New Phase in Sino-Soviet Relations||-------------------------------------||G. P. D.
12/1/1985- ||------||4373943||Balance of Terror to Stay Intact||-------------------------------------||
1/11/1985- ||foreign technology suppliers' view of indian industry||4375022||Technical Collaborations between Firms in the Benelux and in India||This study examines the experience of Benelux firms in technical collaborations with Indian firms with a view to accounting for their successes and failures and, particularly, examining the reasons for success and failure as perceived by the firms. A quantitative survey of all officially recorded collaboration agreements involving Benelux firms draws some preliminary conclusions about 'demand and supply' factors in the Benelux-India technology market. The results of the extended interviews undertaken with firms which had agreements with Indian enterprises are then presented and some policy conclusions are drawn in the final section of the paper.||Charles Cooper
03/8/1985- ||from our correspondents||4374661||New Dimension in Franco-German Ties||-------------------------------------||Ramesh Jaura
09/2/1985- ||capital view||4374048||Who Is Rajiv Protecting?||-------------------------------------||Romesh Thapar
16/3/1985- ||------||4374163||Half Measures||-------------------------------------||
28/9/1985- ||review of agriculture, september 1985||4374869||Withdrawal of Fertiliser Subsidies: An Economic Appraisal||This paper considers the economic costs and returns of alternative uses of public funds expended on subsiding the consumption of fertilisers in India. In particular, it looks at the current fertiliser subsidies and uses a general equilibrium model of India's agricultural sector to simulate the likely consequences of the removal of these subsidies on agricultural performance and the overall distribution of income. The model is also used to determine the net effects of reallocating fertiliser subsidies to finance other government sponsored agricultural programmes instead as, for instance, for expanding irrigation.||Jaime Quizon
30/3/1985- ||capital view||4374214||The 'New' Economics?||-------------------------------------||Romesh Thapar
26/1/1985- ||review of political economy, january 1985||4374007||Marx, 'Marxism' and Revolutionary Theory||-------------------------------------||Gail Omvedt
28/9/1985- ||from our correspondents||4374861||Soft Spots in Balance of Payments||-------------------------------------||
21/12/1985-28/12/1985||discussion||4375151||The New Trade Strategy||-------------------------------------||Sanjay Kathuria
23/3/1985- ||capital view||4374192||Tackling the Issues?||-------------------------------------||Romesh Thapar
06/7/1985- ||------||4374558||Companies: Sound Base for Expansion||-------------------------------------||Hansavivek
13/4/1985- ||discussion||4374281||Economic Growth in India||-------------------------------------||Ashok Rudra
30/3/1985- ||from our correspondents||4374219||Prelude to Reform?||-------------------------------------||Ramnath Narayanswamy
30/11/1985- ||business||4375043||In Search of More Concessions||-------------------------------------||
06/7/1985- ||capital view||4374556||The UN System||-------------------------------------||Romesh Thapar
02/2/1985- ||------||4374028||Companies: Keeping the Lead||-------------------------------------||Hansavivek
07/9/1985- ||business||4374786||A Field Day for Manufacturers||-------------------------------------||
21/12/1985-28/12/1985||special articles||4375149||An Alternative Strategy for Health Care? The Mandwa Project||The failure to deliver health care especially to the rural poor who form the majority of the population is because of the dearth of appropriate strategies and a lack of professional and political will. The Mandwa project was set up to explore the possibilities of using an alternative strategy for providing health services. The author describes how in the course of six years the experiment generated not only an understanding of what may be achieved in health care with appropriate methods, but also of the resistance of the local power structure and the medical professionals to such strategies.||N. H. Antia
22/6/1985-29/6/1985||from our correspondents||4374533||More Police Killings||-------------------------------------||M. Shatrugna
15/6/1985- ||business||4374504||No Growth Strategy Still||-------------------------------------||
08/6/1985- ||capital view||4374486||Enough Is Enough||-------------------------------------||Romesh Thapar
1/11/1985- ||foreign technology suppliers' view of indian industry||4375026||Analysis of Views of Technology Exporters||The quantitative results of the author's study of transfer of technology from France to India make it possible to explain the variety of sectoral situations, the strategic aspect of the problem-competition among firms, relative importance of their short- and long-term objectives and effects of Indian policy on their behaviour-and the dynamic aspect peculiar to each type of product or sector.||Régis Larue de Tournemine
07/12/1985- ||------||4375070||In the Service of the Family||-------------------------------------||
26/1/1985- ||review of political economy, january 1985||4374011||Working Class Protest in 19th Century India: Example of Railway Workers||Nineteenth century India was rich in collective action by the working class. These actions took many forms: forms that were not primitive precursors of 20th century unionism but which did, on occasion, include formally organised unions. Often these actions were planned, complex and effective responses to job-related oppression and exploitation as well as to opportunities perceived by the workers to contain beneficial possibilities. The collective action was not only the expression of grievances among a growing body of industrial labourers (important though they were) but of a bigger and more fundamental social grouping: an emerging class, a working class, of waged labour; of men and women who had to depend increasingly on the sale of their labour to survive. This paper illustrates these developments within the context of the railway workforce.||Ian J. Kerr
07/12/1985- ||international affairs||4375076||A Day in the Life of Rajiv Gandhi||-------------------------------------||G. P. D.
02/11/1985- ||business||4374987||The Mess in Sugar||-------------------------------------||
21/12/1985-28/12/1985||from our correspondents||4375138||M J K Thavaraj||-------------------------------------||Mridul Eapen
14/12/1985- ||from our correspondents||4375113||Carbide Workers: Farce of Rehabilitation||-------------------------------------||Jagdish,Vijay
19/10/1985- ||------||4374946||Tri-Star Soya Products||-------------------------------------||
20/4/1985- ||special articles||4374310||1985-86 Budget and Seventh Plan||Is the size of the public sector Plan of such great importance that it should be persisted with at all costs? The answer is an obvious 'no'. But if the planning process is to be taken seriously, a plan which had the endorsement of the Central and state governments only eight months earlier cannot in its very first year be departed from without so much as a mention of the changes in the intervening period which call for this departure. The only event which will justify such a departure is the fear of a big price rise. The government does not concede any such contingency; but if it did, two logical consequences would follow. The first would be insistence on all efforts to ensure economy and efficiency of expenditure. The second would be observance of priorities in curtailment of expenditure beginning from directions where it would hurt the least-non-plan non-development expenditure, non-plan developmental expenditure and then plan expenditure. The priorities followed seem to be all the other way round.||D. T. Lakdawala
30/11/1985- ||discussion||4375063||A Muddled Conclave||-------------------------------------||Bharat Jhunjhunwala
03/8/1985- ||from our correspondents||4374659||The Karamchedu Killings: The Essence of the NTR Phenomenon||-------------------------------------||K. B.
09/2/1985- ||------||4374042||Patchy Performance||-------------------------------------||
22/6/1985-29/6/1985||capital view||4374528||Dimensions for External Activity||-------------------------------------||Romesh Thapar
27/7/1985- ||review of political economy, july 1985||4374635||Peasants, Workers and Freedom Struggle: Jalpaiguri, 1945-47||This essay makes a preliminary attempt to deal primarily with the stream of popular movements, particularly peasant and worker movements, in Jalpaiguri, a district in North Bengal that had a significant role during the climactic years of 1945-47 in India's struggle for freedom. It discusses popular participation and analyses the nature and significance of such participation in the national movement. It also touches on the links and interactions between different streams of the national movement, different approaches to freedom struggle and, further, the interventions made by the major anti-imperialist political forces.||Ranajit Das Gupta
14/12/1985- ||------||4375095||Un-Capital Prospect||-------------------------------------||
02/3/1985- ||business||4374121||Pre-Budget Exercise||-------------------------------------||
14/9/1985- ||------||4374808||Reagan's Cosmetic Sanctions||-------------------------------------||
02/2/1985- ||------||4374018||The Other 'Debt Trap'||-------------------------------------||
19/10/1985- ||business||4374928||Textile Policy Blues||-------------------------------------||
26/1/1985- ||------||4373992||Appeasing the Peasantry||-------------------------------------||
08/6/1985- ||------||4374480||Opportunity for Government||-------------------------------------||
09/2/1985- ||------||4374039||Burden of Super-Dollar||-------------------------------------||
02/11/1985- ||special articles||4375001||Reform and Revival: The Devadasi and Her Dance||This paper describes the changes that affected an artist community of Tamil Nadu in the wake of the reform agitation concerning the idiosyncratic life style of a section of its women-the devadasis. The first part reconstructs the devadasi system as it prevailed prior to the legislation of 1947 which banned all ceremonies by which young girls were dedicated to Hindu shrines. The second half describes the effect of these reforms on the social, religious and domestic status of the devadasis. The anti-nautch campaign led to the suppression of the regional dance tradition which had been sustained by the devadasi. Simultaneously the art was being revived in its 'pure form' as Bharat Natyam. The paradox of the emergence of two parallel equally vociferous reform and revival movements can only be understood by examining the colonial context and native political activity. The anti-nautch campaign became inextricably linked up with the communal politics of the Dravidian movement, whilst the 'revival' movement was sustained and generated by the Brahmin-dominated Theosophical movement and the Congress. While the reformers presented the Hindu temple dancer as a 'prostitute' in order to do away with her, the revivalists presented her as a 'nun' in order to incarnate her afresh.||Amrit Srinivasan
27/7/1985- ||review of political economy, july 1985||4374636||Classical and Contemporary Approaches to Agrarian Capitalism||The classical sources on the 'agrarian question' were concerned with developing general theoretical principles as well as applying them to particular social and historical contexts. The recent discussion on the mode of production in Indian agriculture drew upon the theoretical categories and arguments developed in these earlier texts, in particular the paradigm of capitalist development. The objective of this paper is to dwell upon certain key issues in the classical texts so as to show how these provide insights into, and in some cases anticipate, the controversies arising in the Indian debate. Equally it is to focus upon those aspects of the South Asian experience which have thrown up certain anomalies requiring critical reformulation of the paradigm itself.||Shapan Adnan
20/4/1985- ||------||4374287||New Imperatives||-------------------------------------||
27/7/1985- ||------||4374641||Escorts||-------------------------------------||
09/2/1985- ||from our correspondents||4374052||Shirking Budgetary Imperatives||-------------------------------------||B. M.
30/3/1985- ||from our correspondents||4374217||Political Uses of Administrative Reform||-------------------------------------||Nita Sanghvi
17/8/1985- ||special articles||4374716||Scholarship on China: Victim of Political Campaigns||Scholarship on China seems to have accepted that the series of events that have occurred in that country after 1949 are to be regarded as the outcome of a sharp and protracted struggle within the Communist party leadership over the path China's efforts at socialist reconstruction ought to follow: the Maoist path with its stress on revolution, or the Liuist path with its stress on the development of the productive forces. Scholarship dealing with the post-Mao period again betrays the same conscious, or in some cases perhaps unconscious, acceptance of the 'two-line struggle' argument. Thus while one section of scholars is busy arguing that a 'capitalist restoration' has occurred in present-day China, another section is involved in defending the revolutionary credentials of the new regime. It is the contention of this paper that the so-called 'two lines' are really different approaches that the political culture allows at a particular point of time as equally legitimate for the solution of contingent and pressing problems. Thus, though the political culture is relatively stable and fixed this is not to say that (a) it does not have a flexibility of its own, or (b) is incapable of change. It has its time-scale and temporal cycle, but the process of transformation is neither an open-ended or multi-vocal affair, nor does it take the form of violent zig-zag-like swings from one extreme to another. Rather it represents a process of giving salience now to one aspect and now to another aspect of the political culture.||Harmala Kaur Gupta
30/3/1985- ||business||4374209||Cotton Prices Look Up||-------------------------------------||
30/11/1985- ||special articles||4375062||Are States Getting Their Due Share of Income Tax Proceeds?||This paper attempts to examine the concept of 'net proceeds' of income tax with a view to ascertaining whether the states are in practice getting the share of the divisible pool as per the recommendations of the various Finance Commissions. It also discusses the scope for inclusion of a number of items which are at present excluded from the 'net proceeds' of income tax. Finally, it is suggested that since a major portion of the proceeds of income tax goes to the states and this constitutes an important part of the states' finances, it would be setting a healthy trend if the states are consulted by the Centre before it introduces major changes in income tax policy.||Hemlata Rao
09/3/1985- ||capital view||4374149||A One-Party Scenario||-------------------------------------||Romesh Thapar
21/12/1985-28/12/1985||from our correspondents||4375139||Suzanne Paine||-------------------------------------||Krishna Bharadwaj,Ruchira Chatterji,Michael Landesmann,Manik Sen
