1/11/2014- ||commentary||24480985||A Development Manifesto||-------------------------------------||RAMASWAMY R IYER
27/12/2014- ||review of rural affairs||24481206||Economic Benefits of Futures: Do Speculators Play Spoilsport in Agricultural Commodity Markets?||This article examines the economic benefits of futures. Theoretically, futures are expected to aid price discovery and risk mitigation. But empirical analysis shows that speculators drive the markets and, by virtue of their domination, abduct the price discovery process in certain commodities. The deceptive price discovery leads to suboptimal forecast of future prices. So futures markets fail to offer an effective hedge against price risk. In addition, the current public-private partnership regulation is a deterrent to the sustainable growth of futures markets.||K G SAHADEVAN
29/3/2014- ||------||24479347||FROM 50 YEARS AGO||-------------------------------------||
24/5/2014- ||------||24479559||APPOINTMENTS/PROGRAMMES/ANNOUNCEMENTS||-------------------------------------||
29/11/2014- ||commentary||24481072||'Modernity from Below': M S S Panadian's Life and Mission||Two tributes to M S S Pandian — scholar, activist and EPW contributor — who passed away recently in New Delhi.||ARUN K PATNAIK
3/5/2014- ||notes||24480227||Adult Under-Nutrition in India: Poverty or Ethnicity?||-------------------------------------||SUNNY JOSE
14/6/2014- ||commentary||24480185||The 'Discreet Charm' of the BJP||With the Bharatiya Janata Party and the Sangh parivar's poster boy in power at the centre, India seems to be heading for a political order in which the social psyche will be marked by the following three traits: (i) thick-skinned insensitivity to problems that are outside one's own domain of immediate, or group interests; (ii) herd mentality of sticking together to defend those interests through a variety of mental shortcuts; and (iii) smooth-skinned hypocrisy to demonstrate one's respectability.||SUMANTA BANERJEE
23/8/2014- ||perspectives||24480913||Jobs, Growth, and Industrial Policy||Employment, jobs, and good livelihoods are the principal means for ensuring the inclusion of people in the economic growth of a country. India's planners have focused too much on gross domestic product growth and too little on how it has not translated into more jobs. With the largest population of young persons in the world, merely providing youth with skills will not be sufficient. More urgent attention is required to promote the growth of enterprises, especially smaller ones that provide more employment. An understanding of the real constraints on growth of enterprises and a rapid resolution of them requires a collaborative approach between employers, employees and other stakeholders.||ARUN MAIRA
18/1/2014- ||special article||24478985||The Capitalist Logic of Spatial Segregation: A Study of Muslims in Delhi||In today's neo-liberal economic milieu, Muslims in Delhi are being rediscovered as a human resource that is positioned as a specific part in the accumulation project which has little use for prejudice per se, but only to the extent that it aides the project. Muslims are grateful for jobs and businesses that take advantage of their skills, time, labour and assets and other supposed integrative advantages that this relationship brings with it. These neighbourhoods in Delhi are integrated in the city economy, and even global economy, but only so far as the balance of accumulation of capital is tipped in favour of spaces elsewhere.||GHAZALA JAMIL
22/3/2014- ||commentary||24479319||Theft, Corruption, and Parental School Choice in Manipur||Theft and corruption with impunity make it near impossible to run publicly-funded schools in many parts of the country. It is from one such school in Manipur that this article describes the hurdles faced by teachers, students, and parents in keeping alive the possibility of affordable education for all.||JEEBANLATA SALAM
13/9/2014- ||insight||24480679||Polyester Prince Revisited||The polyester wars of the mid-1980s that pitted one industry group against another are back with us. On the basis of an investigation begun by the United Progressive Alliance government, the National Democratic Alliance government has imposed an anti-dumping duty on purified terephthalic acid, an important input for production of many polyester products. The user companies argue that there is no evidence of dumping of imports and allege that the duty has been imposed to benefit domestic producers of PTA, of which there are only three and of whom the public sector producer has not complained of dumping.||PARANJOY GUHA THAKURTA
28/6/2014-5/7/2014||------||24480536||CURRENT STATISTICS||-------------------------------------||
3/5/2014- ||special article||24480225||Appointment of Arbitrators by the Designate under the Arbitration and Conciliation Act: A Critique||Section 11 of the Arbitration and Conciliation Act, 1996 provides for appointment of arbitrators by the Chief Justice on failure of party-agreed procedure or the lack of consensus between the parties regarding the arbitrator. Numerous applications are filed every year in the Supreme Court and the high courts for appointment of arbitrators. This paper argues that (1) the judiciary has virtually created a monopoly by institutionalising appointment of retired judges as arbitrators; (2) courts have eliminated competition from other potentially capable professionals for appointment as arbitrators; and (3) there is lack of transparency in the process of appointment of arbitrators. Information to gauge the level of transparency in the appointment process has been obtained from 10 high courts and the Supreme Court through the Right to Information Act, 2005.||BADRINATH SRINIVASAN
16/8/2014- ||commentary||24480436||Women Workers in the Factory||How will the amendments to the Factories Act affect women workers? How do women view the "protections" and night work?||APOORVA KAIWAR
18/10/2014- ||commentary||24480877||Balraj Puri (1928-2014): An Extraordinary Socialist Democrat||For more than half a century, Balraj Puri was a journalist, political thinker, federalist, human rights activist, socialist democrat and much more. He spoke for Jammu and Kashmir and of Jammu and Kashmir to the rest of the world and was widely respected in the state. A tribute by a friend of many decades.||MANORANJAN MOHANTY
22/2/2014- ||commentary||24479073||Narendra Modi's 'Revealing' Speeches||In public speeches in the Hindi heartland, the Bharatiya Janata Party's prime ministerial candidate, Narendra Modi, blends what were until now considered contradictory elements. With a facade that combines caste and class, Modi stresses his backward caste origins while promising efficient governance and state of the art infrastructure. Obviously Narendra Modi is aiming his marketing skills at what he calls the "neo" middle classes who form a significant part of the semi-empowered castes.||RADHIKA RAMASESHAN
22/2/2014- ||------||24479110||APPOINTMENTS/PROGRAMMES/ANNOUNCEMENTS||-------------------------------------||
19/4/2014- ||commentary||24480148||The Tyranny of the 'Common Man'||The term common man has swiftly shifted from having one connotation to another. The common man has become the conservative brigade that makes up the nation's moral police, and seems to be taking up the sovereign's role and vice versa, and both are out to discipline and punish the uncommon other. Democratic politics has to recognise the problem of otherness and treat it without prejudice and a partisan law.||MANASH BHATTACHARJEE
7/6/2014- ||notes||24479612||Developments in the Workforce between 2009-10 and 2011-12||After a disappointing performance between 2004-05 and 2009-10, the Indian labour market showed some improvement between 2009-10 and 2011-12. During this two-year period, around 11 million jobs were created at an annual growth rate of around 1.1% per annum. Both rural and urban India witnessed a sharp decasualisation of employment, especially of females, and a significant improvement in the creation of regular wage employment as compared to previous rounds of the National Sample Survey. There was a faster decline in the share of workers in the farm sector during this period, while manufacturing and service sectors witnessed high growth rates in employment.||C RANGARAJAN,SEEMA,VIBEESH E M
8/2/2014- ||commentary||24479257||Attempts to Erode RTI Mechanism||The Right to Information mechanism is sought to be diluted by certain bodies by the arbitrary use of pre-existing procedures and rules which were enacted at a time when citizens' right to information had little or no consequence. These rules also lack procedural safeguards and have onerous fees devoid of any reasonableness. The aggrieved citizen had no choice but to approach the courts. This trend must be arrested in time to prevent the erosion of the hard-won right to information.||N SAI VINOD
29/11/2014- ||review of urban affairs||24481080||Mapping the Coastal Commons: Fisherfolk and the Politics of Coastal Urbanisation in Chennai||Multiple, overlapping logics of urbanisation are transforming Tamil Nadu's coast. Real estate, infrastructure, tourism, and urban beautification plans are putting unprecedented pressure on the coastal commons. Fisherfolk, whose everyday life and survival is rooted in the commons, are at the centre of these processes of coastal urbanisation. Faced with the prospect of losing access to these spaces, fisherfolk are drawing upon their customary knowledge and new satellite mapping techniques to assert their rights to land and livelihoods.||MUKUL KUMAR,K SARAVANAN,NITYANAND JAYARAMAN
23/8/2014- ||commentary||24480905||Pharma Price Control Policy: Unrealistic and Unfair||Despite the government's and pharmaceutical lobby's claims and counterclaims, the Drugs (Prices Control) Order, 2013, which covers only 18% of the total domestic market of Rs 71,246 crore, has had very little positive effect as a price control policy. This article points out that the Order leaves out much that should have been included, while including much that should have been left out. Its provisions have made the playing field more uneven, with multiple ceiling prices, which is very unfair to consumers already dealing with an irrationally priced market.||S SRINIVASAN,T SRIKRISHNA,MALINI AISOLA
1/12/2014- ||perspectives||24481052||Should Muslims Fear the Kiss? Body as Resistance in the Times of Hindutva||This article questions the ways in which certain Muslim/Islamist groups engaged with the "Kiss of Love" protests in Kerala. These protests openly challenged certain dominant perspectives about the "body", sex and morality, apart from expressly resisting the penetration of Hindutva into Kerala. The author argues that Muslim/Islamist organisations that conducted counter-protests against the "Kiss of Love" failed to comprehend the trajectory of Hindutva's urban-spatial intervention, and have misread Islam's own engagements with the "body".||P K YASSER ARAFATH
28/6/2014-5/7/2014||------||24480169||Vulnerability, Forced Migration and Trafficking in Children and Women: A Field View from the Plantation Industry in West Bengal||Since economic globalisation, the plantation industry in West Bengal has witnessed extensive sickness and closure. The brunt of this is borne by workers and their families belonging to marginalised tribal communities. This gives space to organised crime to lure a large number of women and children to distant places on the pretext of providing them with jobs, which almost invariably leads to exploitation at a later stage. The findings of this study, done in 12 sick and closed tea gardens in Jalpaiguri district, demonstrate the close link between vulnerabilities, migration, and trafficking in children and women. It also suggests there have been changes in the nature of human trafficking in the country, calling for a new policy perspective on the issue.||BISWAJIT GHOSH
27/12/2014- ||comment||24481195||Why Rape Victims Lose: The culture of endless delays by trial courts leads to injustice for victims||-------------------------------------||
31/5/2014- ||review of urban affairs||24479638||Patterns and Practices of Spatial Transformation in Non-Metros: The Case of Tiruchengode||Urban transformation in Tiruchengode town in Tamil Nadu has been predominantly driven by processes internal to it. It has been driven by growth of the town's economy and the practice of entrepreneurs investing in land for capital accumulation. The process described in this paper reinforces the theories of subaltern urbanisation and in situ urbanisation. While the role of the town's entrepreneurs, local landowners, and politics have been significant factors in shaping the evolution and development of its economy, the transformation story has also been shaped by supra-local flows of capital and labour from the region.||BHUVANESWARI RAMAN
31/5/2014- ||------||24479651||CURRENT STATISTICS||-------------------------------------||
9/8/2014- ||commentary||24480783||Case for Including Immovable Property in the GST||Including immovable property transactions in the tax base of the proposed Goods and Services Tax will curb the generation of black money while improving tax buoyancy. A model for such inclusion is proposed here. GST could be applied at a concessional rate after providing for suitable exemptions for sale and lease of domestic housing units.||V BHASKAR
5/4/2014- ||perspectives||24479381||'New Radicalism' in Hindi Literature: Vijaydan Detha, Rajendra Yadav and Omprakash Valmiki||The work of three Hindi writers who all died in late 2013 Vijaydan Detha, Rajendra Yadav and Omprakash Valmiki - was distinct and yet overlapped with each other. It reflected the larger and continuing churn in the world of Hindi writing. Their writings are proof of the amorphous nature of the Hindi written world that allows conflicting worlds to cohabit together.||AVINASH KUMAR
15/11/2014- ||commentary||24480946||Disciplining the Intimate: The Kerala Model||The recent furore over the "Kiss of Love" protest march in Kerala reveals the paradoxical nature of the state's polity and the link between discourses on morality and the maintenance of regimes of power.||MEENA T PILLAI
8/11/2014- ||margin speak||24481266||No Swachh Bharat without Annihilation of Caste||Bharat will not be swachh unless the caste ethos is completely eradicated.||ANAND TELTUMBDE
30/8/2014- ||commentary||24480484||Financial Inclusion: Differences between the Government and RBI?||The prime minister's mission on financial inclusion for all by 2018 is not a new programme, there have been variants initiated by the Reserve Bank of India and there was another proposal of the Ministry of Finance as well. The new programme as it stands has few details and does not seem to recognise the enormity of the infrastructural and human resource challenges that must be overcome and the scaling up expected of the banking sector. There also seems to be a lack of coordination between the RBI and the Government of India.||S L SHETTY,BIPIN K DEOKAR
26/7/2014- ||oral history||24479740||Oral Traditions and Contemporary History: Event, Memory, Experience and Representation||Oral history raises questions about the relationship between subjectivity and history — particularly the role memory plays in understanding what historical events mean to human subjects who experience them. Beginning its investigation with a performance and painting tradition that is still living, this article asks in what ways oral traditions — songs and performances — can be used as resources to understand the relationship between history and memory. It demonstrates the ways in which oral tradition and oral history might converge and map out a distinct relationship between experience and memory, and thus point towards a different understanding of events and their interpretations.||INDIRA CHOWDHURY
17/5/2014- ||------||24479694||FROM 50 YEARS AGO||-------------------------------------||
22/2/2014- ||notes||24479090||Politics of Pre-election Riots in Kishtwar||The communal clashes that broke out in Kishtwar in Jammu and Kashmir on 9 August 2013 on the eve of Eid are going to cast a long shadow on the forthcoming elections as well as on communal relations. As it is, the Islamic nature of the later phase of the Kashmiri movement and the creation of the village defence committees have led to the two communities choosing sides and to the shrinking of common spaces. The division which seemed to be political in the initial phase has now entered the social and cultural spaces.||AMIT KUMAR
19/7/2014- ||commentary||24479764||End of the Planning Commission?||The nature of contemporary political economy in third world countries like India precludes not just socialist planning, but even Nehruvian planning, social democratic planning, fascist planning, or even planning in the sense of the nation state managing or negotiating its relations with globalised capital. It precludes any role for a "Planning Commission".||PRABHAT PATNAIK
27/12/2014- ||review of rural affairs||24481207||Projected Effect of Droughts on Supply, Demand, and Prices of Crops in India||This paper assesses the effect of monsoon droughts on the production, demand, and prices of seven major agricultural commodities – rice, sorghum, pearl millet, maize, pigeon pea, groundnut and cotton. A partial generalised equilibrium model is developed to simulate the effects of deficit rainfall on acreage, yield, production, demand, and prices of different agricultural commodities in India. It is used to project the effect of rain deficits on supply, demand, and prices of monsoon session crops.||PRADUMAN KUMAR,P K JOSHI,PRAMOD AGGARWAL
2/8/2014- ||------||24480477||APPOINTMENTS/PROGRAMMES/ANNOUNCEMENTS||-------------------------------------||
31/5/2014- ||review of urban affairs||24479637||Articulating Growth in the Urban Spectrum||-------------------------------------||PARTHA MUKHOPADHYAY,ANANT MARINGANTI
4/10/2014- ||special article||24480823||The Reality of Special Category States||The "special category" status accorded to certain states in the Indian Union allowed for much higher per capita central assistance compared to other states to flow unto these states enabling some of them to march ahead and prompting demands from others for this status. But these special category states were backward due to reasons of geography, while for the states which are demanding this status today, issues linked to governance lay at the root of their backwardness. Is it time to revisit the criteria and include others into this exclusive category by excluding those who do not need such assistance any longer?||GOVIND BHATTACHARJEE
30/8/2014- ||discussion||24480499||Emergent Ruralities: A Rejoinder||This rejoinder to S S Jodhka, "Emergent Ruralities: Revisiting Village Life and Agrarian Change in Haryana" (EPW, Review of Rural Affairs, 28 June 2014) points out that the proposition regarding "increased vulnerabilities", especially, among local dalits remains underdeveloped as well as issues like the pressure of inflation on wages, the level of fall in the water table, withdrawal of women from farming, etc, remain underexplored and unquantified in an otherwise well-substantiated, timely study.||DEVESH VIJAY
12/4/2014- ||commentary||24479109||Uttar Pradesh: Competitive Communalism Once Again||Uttar Pradesh, a key state in the race for power in New Delhi, is witnessing a resurgence of communal politics after a brief lull in the early 2000s. While the Samajwadi Party's attempts to win back Muslim support seem to have hit a roadblock after the Muzaffarnagar riots, the Bharatiya Janata Party hopes to revive its earlier appeal by promoting Narendra Modi and the Hindutva agenda. Though the earlier weakening of identity politics was expected to bring in a development-oriented politics, the state remains underdeveloped and caught between political parties that still play the same old electoral cards of division and promotion of strife.||SUDHA PAI
10/5/2014- ||------||24479580||Books Received||-------------------------------------||
9/8/2014- ||insight||24480790||Rangarajan Committee Report on Poverty Measurement: Another Lost Opportunity||This is a critical assessment of the Rangarajan Expert Committee on poverty measurement. While much of the media coverage has focused on the poverty lines recommended by the Committee, this article evaluates the methodology adopted and discusses some wider issues that were flagged in the terms of reference set for this Committee. It argues that the Committee missed an opportunity to mark a significant departure from previous approaches (especially in widening the measure of poverty) and provides illustrative empirical evidence in support of this assertion.||RANJAN RAY,KOMPAL SINHA
13/12/2014- ||postscript||24481184||Living with Strabismus: Physically-challenged persons with disabilities like strabismus do not solicit sympathy; rather, they need sensitivity||-------------------------------------||KESHAB ANAND PEGU
27/12/2014- ||notes||24481213||NREGA in Kashmir: Opportunity for Derailed Social Protection||The research on the implementation of the Mahatma Gandhi National Rural Employment Guarantee Act across India has bypassed Kashmir and what little analysis there is, is limited to official statistics. This article looks at how the official figures correlate with the impact of the policy on the socio-economic vulnerabilities in the state. The outcomes in the sample area are primarily rooted in the weak contextual design and a venal institutional apparatus, which are not captured by official figures. A comprehensive understanding of the outcomes of such schemes thus depends on analysis of ground-level data rather than official figures alone.||MUSHTAQ AHMAD MALLA
2/8/2014- ||margin speak||24480439||Saffron Neo-liberalism||An aggressive drive towards neo-liberal economic reforms alongside consolidation of the Bharatiya Janata Party's political constituency with the spread of hegemonic Hindutva through sociocultural channels is on the cards.||ANAND TELTUMBDE
19/7/2014- ||comment||24479762||Image of a City: Cities are not investment destinations, they are places to live in and they must provide equal access to all||-------------------------------------||
2/8/2014- ||notes||24480471||A Poet and a Landlord: Rabindranath Tagore and the Nobel Prize Money||The Nobel Prize for Literature awarded to Rabindranath Tagore in 1913 included a prize money of £8,000. It is commonly assumed that Tagore spent this entire sum on the asrama school in Santiniketan, and later for setting up his dream project – the Visva-Bharati University. The truth, however, is quite different. This note attempts to revisit the "will" of the poet, arguing that his decision regarding the investment of the substantial sum reveals a complex story in which the need of the peasants of his zamindari and that of the community in Visva-Bharati were held in a delicate ethical balance.||SWATI GANGULY
27/12/2014- ||review of rural affairs||24481208||Groundwater Irrigation-Electricity-Crop Diversification Nexus in Punjab: Trends, Turning Points, and Policy Initiatives||The present wheat-rice cropping pattern, groundwater irrigation, procurement policy, and electricity policy have bound farmers in Punjab into a convenient yet vicious relationship that is economically and ecologically unsustainable. The state government provides free electricity for agriculture and a high minimum support price and yet recommends a shift away from rice to curb groundwater depletion. This paper analyses the trends and turning points in irrigation development in the state, its shifts in cropping pattern, and trends in electricity consumption. It further examines the real-world feasibility of the long-pending recommendation to shift the cropping pattern from water-intensive rice and wheat to less water-intensive maize and wheat.||ANINDITA SARKAR,ARJIT DAS
1/3/2014- ||discussion||24479180||Revisiting Subaltern Studies||Instead of responding meaningfully to the arguments in my book Postcolonial Theory and the Specter of Capital, Partha Chatterjee ("Subaltern Studies and Capital", epw, 14 September 2013) has chosen to throw up a smokescreen. He has ignored three tasks of the book - to distil from the key writings of Subaltern Studies the project's essential arguments, to assess the validity of their critique on empirical and conceptual grounds, and to offer an alternative theory, which succeeds where theirs fails. It seems he did not even recognise the reconstructed subalternists' arguments, including his own.||VIVEK CHIBBER
9/8/2014- ||postscript||24480796||(Un)Changing Territories: The Indian cinema industry functions within a territoriality that sometimes overlaps political and linguistic lines, but most often merges, splinters or transgresses them||-------------------------------------||C S VENKITESWARAN
26/4/2014- ||commentary||24480111||The Politics behind Jharkhand's Domicile Policy||The cynical manipulation of the state's people by Jharkhand's political class on the domicile policy issue is leading to resentment and distrust, especially between the tribals and non-tribals. These leaders are raking up the "outsiders" issue to divert attention from corruption and poor governance that they have subjected the state to.||ANANT KUMAR
13/9/2014- ||after the planning commission||24480669||Reorienting the Plan Process and Revitalising the Planning Commission||What needs to be done to give the plan process a new content and direction, and make the proposed National Development and Reform Commission an effective body?||RAJEEVA RATNA SHAH
12/4/2014- ||perspectives||24479120||Neo-liberalism and Democracy||This article attempts to analyse the rise of fascism in Indian politics and explains the growing popularity of a "messiah" who promises to solve all problems in the "closure" of politics under neo-liberalism. It sheds light on the decline of class politics and the rise of "identity politics", the growing clamour against "corruption" and politicians and proposes a path for left politics to break the hegemony of globalised capital.||PRABHAT PATNAIK
27/12/2014- ||special article||24481212||The New and Changing Roles of Cold Storages in the Potato Supply Chain in Bihar||There have been dramatic increases and rapid upscaling of modern cold storages in Bihar, one of the poorest states in India and an area where smallholders dominate. These investments have been triggered by market reform, investment subsidies, and better overall public service provision and governance. Almost all potato farmers, small and large, participate in cold storage and the availability of cold storages is associated with improved efficiency in value chains because of lower wastages even as a number of these cold storages have become involved in input, output, and especially credit markets. The increasing availability of modern cold storages has therefore led to important changes in potato value chains, with significant implications for smallholders.||BART MINTEN,THOMAS REARDON,K M SINGH,RAJIB SUTRADHAR
25/1/2014- ||commentary||24479416||Publicly Talking about Caste: A Report on Jātisamvāda in Prajavāni||An unsual sociological experiment was conducted during the first half of 2013 in the Kannada daily Prajavāni to explore how we can collectively think about caste and through this ask whether it was possible for the public to challenge established beliefs about concepts such as caste, democracy and privacy.||GOPAL GURU,SUNDAR SARUKKAI
30/8/2014- ||special article||24480496||Public Financing for Health Coverage in India: Who Spends, Who Benefits and At What Cost?||Any discussion on universal health coverage in India is premature without a comprehensive understanding of public financing of health coverage in the country. This article analyses the government's share of financial resources for health across different agents, with particular focus on resources for health coverage. An attempt is made to separate spending for health in general and health coverage in particular, and to examine the issue of equity. The analysis indicates that the present health coverage system is inadequate and iniquitous, with various systems running at different costs. It suggests consolidating finances and moving towards a more unified system to realise the benefits of efficiency gains.||INDRANI GUPTA,SAMIK CHOWDHURY
15/11/2014- ||postscript||24480966||Race and Space: Ignorance, bolstered by stereotypes of external appearance, is a determinant in racism and is increasingly manifesting itself as hateful external aggression||-------------------------------------||NEHA SINHA
8/11/2014- ||commentary||24481268||Pricing Domestic Natural Gas: Some Improvement, But Flaws Remain||The new formula for the pricing of natural gas produced in the country is an improvement on the Rangarajan formula. It corrects many of the computational flaws of the much-criticised approach of the previous government. However, there remain faults and there are conceptual flaws as well in the new formula, which if corrected should take the well-head price of gas to no more than $4.20 per million British thermal unit, rather than the price of $5.05 that has now been notified.||SURYA SETHI
12/4/2014- ||commentary||24479116||Fears and Furies of Sexual Harassment: Time to Go beyond Vishaka||The Internal Complaints Committee to deal with sexual harassment cases at workplaces has absolved the state of its responsibility to uphold workers' rights to form labour unions to demand better working conditions. The gender-labour bifurcation, inherent in the ICCs, is erasing rather than establishing the fact that gender discrimination is embedded within labour relations.||MAYA JOHN
26/7/2014- ||oral history||24479742||Listening to Silence, Reading between the Lines and Creating Archives: Why Is Oral History Not an Independent Discipline?||This paper moves away from definitions of oral history as a purely research methodology or secondary source material for mainstream disciplines, by concentrating on the variables it offers as a pedagogical device, and more importantly, as study material for arts and activism. It argues that oral history needs to become an independent discipline in central/state universities, with a well-defined curriculum in place. India has a wide repertoire of oral forms in the domain of cultural practice, but what is missed out are the ways in which voices get silenced. The reformulation of oral history methods of perception and understanding have to come from within systems of education, which stretches from primary to higher levels.||SUROOPA MUKHERJEE
15/11/2014- ||perspectives||24480957||Minorities at the Crossroads: Comments on Judicial Pronouncements||The Constitution confers a fundamental right on India's minorities, giving them the freedom to conserve their religion, language, script and culture, and to establish and administer educational institutions of their choice. Courts, including the Supreme Court, in India showed a special solicitude for the minorities till the 1990s, but this has been watered down in recent years. At the same time, the National Commission for Minorities shows few signs of actively protecting the rights of the minorities.||F S NARIMAN
4/10/2014- ||------||24480831||APPOINTMENTS/PROGRAMMES/ANNOUNCEMENTS ADVERTISEMENTS||-------------------------------------||
18/1/2014- ||commentary||24478968||Non-Coking Coal Pricing in India||A clear system for grading coal is essential as it provides the basis for its pricing on the market. The shift from the useful heat value (seven-grade system) to the gross calorific value (17-grade system) seems to be better for consumers of coal as the pricing is more specific to their energy requirements. Further, the new system of grading coal is closer to the standard that is followed internationally, which provides some parity in coal pricing.||SUMANTRA BHATTACHARYA,RACHIT TIWARI
11/10/2014- ||commentary||24480844||'Final Reports' under Sec-498A and the SC/ST Atrocities Act||The failure by the police to file a First Information Report is the subject of much debate but the Final Report by which a case is closed has received scant attention. This article reflects on the findings following a study of 100 Final Reports each under Section 498A of the Indian Penal Code and the Scheduled Castes/Scheduled Tribes (Prevention of Atrocities) Act, 1989. The police's differential stance on these two laws has major implications in terms of justice delivery.||STHABIR KHORA
28/6/2014-5/7/2014||political economy of pakistan||24480529||Associational Politics in Punjab||-------------------------------------||UMAIR JAVED
10/5/2014- ||special article||24479582||Asiatic Mode of Production, Caste and the Indian Left||The study of Marxism in India has consciously underestimated Karl Marx's concept of the "Asiatic mode of production" which has led it to a number of errors. The place of casteism in the larger matrix of the "Asiatic mode of production" can only be understood if the Eurocentric reasoning and the search for a fictitious "Indian feudalism" are avoided. This would also end the consequent illusory search for the transition from feudalism to capitalism, which has rendered the project of socialism in India to be a mirage.||MURZBAN JAL
26/4/2014- ||review of women's studies||24480117||Gender in Contemporary Kerala||-------------------------------------||J DEVIKA
14/6/2014- ||postscript||24480202||LAST LINES||-------------------------------------||
27/9/2014- ||national election study 2014||24480739||Does Media Exposure Affect Voting Behaviour and Political Preferences in India?||Analysing the National Election Study data from 1996 to 2014, this paper examines the effect of media exposure on Indian elections to reach four main conclusions. First, in the last two decades, Indian electorates have been more exposed to the media than ever before. Second, in the 2014 elections, electorates with higher media exposure were more likely to vote for the Bharatiya Janata Party. Third, voters with higher media exposure were more likely to vote for the BJP in previous Lok Sabha elections as well, and, in that sense, the 2014 elections were no different. Fourth, media exposure influenced the political preferences of people. It also finds that electorates with higher media exposure were more likely to support economic liberalisation, but that it made no difference on social conservatism.||RAHUL VERMA,SHREYAS SARDESAI
22/2/2014- ||perspectives on civil society||24479083||Civil Society and Indian Democracy: Possibilities of Social Transformation||Spaces available for democratic expression need to be utilised with renewed creativity by those fighting for a more equal, less exploitative social order. There is a need to guard against both the despair of rejecting all civil society efforts as sham as well as of taking this democracy for granted. Can civil society organisations work for social transformation without veering towards these two extremes?||MIHIR SHAH
1/11/2014- ||special article||24480998||Publicly-Financed Health Insurance for the Poor: Understanding RSBY in Maharashtra||Evaluating the effectiveness of the "targeting" approach in the Rashtriya Swasthya Bima Yojana, the present study examines the determinants of enrolment, hospitalisation and financial protection for below the poverty line households using data from a large-scale survey conducted in Maharashtra in 2012-13. Almost 50% of BPL households were found to be non-poor and only 30% of them were aware about RSBY. More importantly, the effect of rsby on catastrophic health expenditure was not found to be statistically significant. Since commercial insurance companies and their third party administrators have limited interest in awareness generation and enrolment, their role may be reviewed and instead an independent public agency should be given responsibility for enrolment of unorganised sector workers. This would be a key step towards achieving universal population coverage. However, in the long run, the government should strengthen the resource-starved public health system.||SOUMITRA GHOSH
20/12/2014- ||commentary||24481145||Reclaiming the Crossroads between India and China A View from the River||Recent years have seen remarkable efforts in establishing transport and trade links across south-western China, Myanmar, Bangladesh and north-eastern India. In the ensuing debates among government and policy circles, railways, highways, and seaways feature prominently relative to the rivers. This article suggests that historically rivers have played the key role in economic and transport connections across these regions and therefore deserve a place in the current initiatives.||IFTEKHAR IQBAL
5/4/2014- ||odisha||24479384||Mining and Industrialisation: Dangerous Portents||People's movements in the various tribal districts of Odisha have been opposing plans for mineral extraction and industries that will deprive them of their land and livelihoods. However, the political and state machinery seems to have enthusiastically climbed aboard the development bandwagon, especially in the mining sector, and is little inclined to heed the voices of the poor, marginalised people. Money and greed being powerful motivators, the rapidity with which Odisha has been ceding rights to exploit it its mineral wealth is alarming.||BANIKANTA MISHRA,SAGARIKA MISHRA
26/7/2014- ||special article||24479743||Should Real Wages of Workers Go Up in Indian Manufacturing?||This paper argues why it is important for real wages of workers in Indian manufacturing to go up. During 1998/99-2010/11, the growth in nominal wages appears to have been crowded out by a consistent increase in the consumer price index for industrial workers, rendering a scenario of temporally stagnant real wages in the manufacturing sector. There appears to be a discernible disparity between wage rates of directly employed and temporary workers. Moreover, trend growth rates of wages of supervisory and managerial staff, notwithstanding variation across industries, are significantly higher than that of workers, indicating that the stagnation of the real wage is presumably a stylised fact for workers but not for managerial and supervisory staff. The institution of minimum wage in India seems to be lackadaisical in enforcing a floor wage that compensates for a rise in prices, and providing a premium for the skill. The elasticity of real wages to average productivity of workers appears to be of a perceptibly lower magnitude.||T MURALIDHARAN,BINO PAUL G D,ASHUTOSH BISHNU MURTI
12/7/2014- ||insight||24480302||India Needs a National Policy to Control Tuberculosis||There is no policy in India for tuberculosis control and the centrally-run Revised National Tuberculosis Control Programme has neither mandate nor agenda for TB control. There are short, medium and long term remedies for the maladies of the revised programme which are detailed in this article. TB is both a biomedical and a social, cultural and economic problem. Citizens must demand a national policy for TB control.||T JACOB JOHN
18/10/2014- ||commentary||24480870||Myths and Prejudices about 'Love Jihad'||The case histories of seven Muslim-Hindu couples not only give the lie to assertions of the "love-jihad" propagandists, they also bust a lot of generally-accepted anti-Muslim prejudices.||JYOTI PUNWANI
26/4/2014- ||commentary||24480112||Employment Trends among Religious Communities of India||Looking at the National Sample Survey Office data on employment and unemployment by major religious groups, this article finds that the Muslim community remains worse-off compared to all other religious groups on almost all indicators. It is argued that to reap the "demographic dividend", Indian policymakers and administrators will have to proactively implement at least existing social welfare programmes, particularly those that are related to school education.||SUNITA SANGHI,A SRIJA
