27/6/1987- ||------||4377140||Companies: Acquiring Lab Base||-------------------------------------||Hansavivek
07/2/1987- ||special articles||4376651||Principles for Random Scrutiny of Income Tax Returns||In the Long-Term Fiscal Policy and the discussion paper on Rationalisation and Simplification of Direct Tax Laws, the finance ministry has expressed the intention of providing for random scrutiny of a sample of income tax returns. While, in the interests of cost effectiveness, acceptance of the principle of random sampling is welcome, various specific measures proposed in the two finance ministry documents are problematic. In this note an enunciation of the economic principles of random scrutiny is undertaken with special reference to the Indian income tax case. A scheme for the implementation of random scrutiny is also proposed.||A. Das-Gupta
18/4/1987- ||------||4376913||Right to Maintenance||-------------------------------------||
10/10/1987- ||------||4377585||A Compromise Formula||-------------------------------------||
12/12/1987- ||special articles||4377855||Political Ecology of Drought and Water Scarcity: Need for an Ecological Water Resources Policy||While drought has been with us for centuries, the present water scarcity poses a wider and more serious problem to our socio-economic life. Solutions can be sought only on the basis of a comprehensive understanding of the ecological factors at the root of the problem. Drought has generally been associated exclusively with deviations in rainfall. In actual fact the current water scarcity is a result of our failure to ensure the stability of the water cycle in the course of implementing developmental programmes.||Jayanta Bandyopadhyay
14/11/1987- ||from the ivory tower||4377722||India at the Cross-Roads of Economic Policy||Apologists of government policies, both in the government and outside, have been saying that what the economy needs today is a consumption orientation which is likely to provide the required impetus for further economic growth. And it is this philosophy which has informed government policies of late. It is in this context that the twin problems of (a) the possibility of inflation and (b) the financing of development need to be examined.||Arun Ghosh
21/2/1987- ||------||4376695||Companies: Low Profits on Electricals||-------------------------------------||Hansavivek
25/4/1987- ||reports||4376952||Salt on Raw Wounds||-------------------------------------||Harji Malik
04/7/1987- ||special articles||4377183||Can 'High' Technology Help Third World 'Take-Off'?||This paper examines the scope for and limitations of a strategy of technological leap-frogging from the point of view of the third world countries. It examines preconditions for a successful leap-frogging and take off and argues that these conditions are likely to hold only in advanced developing countries. The paper also argues that central planning and government intervention play an important role in technological take-off.||A. S. Bhalla
15/8/1987- ||reports||4377366||Other Side of Punjab Crisis: Agricultural Workers' Struggle||In April this year the rich peasants backed by the AISSF attempted to lower harvesting wages in Tarn Taran and Patti tehsils of Amritsar district, an area which has been notable for terrorist activity. Agricultural workers, many of them Mazbhi sikhs, have successfully countered the move with the support and leadership of the left forces. These struggles have not only exposed the class implications of the sikh fundamentalist-based terrorism, but have demonstrated that it is only the mass mobilisation of the oppressed classes which can counter it.||
07/3/1987- ||------||4376745||Rewriting History||-------------------------------------||
15/8/1987- ||------||4377369||A Correction: American Hegemony in Pacific||-------------------------------------||
25/4/1987- ||------||4376943||One More US Veto?||-------------------------------------||
14/2/1987- ||------||4376666||Companies: Diversified Market||-------------------------------------||Hansavivek
25/4/1987- ||special articles||4376965||Labour Relations in Agriculture: A Study in Contrasts||It is an implicit assumption that in a developed region not only would the different forces of production be developed but also the relations of production would be more advanced. This comparative study of two rural areas in West Bengal, one relatively developed and the other relatively backward, seeks to test this hypothesis. It was expected that labour relations in the developed area would be more advanced than those in the Bankura area. Actually, the investigation shows that labour relations in the backward area are more advanced that those in the developed area.||Ashok Rudra
12/12/1987- ||reports||4377849||Karunakar Gupta||-------------------------------------||N. M.
18/7/1987- ||------||4377227||Double-Talk on Nuclear Power||-------------------------------------||
21/11/1987- ||business||4377744||Pandering to Stockbrokers||-------------------------------------||
14/11/1987- ||discussion||4377734||Labour Relations in Agriculture||-------------------------------------||A. K. Srivastava
03/10/1987- ||------||4377555||External Drain||-------------------------------------||
18/7/1987- ||------||4377238||In the Capital Market||-------------------------------------||
21/3/1987- ||special articles||4376818||South Asian Migration to United States: Demand and Supply Factors||Studies on the migration of professionals to the United States have focused largely on the supply factors. This paper departs from this approach to assess whether the demand factors may not be the real determinants. The authors attempt to (1) estimate the flow of south Asian nationals entering the US labour market on a permanent basis from 1968 to 1981, and (2) Consider the major determinants of this immigration and the impact on both the US and south Asian economies.||Shahid Javed Burki,Subramanian Swamy
26/9/1987- ||business||4377524||Case for Importing Oilseeds||-------------------------------------||
08/8/1987- ||------||4377322||Treading on Nationalist Corns||-------------------------------------||
20/6/1987- ||business||4377110||Success Story||-------------------------------------||
07/2/1987- ||capital view||4376634||Confusion upon Confusion||-------------------------------------||Romesh Thapar
25/4/1987- ||------||4376940||Outside Courts' Sphere||-------------------------------------||
21/2/1987- ||------||4376684||Wooing Foreign Investment||-------------------------------------||
17/10/1987-24/10/1987||political commentary||4377628||Enter the Jan Morcha||The setting up of the Jan Morcha had become necessary once it was realised by V P Singh and his friends that it was a prolonged political tussle which they would have to engage in. The notion that either the Congress(I) leadership will be quickly displaced or the party will simply disintegrate has turned out to be an excessively facile one. Equally facile has turned out to be the idea that a grand united front of all opposition parties under the leadership of V P Singh will emerge to confront the Congress(I).||Nishtar
19/12/1987- ||discussion||4377893||Effect of Tariffs on Foreign Prices||-------------------------------------||Ranjit Sau
05/12/1987- ||companies||4377810||Reduced Dependence on Cotton||-------------------------------------||
11/7/1987- ||from the ivory tower||4377198||Further Thoughts on Import Liberalisation||The larger aid promised by the Aid India Consortium for the current year at $ 5.4 billion contains seeds of serious problems in the future. Borrowing from abroad can be useful provided the imported savings are used to finance essential imports. But if we start importing power generating equipment against tied aid because of a shortage of rupee resources we would be asking for trouble.||Arun Ghosh
19/12/1987- ||------||4377865||New Phase of Gorkhaland Movement||-------------------------------------||
21/2/1987- ||reports||4376698||Performance of Indian 'Joint Ventures' Abroad||-------------------------------------||
31/10/1987- ||review of women studies, october 1987||4377662||Impact of Male Migration on Rural Females||Male out-migration from the rural poor over extended periods greatly increases women's work burdens and compounds their difficulties of basic survival. The additional source of income through remittances does not substantially change the economic status of family nor helps it come out of its subsistence level. A little more food and a few basic needs to reduce their poverty is all they get in return for prolonged displacement of family life, emotional deprivation and insecure future, except for a possible bridge for their children to go to the big city. The women in these de facto female-headed households project themselves as the 'behind-the-scene' decision-makers, while trying to live according to the expectations of the patriarchal ideology, conferring the role of major decision-maker on the absentee husband. Thus male migration from the poor peasant or landless households by itself neither leeds to greater autonomy for women nor pulls the family out of its poverty.||Surinder Jetley
11/4/1987- ||special articles||4376901||Central Budget: Only the First Phase?||When all is said and done, the facts about the 1987-88 budget that stand out are the feeble efforts to increase revenues, the failure to control expenditures and the continuance of large inflation-potent deficits. Since there seems to be little prospect of successful control of expenditure, revenues have to be increased. And if revenues have to be increased, there have to be more taxes and increases in the administered prices in the coming months. The present budget then becomes only the first phase of budgeting for the year, subsequent phases coming later through supplementary tax bills and price-increases through executive orders. But such steps cannot go very far, unless the basic fiscal malaise of sharply rising non-plan non-developmental expenditure can be controlled, along with measures to increase the production and equitable supply of essential consumer goods. The budget alone cannot increase employment, incomes, demand and essential outputs, but every proposal included in it should be shaped by a full awareness of the development needs. It is sad to find that even now there is a complacent attitude towards prices, the balance of payments and income distribution. This complacence is bound to be shaken by the emerging pressures.||Bhabatosh Datta
20/6/1987- ||special articles||4377123||Cotton Handloom Manufactures of Bengal, 1870-1921||Contemporary accounts and later researches suggest the decline of specialised weaving crafts in the major urban centres of Bengal in the first half of the nineteenth century. Competition from Lancashire machine-made and cheaper piecegoods and high protective and discriminatory tariffs have been adduced as the reasons for the declining demand for Bengal's specialised crafts. The critics of the deindustrialisation thesis, however, refuse to accept this argument. They suggest that import of cheap yarn from Lancashire had improved the competitive position of the handloom weavers and further that effective demand for handloom products was actually on the increase since per capita consumption of cotton cloth had increased in the first half of the nineteenth century. Finally, it has been argued that Lancashire cloth could not be a substitute for the types of cloth demanded by the mass of the Indian people. This study of the cotton handloom industry in Bengal over a period of 50 years from 1870 to 1921 aims to throw light on some of these issues.||Ruma Chatterjee
26/12/1987- ||business||4377903||Case for Pricing Policy Review||-------------------------------------||
31/10/1987- ||review of women studies, october 1987||4377667||Work and Status||-------------------------------------||U. Kalpagam
22/8/1987- ||special articles||4377404||Santhal Bataidars in Purnia District: Ecological Evolution of Sharecropping System||The Kosi river has for long been known in Bihar as 'the river of sorrow'. The legacy of the colonial diara revenue policy in the form of continuing oppression and agrarian strife has made this title all the more apt, not only in an environmental context but in economic, agrarian and social terms as well. This paper addresses itself to the complicated interaction between ecology and agrarian rights in the Dharampur pargana of Purnia district and the primary importance of the unique Kosi diara environment in promoting and instigating the oppressive batai system within this pargana.||Christopher U. Hill
11/7/1987- ||reports||4377209||FICCI Sees the Light||Even the FICCI now recognises that the critical factor holding back industrial growth is insufficient demand, though the remedies that business and industry are lobbying for and which the government has been progressively conceding-reduction of excise duties and interest rates and liberal expansion of bank credit for holding unsold stocks and even for speculative operations on the stock market-add up to a cure worse than the disease.||B. M.
08/8/1987- ||------||4377320||Radical Rhetoric and Ruthless Repression||-------------------------------------||
03/10/1987- ||political commentary||4377563||Congress Socialist Forum in a New Role||The Congress Socialist Forum in its original incarnation was a ginger group agitating for radical policies within the Congress and demarcating itself from the ruling establishment. The revival of the Forum now has altogether different motivations. This has been emphasised by the enthusiastic adoption of the Forum by the leader of the party.||Nishtar
07/2/1987- ||from the ivory tower||4376638||Conventions, Caprices and People Management in Government||-------------------------------------||Arun Ghosh
28/3/1987- ||------||4376833||Calcutta Diary||-------------------------------------||A. M.
30/5/1987- ||special articles||4377046||Agrarian Violence in Bihar||This paper argues that the present spate of agrarian violence in Bihar is a manifestation of intense struggle between the rural oligarchy and the direct producers, the latter comprising agricultural labourers and cultivators who use mainly family labour in their cultivation. Enmeshed in the feudal tradition of extra-economic coercion, the rural oligarchy is engaged in a feudal mode of appropriation of surplus and in intensification of exploitation. The direct producers have now decided to resist this exploitation and this antagonistic contradiction manifests itself in class struggle which surfaced in the late sixties and is now becoming bloodier every day. The struggle has intensified as the economic crisis has deepened because of non-development in an agrarian structure which remains dominated by semi-feudal relations of production even after more than three decades of independence. It may be possible to suppress the militant poor peasant movement by using the para-military forces in a big way, but not for long. If the economic roots of the peasant movement are not tackled by massive investment in water management and land reform measures providing land to the tillers to the exclusion of intermediaries, the movement is bound to surface again and again involving larger and larger geographical areas.||Pradhan H. Prasad
08/8/1987- ||from the ivory tower||4377330||Black Money and Its Impact on Savings and Investment||The impression, shared even by experts, that the rate of unrecorded savings out of black income is higher than our recorded saving rate and that, therefore, the rate of saving is under-stated in national accounts statistics, is based on a misunderstanding of the methodology used for estimating savings. Nor does black money go to finance large-scale investment activity; it mainly goes for conspicuous consumption, or speculative activity or acquisition of urban property.||Arun Ghosh
21/3/1987- ||------||4376796||Their Bomb, Our Bomb||-------------------------------------||
01/8/1987- ||reports||4377307||Why Ban High Dose EP Drugs?||Medically and socially there is every reason to ban high dose oestrogen-progesterone drugs. These drugs, which are easily available over the counter, are widely misused with negative consequences for fetuses accidentally exposed to them. Moreover, these products have no role to play in medical practice.||
11/4/1987- ||business||4376887||The Last Straw?||-------------------------------------||
28/11/1987- ||------||4377770||Opposition Unity, but for How Long?||-------------------------------------||
08/8/1987- ||------||4377321||Bleep for All?||-------------------------------------||
12/12/1987- ||business||4377836||Prices Decline, but Still No Clear Policy||-------------------------------------||
15/8/1987- ||companies||4377358||Bumpy Ride||-------------------------------------||
20/6/1987- ||perspectives||4377120||Questions of Nationalism and Communalism||-------------------------------------||Gyanendra Pandey
01/8/1987- ||companies||4377301||Equipment for Nuclear Power||-------------------------------------||
19/9/1987- ||discussion||4377513||Effect of Tariffs on Foreign Prices||-------------------------------------||Andre Sapir
25/7/1987- ||business||4377269||Narrowed Margins||-------------------------------------||
19/12/1987- ||companies||4377874||Improved Capacity Utilisation||-------------------------------------||
19/12/1987- ||reports||4377886||Malaysia: Bogey of Racial Tension||The government explains the recent crisis in Malaysia in terms of the rising racial tension. But in fact, the arrest of political dissidents and social activists brings into focus the nature of the political structure in the country which forecloses options for political activism outside the party structure.||Kalpana Sharma
11/7/1987- ||discussion||4377221||Marshall's 'Ultra-Short Period' Market||-------------------------------------||A. K. Dasgupta
18/4/1987- ||business||4376917||New Pace-Setter||-------------------------------------||
13/6/1987- ||business||4377083||Hostage to Import Lobby||-------------------------------------||
19/12/1987- ||companies||4377872||Diversification||-------------------------------------||
21/11/1987- ||------||4377743||Militant Secular Alternative||-------------------------------------||
24/1/1987- ||from the ivory tower||4376581||A Free Ride to the 21st Century?||-------------------------------------||Arun Ghosh
07/2/1987- ||------||4376630||Change, below the Surface||-------------------------------------||Ramesh Jaura
28/2/1987- ||------||4376711||Growth of a Sort||-------------------------------------||
18/4/1987- ||business||4376916||'New' Textile Policy Flops||-------------------------------------||
21/3/1987- ||reports||4376810||Struggle against Sex Determination Techniques: Unfinished Battle||-------------------------------------||R. P. Ravindra
07/2/1987- ||business||4376632||Price Conundrums||-------------------------------------||
20/6/1987- ||special articles||4377124||On Calculating the Cost of Living Index in India: A Note||This note provides evidence on Indian budget data on the variation of the true cost of living index across expenditure classes, and on the sensitivity of the index to the demand functional form used. The results show the inegalitarian nature of price rise in a period of accelerating inflation that can have significant impact on inequality estimates. The study points to the need for publishing more disaggregated, expenditure-class specific cost of living indices and importance of continuing the search for a more plausible demand system for the Indian economy.||Ranjan Ray
29/8/1987- ||------||4377416||Beyond 'Rajiv-Hatao'||-------------------------------------||
02/5/1987- ||reports||4376988||A Visit to the Federal Reserve Bank of New York: II||-------------------------------------||Sudhir Sen
26/12/1987- ||------||4377901||Long Wait||-------------------------------------||
17/10/1987-24/10/1987||special articles||4377638||Commercial Vehicles Industry in India: A Case History, 1928-1987||Although Hindustan Motors and Premier Automobiles were established prior to independence, the real history of the Indian automobile industry begins with the Tariff Commission Report of 1953, when firms without a phased manufacturing programme were asked to withdraw from India. By 1965, there were seven firms manufacturing commercial vehicles, four of which also produced passenger cars/jeeps. In 1981, the government approved the entry of four new firms (with Japanese collaboration) into the market for light commercial vehicles. This was followed by further liberalisation in industrial policies, viz, broad-banding, exemption from the provisions of section 21 and 22 of the MRTP Act, and the announcement of minimum economic scales. Since the very beginning, the government has placed more emphasis on commercial rather than private transport vehicles. This is evident in the successive Tariff Commission Reports as well as in the inclusion of commercial (but not private) vehicles in the list of 'Appendix I' industries in 1973. The industry has been protected via quantitative restrictions, a virtual ban on import of built-up vehicles, and high rates of duty. Given its role as a leading sector in economic development, the industry's average growth rate of 4 per cent over the period 1950-85 would seem to be inadequate. The recessionary period of 1965-77 was followed by a boom in 1978-81. Since then, production has stagnated and the euphoria generated by the easing of restraints has been replaced by pessimism resulting from over-crowding and over-capacity, an unanticipated slow-down in growth of demand, an unforeseen rise in the value of the yen, and ambiguity in government policy.||Sanjay Kathuria
03/1/1987-10/1/1987||reports||4376529||Report to Mother||-------------------------------------||C. P. Surendran
04/7/1987- ||reports||4377177||CITU Conference||CITU's influence is limited to a few states and its base is weak in many strategic industries and in many important industrial centres. Its national conference in May did not pay enough attention to these weaknesses or to the limited political influence of CITU on workers.||
20/6/1987- ||discussion||4377125||On the Relevance of Economic Modelling for Analysis of Food Price Policy||-------------------------------------||A. de Janvry,K. Subbarao
22/8/1987- ||------||4377380||Sinhala Resentment||-------------------------------------||
26/9/1987- ||companies||4377530||New Area||-------------------------------------||
15/8/1987- ||business||4377354||In for an Overhaul||-------------------------------------||
07/11/1987- ||business||4377686||Unaffected by Drought||-------------------------------------||
1/5/1987- ||------||4376998||Steel in Doldrums||-------------------------------------||
21/3/1987- ||special articles||4376816||Horizontal Equity and Choice between Income and Expenditure Taxes||This paper argues that while an expenditure tax is superior to an income tax from the point of view of horizontal equity and other economic objectives, partial tax reforms like substituting an expenditure tax for a personal income tax may not be welfare improving. An attempt is made to provide a method of estimation of incidence of revenue policies that affect consumer expenditure (commodity taxes, public sector commodity price-cost mark-ups and an expenditure tax) on people in various expenditure classes in the economy. Finally, some estimates are presented of distribution of burden of commodity and personal income taxes in India by household consumer expenditure classes.||M. N. Murty
21/3/1987- ||reports||4376809||Who Wants the Glacier of Wild Roses?||-------------------------------------||
03/1/1987-10/1/1987||------||4376524||A Colombo Diary||-------------------------------------||A. M.
28/2/1987- ||special articles||4376740||Indian Macro-Economic Policies||A good deal has been written about the intricacies of Indian controls, and the consequential price distortions which result in apparently irrational production and trading incentives, and the delays and corruption they cause. But almost nothing seems to have been written to explain India's relatively untypical macro-economic policies, or to question whether they have been conducive to long-run development. This paper presents a preliminary survey of Indian macro-economic policies from 1965 to 1980.||Vijay Joshi,I. M. D. Little
18/7/1987- ||reports||4377240||When Law Enforcers Turn Criminals||Illegal detention of tribals by the police is common in the tribal areas of Gujarat. Such detention has little to do with the investigation of crimes, but are only a means of extorting money from the illiterate tribal people and intimidating them.||Mathew Kalathil
05/12/1987- ||companies||4377811||Modernisation Programme||-------------------------------------||
06/6/1987- ||reports||4377067||Casey's People||-------------------------------------||C. Raja Mohan
10/10/1987- ||business||4377590||Contra-Seasonal Upswing||-------------------------------------||
14/3/1987- ||special articles||4376792||Utilisation of Demographic Data for Policy-Making, Planning, Monitoring and Evaluation: A Note on Some Critical Issues||Very little effort has been made over the years to streamline the demographic data base by better management of the data systems. The emphasis has largely been on the expansion of the data base rather than on consolidation and improvement in the quality of data. No real efforts have been made to restructure and modernise the data base so as to ensure speedy dissemination and the fullest utilisation of such data. Some critical issues in regard to utilisation of demographic data are raised in this note.||Ashish Bose
28/11/1987- ||review of management, november 1987||4377785||Making of a Participative Forum: BHEL Experience||This paper recounts the experience of the Joint Committee, the apex, participative union-management forum of the public sector organisation, Bharat Heavy Electricals Limited. The data, based on the minutes of the Joint Committee meetings, covering the period from the setting up of the forum in 1973 through to mid-1982. The paper traces how in a multiple union situation, the forum sought to evolve commonly acceptable norms for determining union representation to the forum, and then went on to reconstitute itself through secret ballot. Through the process of joint decision-making, the apex body was able to make both management and unions accountable to the forum, and acquire directive authority as well as participate in rule-making for the organisation. On the basis of this experience, the paper concludes by questioning the validity of certain commonly held assumptions about workers' participation in management, in the Indian context.||Cherian Joseph
07/3/1987- ||reports||4376756||Bottomless Pit||-------------------------------------||Gautam Navlakha
12/12/1987- ||------||4377854||A Correction: Women's Struggle in Pakistan||-------------------------------------||
21/3/1987- ||business||4376802||Out-Dated Technology||-------------------------------------||
07/11/1987- ||------||4377681||In Aid of Liberalisation||-------------------------------------||
01/8/1987- ||companies||4377302||Expanding Product Range||-------------------------------------||
03/1/1987-10/1/1987||reports||4376527||Who Gains from Drug Policy Liberalisation?||-------------------------------------||Amitava Guha
28/11/1987- ||reports||4377781||Abridging Fundamental Liberties Compulsory Disclosure of Sources: A Boundless Danger||There exists no law in India compelling disclosure of source by journalists. In the absence of such a law, the courts cannot take it upon themselves to abridge fundamental liberties. Nor can any presumption be drawn in favour of disclosure; in view of Section 15 (2) of the Indian Press Council Act, it is in fact to be presumed that the legislature intended sources to be protected.||Colin Gonsalves
29/8/1987- ||companies||4377428||Good Prospects||-------------------------------------||
06/6/1987- ||reports||4377063||Liberalisation of Economic Policies: World Bank's New Push||-------------------------------------||B. M.
14/2/1987- ||------||4376660||Popular Mandate||-------------------------------------||
02/5/1987- ||reports||4376986||Perestroika and Glasnost||-------------------------------------||R. G. Gidadhubli
22/8/1987- ||special articles||4377405||Housing for the Rural Poor||Although the first village housing scheme was introduced as early as the Second Five Year Plan, the government has never carried out a comprehensive survey to assess the nature and extent of the housing needs in rural areas, nor has it ever allocated adequate funds for rural housing. The government's approach to rural housing has been based on four considerations: (1) highly subsidised housing should be provided for the poor; (2) the poor should use their own labour to construct their houses; (3) low-cost houses should use local materials and local skills; and (4) the public, the co-operative and the household sectors should be involved in housing activity. How effective has this approach been in solving the rural housing problem?||Indira Hirway
04/7/1987- ||------||4377160||Safeguarding the Status Quo||-------------------------------------||
22/8/1987- ||------||4377389||In the Capital Market||-------------------------------------||
18/4/1987- ||------||4376910||A Fragile Polity||-------------------------------------||
15/8/1987- ||reports||4377364||Sad Story of the Oustees of Sardar Sarovar||The activities for resettlement of the oustees of the Sardar Sarovar project on the Narmada river in Gujarat cover mostly landholders though a large number of landless labourers have also been displaced by the project. Even the landholders have been cheated by being sold lands encumbered with heavy debts or, quite unbelievably, lands which were soon to be acquired for the same Sardar Sarovar project.||Mathew Kalathil
26/12/1987- ||review of agriculture, december 1987||4377914||IRDP: How Relevant Is It?||The Integrated Rural Development Programme (IRDP) is the centre-piece of anti-poverty programmes in India. The core of the IRDP is to provide poor families with income-generating assets to enable them to cross the poverty line. What share of IRDP assistance goes to the deserving poor? What kind of assets are they provided with? What is the order of leakages that take place? What are the problems associated with bank financing of IRDP? Are IRDP loans bad debts? Do the assets remain with the beneficiaries? Are they better off due to IRDP assistance? What proportion of them cross the poverty line? These are some of the questions that the author attempts to answer. The analysis of the various issues is based on the massive primary data/information generated by the concurrent evaluation survey of IRDP carried out by reputed research institutions in the country on behalf of the Department of Rural Development of the government of India during October 1985-September 1986. Neither the scepticism of the antagonists of IRDP nor the excessive optimism of the protagonists of the programme is warranted. The findings clearly show that the IRDP is a mixed bag.||N. J. Kurian
28/11/1987- ||------||4377768||Stray Thoughts||-------------------------------------||
17/10/1987-24/10/1987||------||4377615||Money at a Price||-------------------------------------||
07/11/1987- ||reports||4377697||Indian Industrialisation: Strategy Changes and Issues for Research||The seminar on Indian Industrialisation at the Centre for Development Studies, Trivandrum, dealt with (i) certain macro aspects such as industrial growth, productivity, efficiency, technology and competitiveness; (ii) industry-specific performance and problems; and (iii) the political economy of industrialisation in terms of the relationship between State and Capital, Indian and foreign. A report.||Mridul Eapen
04/7/1987- ||------||4377163||Blurring of Objectives||-------------------------------------||
10/10/1987- ||political commentary||4377597||Time for a Political Initiative in Punjab||The initiative taken by the acting chief of the Akal Takht, Darshan Singh, to challenge the right of terrorists to speak on behalf of the Sikh community and control the Golden Temple provides a glimmer of hope that the terrorist elements can be isolated from the mainstream of Sikh opinion. An opportunity has indeed arisen once again, after the promise of the Rajiv Gandhi-Longowal accord was mindlessly allowed to be dissipated, decisively to move out of the defeatist law and order approach to dealing with the terrorist menace in Punjab.||Nishtar
24/1/1987- ||------||4376574||Changed Setting||-------------------------------------||
21/11/1987- ||companies||4377748||Getting out of Two-Wheelers||-------------------------------------||
24/1/1987- ||------||4376595||Soviet Foreign Trade Policy Changes||-------------------------------------||
11/4/1987- ||reports||4376895||Rich Farmers' Muscle and Musclemen||-------------------------------------||Mathew Kalathil
11/7/1987- ||------||4377191||Delaying Tactics||-------------------------------------||
30/5/1987- ||civil liberties||4377030||Terrorism and Law of Evidence||-------------------------------------||A. G. Noorani
17/1/1987- ||business||4376545||Weak Spots||-------------------------------------||
15/8/1987- ||reports||4377367||No Representation without Taxation||Within weeks of sweeping to power for an unprecedented third term, Margaret Thatcher has proposed far-reaching 'reform' of Britain's system of local government finance. The proposed replacement of property tax by a poll-tax will sharply raise the local tax burden on the poor, a significant proportion of whom are Asians and Afro-Caribbeans.||Monojit Chatterji
17/1/1987- ||special articles||4376565||On Setting Commodity Tax Rates: Case for Differentiating between Rich and Poor||This paper provides empirical evidence in favour of a dual system of commodity tax rates-one set for the rich, another for the poor. Such a policy leads to a substantial increase in the redistributive capabilities of indirect taxation. The paper uses a three-step procedure in calculating the tax rates: the aggregate revenue requirement is initially allocated across individuals so as to equalise after-tax expenditures; the 'efficiency' criterion of Ramsey is, then, used to calculate 'optimal' commodity tax rates for each individual; finally, a "loss function" minimisation procedure is used to aggregate them into the two sets of tax rates. A comparison with tax rates calculated using traditional social welfare maximisation confirms that the poor gain quite considerably under the proposed dual tax rate policy.||Ranjan Ray
25/4/1987- ||review of women studies, april 1987||4376957||Changing Marriage Transactions and Rise of Demand System in Bangladesh||This study of muslims and christians in a Bangladesh village carried out in 1983-84 has the principal aim of obtaining an understanding of recent changes in marriage transactions and the nature of the new forms. The author offers, towards the end of the paper, tentative explanations regarding the growth of the demand system in Bangladesh.||Rahnuma Ahmed
07/2/1987- ||discussion||4376652||Urban Labour Market||-------------------------------------||Subbiah Kannappan
07/2/1987- ||reports||4376643||Ground Water Depletion||-------------------------------------||Niranjan Pant
11/7/1987- ||companies||4377202||Second Thoughts on Adhesives Project||-------------------------------------||
04/7/1987- ||special articles||4377184||Primary Health Care and Family Welfare Programme in Rural Gujarat||The family planning programme in India has expanded tremendously since 1961 with a steep rise in proportional allocations in both central and state budgets. This has led to an expansion of infrastructure as well as staff in many states, with a number of categories of non-health staff being drawn into the programme to help fulfill targets. This paper presents a brief review of the health and family welfare programme in Gujarat and points out that the programme is not only expensive but also generally ineffective. Moreover the single-minded approach to family planning has meant a neglect of primary health care, with programmes such as those combating malaria and tuberculosis, crucial to achieving improvements in health status, have been grossly neglected.||Sudarshan Iyengar,Ashok Bhargava
03/10/1987- ||reports||4377569||Investors without Protection||Stock exchanges are more concerned with regulation of speculation than protection of investors' interests. The Controller of Capital Issues looks more at the cumulative quantum of sanctions, ignoring the qualitative aspect of proposals coming up for approval. Some of the provisions of the recently-introduced bill to amend the Companies Act are also likely to be equally ineffective in protecting the investor.||M. D. Dewani
28/2/1987- ||international affairs||4376726||Keeping the Party in Command||-------------------------------------||G. P. D.
07/3/1987- ||------||4376744||A Floundering Budget||-------------------------------------||
31/10/1987- ||------||4377646||Not Going to the Roots||-------------------------------------||
1/5/1987- ||special articles||4377004||State and Market in Economic Processes: Some Basic Issues||Whether the economic policies of the state in a capitalist society are carried out through direct involvement in the realm of ownership or through market operations and support for market forces is only a strategic issue. The 'swing' between these two can only be marginal at any rate. However, the social and economic factors that give rise to such swings and their differential consequences on different interest groups in society need careful analysis. While the state in a capitalist society will cater principally to the interests of the capitalists to accumulate, it is merely on instrument of their class domination. It has a relative autonomy arising from the phenomenon of 'class-in-struggle' as well as from the fact that it reflects not only the economic interests, but also the interests of the realm that is beyond or between the state and the economy. Hence non-capitalist, non-accumulating interest groups in society, especially in a society with a democratic polity, have the possibility of influencing state policies although this is conditioned by the strength of the coalitions they can bring about to achieve the objectives they are committed to. Social sciences have tended to treat the shifting interrelationships of class interests, the state and the market in the isolation which has made for analytical rigidities. Economic processes and social processes in general can be understood only to the extent to which these shifting interrelationships are captured to any given time and over time.||C. T. Kurien
28/2/1987- ||reports||4376737||Crisis of Modern Science: A Conference Report||-------------------------------------||K. S.
03/10/1987- ||------||4377559||Settling for a Pittance||-------------------------------------||
13/6/1987- ||------||4377078||Niggardly Private Sector||-------------------------------------||
21/3/1987- ||special articles||4376817||Curriculum, Psychology and Society||The author rejects the notion that there are certain time-honoured, proven rules capable of guiding us when we want to prepare a curriculum for children's education and argues that there is no escape from reflecting on the conditions obtaining in our society and culture if we want to give worthwhile education to our children. The problem of curriculum is related to our perception of what kind of society and people we are, and to our vision of the kind of society we want to be. By taking shelter in the 'received' perspective and the 'principles of curriculum development' that it offers, we merely shun our responsibility and allow ourselves to be governed by choices made long ago or elsewhere under very different circumstances. Whatever we can determine to be worthy of being taught is the proper candidate for inclusion in the curriculum. The obvious issue here is how to determine 'worth'. What kind of value can we put upon different types of knowledge to distinguish between worthy and unworthy kinds from the standpoint of their candidacy for becoming material for educational transaction? We can distinguish between two routes to solving the problem. The first consists of deciding the worth of what we want to teach in view of the learner. The second consists of determining worth in terms of the intrinsic value of what we want to teach. The author chalks out both these routes and then discusses how satisfactory or otherwise they might prove in solving the problem of curriculum.||Krishna Kumar
14/2/1987- ||discussion||4376681||'Cultural Action' Not Class-Neutral||-------------------------------------||P. M. Mathew
03/1/1987-10/1/1987||discussion||4376535||Marxist Approach to Women's Oppression||-------------------------------------||Malladi Subbamma
