20/3/1971- ||special articles||4381766||The Economy: Current Situation and Policy Problems||For a proper understanding of the current economic situation and policy problems, it is essential to discuss the developments in the Indian economy over the last few years. Section I of this paper attempts to relate the present situation to preceding developments. The problem of full capacity utilisation in the modern industrial sector and the related problems in the fields of investment, agriculture and exports are discussed in Section II. Some aspects of policies related to these problems are indicated in Section III.||V. V. Bhatt
1/7/1971- ||politics and performance||4382333||Challenge of the Hustings: From Electoral Manipulation to Policy Performance||The Lok Sabha election in March 1971 was unprecedented in two ways. For one thing, for the first time since Independence the very consolidation of the political system was decided by reference to the ballot box. Secondly, such a fundamental political issue was posed and decided by reference to a clear commitment to policy goals; for the first time a party in government went to the people for a 'mandate' based on a socio-economic programme to which it said it was itself committed. The 1971 election in this respect marks a watershed in the nature and style of Indian politics. This has clear and far-reaching implications for the policy process, for leadership and for administration. Among other things, it poses the dilemma of how to bring about basic discontinuities in political and administrative functioning in a democratic set-up whose style and ethos are incremental rather than catastrophic. It can be done - and perhaps done better and more rationally in a democracy - provided the basic message gets home and the temptation to slip back into general complacency and hackneyed cliches is held in check. It is equally necessary to hold in check the tendency - all too prominent so far in our planning and management of public affairs - to contract out the main tasks to one-way experts whose competence in their own narrow fields of specialisation is matched by an almost total ignorance of the socio-political context in which they operate. The needed decisions in respect of policy choices and priorities must be made by the top policy elite itself. With the unequivocal result of the election the national scene has shifted from the constituencies to the legislatures and even more to the ministries and the secretariats. It is a shift from the game of politics to the interstices of planning and administration.||Rajni Kothari
06/3/1971- ||the fourth estate||4381713||Not Entirely without Gains||-------------------------------------||Nireekshak
11/9/1971- ||------||4382508||Premier Tyres Limited||-------------------------------------||Chandrakant S. Desai
20/3/1971- ||------||4381745||Holding Together by a Thread||-------------------------------------||
25/12/1971- ||capital view||4382900||A Moment of Profound Change||-------------------------------------||Romesh Thapar
25/9/1971- ||review of agriculture, september 1971||4382561||Season-Wise Progress of High-Yielding Varieties in Andhra Pradesh: Role of Economic Variables||It was hoped that HYV rice cultivation would be taken to vigorously and that it would have a very sizeable impact on production. But, in fact, its progress has been far slower than expected, and slower in kharif than in rabi. This article maintains that economic variables have been far more important determinants of that pace than is often realised. Section I of the article examines data on trends in progress and varietal changes in relation to Andhra Pradesh. Section II identifies and compares the role of the economic variables with that of the agronomic and climatic variables in the slow progress in kharif.||G. Parthasarathy,D. S. Prasad
02/10/1971- ||------||4382578||Growing Regional Disparities||-------------------------------------||
11/9/1971- ||------||4382492||Companies: Downstream Problems||-------------------------------------||Hansavivek
1/1/1971- ||from our correspondents||4381537||Congress of Orientalists||-------------------------------------||
18/9/1971- ||from our correspondents||4382521||Structural Syndrome in Science Policy||-------------------------------------||R. S. Ganapathy
18/12/1971- ||------||4382863||Post-War Leadership||-------------------------------------||
26/6/1971- ||review of agriculture, june 1971||4382197||Foodgrains Demand and Supply: Projection of Regional Imbalances||The aim of planning in food crops is to meet internal needs through internal production. Towards this objective, production at the all-India level must increase at a rate to match corresponding overall needs. Even so, regional problems will exist. Growth in production will be uneven among the States and will cause regional imbalances. The dimensions of India's future food problem must also be measured, therefore, from the angle of the regional imbalances in demand and supply. In this paper, an attempt is made to estimate the emerging pattern of regional imbalance, under the assumption that, at the all-India level, future production of the different foodgrains will equal domestic needs. The 15-year time-horizon considered, 1969-70 to 1983-84, covers the Fourth, Fifth and Sixth Plans. The regional growth rates of demand for foodgrains are estimated in Part I. In Part II the prospects of meeting the foodgrains demand through indigenous production are examined. Part III estimates the regional growths in foodgrains production during the 15-year period-on the assumption that at the all-India level production of various foodgrains will equal their respective demands. Part IV considers the problems and requirements of foodgrains management which will arise out of the instability of production and the regional imbalances. [The author is grateful to A M Khusro for his comments on a draft of this paper.]||S. K. Ray
18/12/1971- ||------||4382866||Abdicating a Distinct Role?||-------------------------------------||
03/4/1971- ||from our correspondents||4381820||Face-Lift for Planning||-------------------------------------||
10/4/1971- ||------||4381837||Only with Longer Vision||-------------------------------------||
09/1/1971- ||perspectives||4381512||National Agricultural Credit Policy||-------------------------------------||M. Narasimham
02/10/1971- ||business||4382582||Bounty from Government||-------------------------------------||
15/5/1971- ||------||4381999||Companies: Higher Costs and Accent on Research||-------------------------------------||Hansavivek
27/11/1971- ||from our correspondents||4382788||Loosening in Andhra||-------------------------------------||Mohit Sen
18/12/1971- ||------||4382876||Companies: Nurtured Knowhow||-------------------------------------||Hansavivek
02/10/1971- ||special articles||4382598||Soviet View of the Treaty: Non-Alignment Plus?||The Soviet view seems to be that non-aligned countries can still play a purposeful role in the newly emerging world power structure, provided they are backed by institutionalised relations with the Soviet Union, as distinct from the traditional Soviet support given to them in the past. This 'non-alignment plus' (i e, non-alignment plus institutional ties with the USSR), as between the three poles of the world power structure, might well eventually emerge as the final pattern of Soviet policy towards the 'Third World'. But we do not know for sure yet. Much will depend on the final Soviet attitude to China's claim in the super power stakes and the Soviet rating of 'viable' and 'non-viable' countries in Asia. The Indo-Soviet Treaty could, therefore, prove to be either an exception or a trend-setter. It is also necessary to grasp two ideological imperatives behind Soviet foreign policy in order to fully understand Soviet behaviour in world affairs. One is the Soviet preoccupation with the mechanism of social change within various countries and the other is the Soviet framework of looking at international politics as a confrontation between two systems - the world capitalist system and the world socialist system. The first imperative explains why no government, other than the Soviet one, could have so seriously taken into account the importance of a favourable balance of social forces in India and the dynamic of Indian social change, before signing the Treaty.||Zafar Imam
29/5/1971- ||------||4382039||An Academic Document?||-------------------------------------||
1/1/1971- ||from the chair||4381563||The National Newsprint and Paper Mills Ltd.||-------------------------------------||Hari Singh
19/6/1971- ||from the chair||4382166||Gujarat State Fertilizers Company Limited||-------------------------------------||Jaykrishna Harivallabhdas
19/6/1971- ||markets||4382150||Dearth of Information Systems||-------------------------------------||Nishtar
26/6/1971- ||business||4382179||Doing without Management?||-------------------------------------||
21/8/1971- ||------||4382385||To What Purpose?||-------------------------------------||
19/6/1971- ||markets||4382152||Still Off-Colour||-------------------------------------||
20/2/1971- ||markets||4381631||Price Situation Needs Watching||-------------------------------------||
28/8/1971- ||from our correspondents||4382426||Gold versus Growth||-------------------------------------||
11/9/1971- ||special articles||4382506||Competitiveness of Indian Steel Exports: A Comment||-------------------------------------||S. A. Dave,S. K. Subramanian
21/8/1971- ||perspectives||4382399||The Indo-Soviet Treaty||-------------------------------------||G. P. Deshpande
06/2/1971- ||markets||4381577||Keep Them Low||-------------------------------------||Nishtar
1/1/1971- ||from the chair||4381561||Ashok Leyland Limited||-------------------------------------||A. Ramaswami Mudaliar
30/10/1971- ||perspectives||4382681||Towards a Tripolar Game||-------------------------------------||Dhananjoy
06/11/1971- ||official paper||4382718||Credit Needs of Farmers||-------------------------------------||A. Seshan
03/7/1971- ||from the chair||4382248||The Raymond Woollen Mills Ltd||-------------------------------------||Gopalkrishna Singhania
03/7/1971- ||business||4382220||In Search of a Role||-------------------------------------||
11/9/1971- ||business||4382486||With Some Concessions||-------------------------------------||
1/7/1971- ||the regional matrix||4382338||Raw Material for Research in Agricultural Economics: Methodological and Organisational Problems||It is a matter of gratification for any research worker in the field of agricultural economics that the government has not only assumed responsibility for collecting routine statistics relating to production, acreage, prices, etc, but has also set up several organisations for collecting more detailed micro level information and for conducting studies on the basis of such information. There are, however, serious drawbacks in the work programmes of these organisations as well as in their staffing patterns and inter-relations (or rather lack of inter-relations) which result in the yields from these investments being extremely low. This paper seeks to discuss some of these problems with respect to the two most important schemes sponsored by the Ministry of Agriculture, namely those of the Agro-Economic Research Centres and the Farm Management Surveys.||Ashok Rudra
22/5/1971- ||business||4382013||More Bank Credit, or Else...||-------------------------------------||
10/7/1971- ||------||4382257||Losers Fall Apart||-------------------------------------||
30/10/1971- ||special articles||4382693||Content Analysis of India's Image among US Foreign Policy Decision-Makers||This analysis shows that the overall image of India held by US foreign policy decision-makers has been a positive one. India's foreign policy was found to be the most salient aspect of this image while perceptions of India's population and political leaders were few. Yet, evaluations of the Indian people and leaders were discovered to be far more positive than evaluations of either India's foreign policy or domestic circumstances. Generally the US Administration expressed more favourable views of India's foreign relations, domestic conditions, leaders and people than the US Congress. The divergence of views between the Congress and the Administration is most pronounced as regards economic and social conditions within India - especially the latter. Over the time-span, 1951-67, 55 per cent of US decision-makers' statements on India dealt with its international relations. Approximately 42 per cent of the themes were devoted to the domestic situation in India. Only 2.8 per cent of the remarks involved generalised comment about "the people" and mentions of India's political leaders by name.||Joanne F. Loomba
09/1/1971- ||the fourth estate||4381511||Norms for the Poll||-------------------------------------||Nireekshak
01/5/1971- ||from our correspondents||4381939||'Neocolonialism' and Indian Publishing||-------------------------------------||Philip G. Altbach
17/4/1971- ||from our correspondents||4381880||The Wrong Strength||-------------------------------------||
12/6/1971- ||from our correspondents||4382125||Palliatives, No Solutions||-------------------------------------||
24/4/1971- ||special articles||4381917||Profits and Investment in Coal Industry: A Comment||-------------------------------------||R. C. Sekhar
08/5/1971- ||special articles||4381975||Estimation of Tax Incidence in India||Estimation of tax incidence is important as it generally constitutes the basis for formulations of tax policy. In recent years attempts have been made, official as well as unofficial, to estimate the incidence of taxation in India. The purpose has been to obtain a quantitative basis for examining equity in taxation in India-particularly as between the agricultural and non-agricultural sectors and as among the different income-groups within these sectors. An examination of these studies reveals several conceptual and empirical shortcomings which become particularly serious for estimates of equity in incidence among the different income groups. Moreover, there is generally an oversimplification in them of assumptions made about the process of tax-shifting. While these studies attempt to measure tax incidence via the consumption approach, the possibility of arriving at a measure to serve the same purpose through a production approach needs to be explored. The studies have especially failed to fill one lacuna. Despite the pious pronouncements regarding equity in the Plans, taxation of the agricultural sector continues to be sadly neglected; the various studies have, nevertheless, failed to provide any objective basis for vertical equity in taxation of the agricultural sector.||K. S. R. N. Sarma,M. J. K. Thavaraj
02/10/1971- ||from our correspondents||4382593||Army Is in Control, but the Poor Are Better Off||-------------------------------------||
27/3/1971- ||from our correspondents||4381801||CPI(M) Stems the Tide||-------------------------------------||
13/3/1971- ||from our correspondents||4381735||Nigeria at the Crossroads||-------------------------------------||A. K. Essack
17/7/1971- ||special articles||4382308||Price Spread and Farmer's Share: Oil and Groundnut in Gujarat||The agitation against the upward trend in groundnut oil prices in Gujarat over the past few years has favoured a squeeze on its price. The assumption has been that it is the intermediaries who have been pocketing the extra money paid by the consumer. This article tries to find out how the gains from rising prices have in fact been divided among farmer, mill, wholesaler and retailer. It is important to know this, for, if a squeeze is applied it may be absorbed by the intermediaries only if their margins have widened by the extent of the price increases. The analysis indicates that it is the miller who has gained continuously throughout this period, gaining during 1965-66 to 1967-68 even at the cost of the farmer, the wholesaler of groundnut and the retailer of groundnut oil. [The author is greatly indebted to V N Kothari for his valuable suggestions and guidance. Thanks are also due to M M Dadi for his helpful suggestions.]||B. B. Patel
13/11/1971- ||from our correspondents||4382735||Conflicts in Tamil Nadu||-------------------------------------||Mohit Sen
30/10/1971- ||from our correspondents||4382687||Tito and Brezhnev: Outward Cementing?||-------------------------------------||K. Krishna Moorthy
15/5/1971- ||the fourth estate||4382000||Appointments and Dismissals||-------------------------------------||Nireekshak
03/4/1971- ||special articles||4381830||Some Aspects of Deposit Mobilisation: A Comment||-------------------------------------||P. D. Ojha
17/4/1971- ||------||4381865||Activist Role||-------------------------------------||
01/5/1971- ||from our correspondents||4381938||Flowers for the Congress President||-------------------------------------||
28/8/1971- ||review of management, august 1971||4382442||Non-Traditional Industries as Exporters: A Case Study||How does the Government aim to achieve the planned growth of exports? While it does not formulate plans at the commodity level, it has selected policy instruments which operate largely at that level. This policy of extremely heterogeneous and ad hoc favours to exporters cannot be said to have been a dazzling success, looking at the growth of exports. But it is difficult to say why it has not worked unless one looks at its effects at the micro level. This is what we propose to do in the present paper. For this purpose we have selected an industry the growth of whose exports is highly impressive. But as we shall show, the growth has been achieved in spite of rather than because of government policy.||Ashok V. Desai
09/10/1971- ||special articles||4382633||Provisional Population Totals of the 1971 Census: Reply||-------------------------------------||Pravin Visaria
04/12/1971- ||business||4382823||Long Haul||-------------------------------------||
16/10/1971- ||------||4382642||Extending Brutality||-------------------------------------||
02/10/1971- ||from our correspondents||4382592||Institutionalising a Revolution||-------------------------------------||Mohan Ram
03/7/1971- ||from our correspondents||4382233||Caste, Class and Party Polarisation||-------------------------------------||Balraj Puri
09/1/1971- ||------||4381495||In Cold Storage till 1977?||-------------------------------------||
06/3/1971- ||from our correspondents||4381712||Women's Lib and Commercialism in US||-------------------------------------||Joan Mubayi
27/2/1971- ||from our correspondents||4381673||Coming to Terms with Political Reality||-------------------------------------||
29/5/1971- ||review of management, may 1971||4382059||Indian Entrepreneurship in Historical Perspective: A Re-Interpretation||Although, in theory, the entrepreneur as the organiser of the factors of production has been recognised as the central figure in economic development, scholars of Indian economic history have tended to ignore this element in their studies. The tendency has been to stress the sociological factors such as caste or religion or to blame the policies of the British government for the backwardness of the country. The contention of this paper is that this approach, while it provides useful insights, gives a lopsided explanation, and that a new line of inquiry would suggest a re-evaluation of the development of Indian entrepreneurship. Empiricial data points to the fact that cultural and religious forms are re-interpreted in real life under the weight of changes in the material environment. The so-called Hindu value system transformed itself to permit the entry of non-business classes into industrial ventures, when the new economic opportunities were perceived and grasped by these classes. Indeed, if entrepreneurship is the response to the disequilibrium between the perceivable opportunities and their exploitation at any point of time, then a study of the constellation of forces which led to the perception of new opportunities by certain sections of society, might yield more satisfactory results.||Dwijendra Tripathi
20/2/1971- ||special articles||4381646||Poverty in India: A Comment||-------------------------------------||S. S. Madalgi
1/1/1971- ||from the chair||4381562||The Associated Cement Companies Limited||-------------------------------------||N. A. Palkhivala
1/7/1971- ||from the chair||4382358||The Tata Oil Mills Company Limited||-------------------------------------||J. R. D. Tata
27/2/1971- ||------||4381652||Food for Inflation||-------------------------------------||
13/2/1971- ||special articles||4381616||Local Government Roots of Contemporary Indian Politics||Recent studies of contemporary Indian politics consistently suggest that in style and structure it is a variety of what is called in the West 'interest group democracy'. In the open society that was established after Independence by adopting a constitution which enfranchised all adult members of the population and empowered parliamentary bodies to govern according to majority rule, political parties were motivated to mobilise followers through championing the interests of the various ascriptive segments into which the population resolved itself. In addition, the special circumstances produced by essentially one-party rule at the national level for more than two decades, and its equivalent in most provincial polities, added still another dimension to the interest-group orientation of Indian politics. The relative absence of inter-party competition can place a premium on rivalries and adjustments among less formalised intra-party groups or 'factions'. The Indian political system in post-Independence times thus became a series of arenas governed by rules inspired by Western parliamentary idioms. The principal participants are political parties and factions vying for control of legislative bodies and for access to scarce material and symbolic resources, on behalf of complex and highly fluid clienteles. It is a state of affairs which Western political scientists find unsurprising in modern democratic polities but which Indian political commentators deplore due to the high expectations they have had for the achievements of their political system. It is suggested in this paper that Indian politics as observed since Independence is not a case of degeneration from a halcyon age when idealism, purity of heart and high statesmanship pervaded political life. This is an image of Indian politics evoked through paying almost exclusive attention to the deeds and conclaves of the topmost levels of the political elite to the virtual exclusion of what was going on for almost a century in localised political settings. The author argues that crucial aspects of the styles and forms of Indian politics which emerged after Independence were evolved in hundreds of local political bodies - viz, town, municipal and district boards - because it was here alone that the British first allowed significant numbers of ordinary citizens to play anything like serious roles.||Harold A. Gould
02/10/1971- ||special articles||4382600||Poverty in India: Policies and Programmes: A Comment||-------------------------------------||K. Jayaraman
13/11/1971- ||------||4382725||Growth by 'Liberalisation'!||-------------------------------------||
11/12/1971- ||the fourth estate||4382856||The Lines Are Drawn||-------------------------------------||Nireekshak
03/4/1971- ||from our correspondents||4381822||Camouflaged Bourgeoisie Politics||-------------------------------------||Aswini K. Ray
20/11/1971- ||special articles||4382772||Interest Sensitiveness of Deposits in India||On the assumption that both demand and supply play a role in determining the price and quantity of the commodity in question, a study of interest sensitiveness of deposits must consider both the demand and the supply of deposits. Deposits may be said to be supplied by banks and demanded by the non-bank private sector. Since, in India, banks always honour deposits and deposits constitute by far the major source of funds through which banks make profit, and since depositors merely choose between different kinds of deposits by their liquidity/saving motives in the belief that they have no influence on the interest rate, it is assumed here that banks determine the interest rate and terms and conditions on deposits, and on these terms they then supply an unlimited quantity of deposits to meet the demand from depositors. The hypothesis is that at a given interest rate depositors demand a given amount of deposits and that their demand varies with the variation on the interest rate on deposits. This paper sets out to find out, by estimating demand functions for deposits, the interest sensitiveness of deposits in India. It posits that there is in fact a significant positive correlation between the two. [The author is grateful to B G Shah for suggesting this project and for some helpful discussion, to M Siddappa for his comments on earlier draft, and to A Jagannathan for his assistance in data collection and computer programming.]||G. S. Gupta
09/1/1971- ||from our correspondents||4381507||How Green Is the Green Revolution?||-------------------------------------||
27/11/1971- ||review of management, november 1971||4382802||Corporate Policies on Bonus Share Issues in India||Bonus issues in India are in the nature of 'stock-splits' rather than 'stock-dividends'. Increases in the total quantum of dividend distribution do not follow bonus issues quite as universally or automatically as is generally assumed. In fact, where dividend distribution has been increased, the quantum of increase has been usually less than in proportion to the bonus issue. This paper is based on the findings of a specific inquiry. It argues from its findings that both to counteract the tendency towards laxity and wastefulness in the investment of retained earnings and to check undesirable speculation, a policy of an annual 'stock-dividend' paid concurrently with the retention of profits has distinct advantages over the present practice in India. The current practice amounts to capitalising past accumulations at infrequent and irregular intervals according to the whim of managements. [The study was sponsored by the Research Programmes Committee of the Planning Commission. The responsibility for the views expressed is entirely that of the author.]||L. C. Gupta
27/2/1971- ||review of management, february 1971||4381675||Not by Finance||-------------------------------------||
26/6/1971- ||------||4382188||Companies: By Higher Sales and Varying Margins||-------------------------------------||Hansavivek
03/4/1971- ||markets||4381823||Tax Worries||-------------------------------------||Nishtar
27/3/1971- ||from our correspondents||4381800||Reality and Illusion - II||-------------------------------------||Mohit Sen
17/7/1971- ||from our correspondents||4382297||Shambles of Bandaranaike Socialism||-------------------------------------||
17/4/1971- ||special articles||4381888||Some Aspects of Deposit Mobilisation: A Comment||-------------------------------------||A. Bagchi
26/6/1971- ||review of agriculture, june 1971||4382201||Employment Patterns in Large Farms of Punjab||This article presents some results pertaining to permanent farm servants and casual labourers employed on big farms in Punjab. These results suggest that (i) permanent labour and casual labour are substitutes for family labour; (ii) pumps and tubewells create demand for casual labour and replace permanent servants; (iii) tractors create demand for permanent servants and replace casual labour. [Results presented here were obtained in the survey conducted by the author in collaboration with A Majid and B D Talib on behalf of the Agro-Economic Research Centre of Delhi University to look into the economics of large-scale farming in Punjab. The author is very grateful to Usha Kiran for her help in the statistical analysis presented here.]||Ashok Rudra
27/2/1971- ||markets||4381666||A Steadying Hand from Vanaspati||-------------------------------------||
29/5/1971- ||business||4382044||In Reverse Gear||-------------------------------------||
20/11/1971- ||------||4382763||Companies: Sailing Strong||-------------------------------------||Hansavivek
22/5/1971- ||special articles||4382032||Planning for Performance in Banks||Planning, co-ordination and control of an enterprise above a size gets beyond the scope of any individual or group of individuals at the top. It then becomes necessary for the management process to rely on concepts of scientific management. This has not happened even in the big banks; as a result, banks have tended to develop into spongy organisations where pressure applied at any point diminishes as it travels through the different organisational levels, each level acting as a sponge to absorb some of the pressure. The present planning process in banks perpetuates this situation. In the best of situations business planning after a fashion takes place at the Head Office. At the start of the year, the Chief Executive decides that the bank should increase its deposits by 'x' per cent. This is arrived at by extrapolating the historical rate of accretion of deposits in the bank and the banking system as a whole. As a measure of bankers' abundant caution, a cushion is added before the target figure of increase by 'x' per cent is arrived at. This is then distributed among the regional heads of the bank. The regional heads in turn distribute the target to the branches under their control. Business planning in banks has, as a result, lacked a disciplined methodology, a logical system and a precise definition of terms. There is no resource planning relating to branch expansion programmes. Every new branch is opened in a crisis. Planning for deposits and advances is also limited to what needs to be done and not how plans are to be achieved. This paper discusses the application of an integrated approach towards performance planning in banks.||Kalyan Banerji
24/4/1971- ||the fourth estate||4381911||Missing Melodrama||-------------------------------------||Nireekshak
10/7/1971- ||business||4382262||Not in Their Hands||-------------------------------------||
28/8/1971- ||review of management, august 1971||4382432||Underpinning for Technology||-------------------------------------||
1/1/1971- ||competitive politics and electoral change||4381546||Voting in India: Competitive Politics and Electoral Change: Introduction||-------------------------------------||Rajni Kothari
18/9/1971- ||business||4382517||Waiting for Nationalisation||-------------------------------------||Magnus
27/11/1971- ||------||4382779||Starvation Amidst Plenty||-------------------------------------||
30/10/1971- ||------||4382672||Escalation with Purpose||-------------------------------------||
01/5/1971- ||------||4381921||Security before Sensibility||-------------------------------------||
03/7/1971- ||ports||4382241||To Reharbour Calcutta||-------------------------------------||P. Thankappan Nair
10/7/1971- ||------||4382255||Subedars Should Be Submissive||-------------------------------------||
24/4/1971- ||business||4381897||Heads You Lose...||-------------------------------------||
13/11/1971- ||perspectives||4382733||China, India and Japan||-------------------------------------||Dhananjoy
06/3/1971- ||business||4381695||Spurious Distress||-------------------------------------||
22/5/1971- ||------||4382010||Service, Strength and Survival||-------------------------------------||
10/4/1971- ||special articles||4381857||Muslim Leadership and Electoral Politics in Hyderabad: A Pattern of Minority Articulation-I||The reconciliation of minority identities with the national identity takes many forms. In the context of India's plural society, in which the long continuity and stability of multiple traditional cultures makes the unified democratic experiment anyhow more complicated, the task of harmonising the particular and exclusive demands of minorities with the nation's general processes of change becomes all the more perilous. If only for this reason a study of minority politics in all its ramifications acquires a certain primacy for construction of relevant hypotheses of India's functional politics. Of all the minorities, the Muslims occupy a distinctive place in Indian politics for many reasons: because of their proportion in the population which makes them the single biggest minority; because of their historical role, cultural contribution, social distinctiveness and urban and semi-urban habitation contrasted with their present cultural bewilderment, social degeneracy, educational decline and economic backwardness; and because of their sense of political despair so unwisely perpetuated by the existence of exclusivistic non-secular, uncreative and inept leadership. For a clearer understanding of Indian politics, no less than for a better appreciation of the Muslim response to the processes of secularisation and modernisation in India, systematic studies of Muslim politics under different situations and conditions and in different parts and regions of the country are called for. This paper studies the traditional leadership situation among Muslims in a major urban political centre of Muslims, the city of Hyderabad in Andhra Pradesh. The paper is published in two parts. In this, the first, part the author examines the process of communal polarisation in Hyderabad city politics in successive elections and discusses the traditional Muslim parties in Hyderabad and their leaderships. The second part of the paper, to be published next week, will study certain major aspects of the Muslim problem in Hyderabad and seek to suggest a framework for understanding communal polarisation.||Rasheeduddin Khan
25/9/1971- ||business||4382537||Internal Constraints||-------------------------------------||
03/7/1971- ||from our correspondents||4382239||Changes in the OAS||-------------------------------------||Mohan Ram
12/6/1971- ||------||4382108||From Euphoria to Anxiety||-------------------------------------||
27/11/1971- ||from our correspondents||4382793||Democracy Asserts Itself||-------------------------------------||T. J. S. George
1/1/1971- ||from our correspondents||4381535||After the Cultural Revolution||-------------------------------------||G. P. Deshpande
22/5/1971- ||from our correspondents||4382026||Revolution Replaces Rhetoric||-------------------------------------||
27/3/1971- ||------||4381778||NMDC Rid of Headaches?||-------------------------------------||Magnus
11/12/1971- ||special articles||4382859||The Market for Graduates: A Field Report||While it is generally known that there is widespread unemployment among graduates, not much is known about the graduates themselves, about their backgrounds, or about the way in which the market for them operates. The following paper is based on the findings of a sample study of graduates from local colleges of Bulsar in south Gujarat. It attempts to trace the character of unemployment among graduates, the procedures and influence patterns prevalent in recruitment, and the social setting which makes unemployment impinge with quite differring magnitudes on the different caste and class strata. [This article is a field report on one of the case studies of a larger Indo-Dutch research project on modernisation processes in Bulsar. The research project has been financed by the Netherlands Foundation for the Advancement of Tropical Research and the Universities of Amsterdam, Rotterdam and Leyden.]||Enno W. Hommes,Nivedita Trivedi
08/5/1971- ||------||4381957||Cloud over the Miracle||-------------------------------------||
11/12/1971- ||------||4382852||Companies: Rising 'Costs', Yet Expanding||-------------------------------------||Hansavivek
20/3/1971- ||business||4381748||Heading for an Energy Crisis?||-------------------------------------||
13/3/1971- ||special articles||4381739||Government Securities Market in a Mixed Economy: A Study of India||The Government securities market in India reflects the mixed character of the economy. The two features of the Indian economy that have shaped the nature of the market as it exists now are (a) the direct and dominant role of the Government in the total investment outlays of the economy, and (b) Government ownership of the major financial institutions. The commercial banks, the Life Insurance Corporation and the Provident Funds own between them 85 per cent of the Government debt held by the public and all these are either state-owned or under statutory control regarding their investment policy. The investment policy of these institutions becomes part of the allocation of resources between the public (Government) and private sectors. Viewed from this angle, the statutory restrictions imposed on these institutions on their investments takes on a new character. The rate offered on bonds is not strictly competitive. However, with the increase in the resources of the major financial institutions the public debt has been growing at the rate of 7 per cent per annum. There is no active secondary market for bonds and even in relation to the limited transactions, the Reserve Bank of India plays an important role by supporting bond prices. Perhaps in the Indian context even the need for an active secondary market may be questioned. With the major subscribers of Government securities under direct control of the state it is possible for the Government to keep the bond yield below 'competitive' level. There is, however, a limit to which the Government can insulate the rates on bonds from other rates in the market without seriously eroding the profitability of the financial institutions. In the absence of a market, the financial institutions may face a problem regarding the allocation of funds between different State Government securities. Here again, the problem becomes a part of the general question of allocation of resources between Central and State Governments, rather than being purely a matter of the investment policy of a financial institution.||C. Rangarajan
25/12/1971- ||business||4382898||Market Diversification||-------------------------------------||
09/10/1971- ||from our correspondents||4382621||Patnaik in the Arena||-------------------------------------||
10/4/1971- ||markets||4381847||Softer Tone||-------------------------------------||
28/8/1971- ||------||4382420||Companies: Further with Collaborations||-------------------------------------||Hansavivek
1/7/1971- ||rough roads to socialism||4382329||Model Based on Myth||-------------------------------------||K. Krishna Moorthy
02/10/1971- ||from the chair||4382606||Industrial Finance Corporation of India||-------------------------------------||C. D. Khanna
04/12/1971- ||business||4382821||Wherewithal for Expansion||-------------------------------------||
06/3/1971- ||------||4381693||Return to Congress Dominance?||-------------------------------------||
09/1/1971- ||from our correspondents||4381508||Borrowed Ideological Framework||-------------------------------------||V. R.
17/4/1971- ||------||4381863||Capitulation without Showdown||-------------------------------------||
25/9/1971- ||special articles||4382568||Unemployment and Brain Drain||Unemployment and the brain drain necessarily co-exist in a developing country. Both reflect non-utilisation of human resources. Unemployment may be termed internal brain drain, while losing qualified personnel to foreign countries constitutes external brain drain. Any desire or plan to stem the brain drain is obviously not motivated simply by a desire to hold people within the political boundaries of the home country. If it were so, the solution could be very simple. Unemployment and migration of personnel become problems only in the context of work which has to be done and tasks which remain to be accomplished in the country. The potential contribution of the utilised work force need to be considered in planning for national reconstruction. While Government has been anxious to obtain a correct account of the unemployment among scientific and technical personnel at home and of those who have chosen to live abroad, there has been too much emphasis on trying to improve the estimates and to perfect the statistics. But there is no reason why plans of action cannot be evolved on the basis of information already available. And the country does have working statistics for the purpose.||Kamalesh Ray
13/11/1971- ||from our correspondents||4382740||By the Grace of the GI||-------------------------------------||
30/10/1971- ||from our correspondents||4382685||Kerala's Features||-------------------------------------||Mohit Sen
13/3/1971- ||special articles||4381740||The Hospitalised Mentally Ill in Maharashtra||Mental illness is a developmental ailment and is also one of the characteristics of an industrially advanced society. By making life fast and more complicated, industrialisation in India, too, is giving rise to problems of mental health. The problem requires understanding and anticipation, but its analysis is difficult since there is not much data on mental morbidity. The age-sex, and crude distribution of mental patients can be of great help in evaluating the extent of the problem in a given population. This article is based on a study of these rates among hospitalised patients in Maharashtra, and discusses the likely causes of the differences that emerge from the results.||Satish Kumar Kalra
06/11/1971- ||special articles||4382719||Regional Disparity and Economic Development of Pakistan: I: The Facts||In the years after Independence, the Western wing of Pakistan developed much more rapidly than East Pakistan in almost all the major areas of economic activity. But if one looks into the details of the initial conditions of Pakistan's development - in terms of factor endowments, resource position or growth potential - one cannot seriously maintain that it was in the nature of things that West Pakistan would come to dominate the East or that a different set of policies could not have achieved quite a different pattern of regional development. Between 1947 and 1950, the total regional income of East Pakistan was almost certainly higher than that of West Pakistan. One cannot, therefore, explain the subsequent growth of regional disparity in terms of initial differences in the infrastructure of the two parts of Pakistan. This article, which studies the growth of regional disparity in Pakistan, is published in two parts. In this, the first part, the author examines available evidence on the growth of disparities between West and East Pakistan. The second part of the article, to be published next week, will present some hypotheses to explain the growth of disparity with the purpose of isolating the factors that contributed the most.||Arjun Sengupta
19/6/1971- ||from the chair||4382168||Devidayal Cable Industries Limited||-------------------------------------||Harikishandas T. Aggarwal
10/7/1971- ||business||4382260||Directors Plus Equity||-------------------------------------||
